OMICS_ICL103_NS1_7hr_Protein_1_068,OMICS_ICL103_NS1_7hr_Protein_3_030,OMICS_ICL103_NS1_7hr_Protein_3_030.1,OMICS_ICL103_NS1_7hr_Protein_4_010,OMICS_ICL103_NS1_7hr_Protein_5_039,OMICS_ICL103_VN1203_7hr_Protein_1_055,OMICS_ICL103_VN1203_7hr_Protein_2_060,OMICS_ICL103_VN1203_7hr_Protein_4_004,OMICS_ICL103_VN1203_7hr_Protein_4_004.1,OMICS_ICL103_VN1203_7hr_Protein_5_075
RPL15,23.644525880671686,23.987136556141515,23.582249285504126,24.17583697968872,24.103919334680384,23.73765777171264,23.511589636135895,23.910630700143955,24.00381135506092,23.844567892689483
RPL17,24.39794794440016,24.503955694556787,24.52418832207823,24.35877413604262,24.22494618144161,24.436341042030847,24.57952002290924,24.04059477239535,24.424487524993637,24.038288895443593
RPL18A,23.269503208635875,23.009741779913178,22.83514285462813,23.172745580783392,23.1901164204576,24.813356937507663,22.834531780329375,22.102066287102964,24.114476096907385,23.713633170239326
RPL18,26.006925052376438,26.05067964647739,25.663837132632374,25.83795520982315,25.976747087283066,26.027488454760572,25.692369805835867,26.148800866485896,26.146233485170825,26.080736425515703
RPL19,24.38545450898188,23.77753163663877,24.34389528956915,24.36649534855578,24.607987535217426,24.10057132107825,24.715914976282725,24.50100806631875,24.297376128993697,24.45755584897889
RPL21,24.78303372000995,24.393515827825706,24.163855240641862,24.178785962822964,24.7408227287377,24.03140874331596,24.199050252136605,24.407343022300026,24.228151946626518,24.321372263822337
RPL22,25.205854065599343,25.12973182764109,25.162775103601764,25.14955141262444,25.001355896404263,24.732529956501207,25.312637655500286,24.89018103983862,25.159380345768902,25.25821632382648
RPL23A,22.759379885818518,22.749797975610466,22.66746124543981,22.80585861366734,22.65744950732457,22.586907931432172,22.892577845950672,22.577812104717488,22.8868649671818,22.861763681452388
RPL23,25.756754273786537,25.607733589074698,25.655214396970372,25.883284679218157,25.588508465752966,25.726708772400162,25.60655730044278,25.663427473232957,25.787812934455616,25.74112338128078
RPL24,25.18068270798461,24.9704303498763,25.42012565030154,25.638005834432427,25.18736647807534,25.170755775147153,24.715339200835412,24.81021351276162,25.41508335572452,25.10837791206149
RPL26L1,24.63653968451506,24.2988944127086,24.71419930248925,24.91951043653043,24.34605914676252,24.65933815050451,24.64132218586616,24.678302543197955,24.465872457852434,24.56021103826287
RPL27A,24.397573199033452,24.399999045496692,24.660466112338483,24.256633616220714,24.69592418699864,24.293257963414987,24.74733386384557,24.266169257590953,24.349119171919487,24.763325936504152
RPL27,24.96185161458748,24.825800351201753,25.345210267822836,25.5329082487143,25.05846802512486,24.971399550972222,25.265534972847092,24.882952014448335,24.992187913014973,24.709940613614137
RPL28,23.660153732694162,23.62327644707391,23.568394340898728,23.56066398656525,23.691758081019387,23.5402711363366,24.139722926601642,23.910378093134028,23.588462491611775,23.47146757393491
RPL29,24.338182760219922,24.29989919739284,24.889636111187045,25.166422603206954,24.26543216544716,24.94674584713392,25.1536138792039,25.118802113995073,25.175556864471176,24.811546167606075
RPL30,24.544564035172506,24.773249355509424,24.5181291685796,24.595047382431243,24.99868067244923,24.477213921352018,24.659126958445444,25.065490650328222,24.80021554742804,24.776864551718166
RPL31,26.576998722539564,25.64293703278318,26.14905616720833,25.62172879009347,26.075569422619026,25.470230449270037,26.400801902921433,25.83660701818461,25.881074564692646,25.601874057341423
RPL32,23.953167342303587,24.280683860525308,23.97394757443506,23.850673794340175,23.98507345778181,23.806578227599132,24.399156812403206,23.98762338816691,23.896817849841568,24.35914107526692
RPL34,25.0803246851327,25.411519021218602,25.554653945464594,25.40999557940735,25.358862497270522,25.057381353680476,26.102397026092547,25.291974745303577,25.253093382144662,25.305283819111747
RPL35A,24.301969607811095,23.94048210446983,24.04622677881167,23.73983385067485,23.74229428985874,23.538729986846512,24.40798906306262,23.77769819269534,23.780517586225024,23.613644364721804
RPL35,24.95502581210195,24.46297815195708,24.599413854576838,25.14930804131784,25.02743501502104,24.828297054303956,24.230451192775305,24.43071145188756,25.040189142489563,24.63439945665918
RPL36A,23.725828506795256,23.56810473815966,22.77154052057959,24.567409633097014,23.702086201263068,23.593942743943995,23.842894728478413,24.06418384206082,24.26468517083697,22.77001261352241
RPL36AL,23.676065694291907,23.696320866885582,22.77154052057959,24.49952887431535,23.826777279699634,23.680738854053292,23.083648747519003,24.240881188133997,23.76722527306474,24.026976549965916
RPL36,24.299534610226367,24.024928060055498,24.69141880567621,24.410369263314486,24.351373271777817,24.073608251312223,24.302021582176025,23.94660086216114,24.34783453825763,24.532314617969426
RPL37A,23.68962217257689,23.86464033757169,23.477269594991252,23.47260651928014,23.730442752689022,23.586769504596397,24.23245589678902,23.89989596230548,23.64355723617678,23.728706500864163
RPL38,25.19493259457488,25.20677426919628,24.851130109344783,25.57947947615754,24.9658439972958,25.69351997585033,24.666051414715213,25.007446110361265,25.20834048922656,25.31160364776637
RPL39,25.553359324017798,24.917472216347395,25.621962871598786,25.11974429147929,25.05712191161532,24.66051621582907,25.17386273838428,24.698091877981433,24.8561898316595,24.464187271679055
RPL3L,25.00208712911261,25.258620613223563,25.551850497900606,25.8273596974252,25.572747262297142,25.394219648559698,25.23296140374243,25.353478607067068,25.37957704636319,25.49917776876798
RPL3,24.951572028531864,24.805057124053924,25.067898436469523,25.133381541309895,25.187368982211645,25.092322963699672,24.990760694809538,25.173232989205186,24.94399291993995,25.07441428713745
UBA52,20.963421964406876,21.46438904662572,20.608114275040023,23.687257016824155,21.846192818506243,23.81855336302626,21.31769571006737,23.05440950887153,23.061628357625484,20.879653667411205
RPL4,24.04756762953193,23.691205098800886,24.287148551603266,24.088511867672963,23.679704777655566,23.933618514243,23.972617031773158,23.70339131512621,23.693817398185786,23.853015211482766
RPL5,25.730527574200536,25.62263170171764,25.846760803805136,25.75874832642007,25.710585934638782,25.77033136882733,25.486180648086854,25.686414747486094,25.606337834704735,25.827991930815045
RPL6,24.23923610312103,24.20033693720277,24.468791609986873,24.301560100813845,24.1586248806903,24.159830265071385,24.342992905679054,24.03566079698895,24.291437091059322,24.217907199415276
RPL7A,21.701110322738394,21.748984341669996,21.637632892352965,21.56433862955188,21.900337338700442,20.788328400908668,21.73306103391231,21.556667798045403,21.74066946979341,21.438721067071842
RPL7L1,18.951978273295442,18.9007814622084,18.43493101358328,19.72668150422025,17.127958232390466,19.89441172040584,18.69783644032535,19.915766966226478,20.31378781275365,19.316154280334427
RPL7,21.937593979276997,21.885079639134606,21.787132135998093,22.011438524792474,22.08681220807621,22.031729594525263,22.04607806822775,22.113588598219792,21.843449777305977,21.941269915688885
RPL8,25.252208737062812,25.06535851069199,25.41579174392151,24.91466297618204,25.429319086222343,24.987710546598887,25.243720910220247,25.198092327453327,24.953325179771866,25.392186838389488
RPL9; RPL9P7; RPL9P8; RPL9P9,23.480539996869254,23.542056862538274,23.150354815127415,23.57393446533058,23.774316937023293,23.26889112087916,23.768037385853482,23.69485003075393,23.50785457438013,23.56611477086768
RPLP0P6,23.005799760170945,23.449325802346987,23.009837156998486,23.135682554358986,23.275958704334943,23.52423662667855,22.97879515388196,23.344825571973683,23.37493753131966,23.376270121754565
RPLP0,22.716836866850542,23.204197504992102,22.925393568196423,23.14179165384241,22.97118298280401,23.437810705513524,22.789591791720454,23.374598144274508,23.398348437584758,23.36649783894298
RPLP1,24.936088716106482,24.643131625503653,24.6043900311357,25.17435823058628,25.521768875937312,24.630812784384663,25.45671870567286,25.00689302825033,25.126817371385528,25.33887816305849
RPLP2,25.709546061992658,25.064228615890993,24.899261253781475,25.925491334013437,26.38097720482648,24.99469405346761,25.864948186497717,25.14864104697944,25.96496851087842,26.309006401538635
MRPL4,20.885946201767716,20.835513373513376,20.822763914366067,21.249874787872756,20.96291827345304,21.708569357860696,20.787578519134236,20.744805459643025,20.888302994859917,21.373218715163535
MRPL12,22.432401711917656,22.142994982569483,22.28582836250973,22.94643603218405,22.503291202150365,22.815768245169508,23.009326467164442,22.822973009971435,22.428570759516205,22.642182857101076
MRPL21,19.738288559130996,19.971538882056787,19.34175486853489,19.551677440107923,19.6848269574825,21.081377521489287,20.031985222353363,20.408787972254952,20.266711272912588,20.353007481526852
MRPL28,16.91251352002785,17.78106756323458,15.73046143925616,17.44980835715865,15.479170041326284,19.12062308619992,16.120579405191535,18.152619434285697,18.34103076244748,18.615966131379672
MRPL44,19.82568390965948,19.805341748363666,19.65453293375417,20.070131745789006,19.64056730205513,20.069001196625347,19.506395858909613,19.458066310505295,19.820306401033264,19.89982755307605
RBMXL1,24.269583414296605,24.191206913876265,23.98099249028179,24.47979997564088,24.113466777829682,23.84290857162768,23.86057719066104,23.85131550621861,23.991885419990815,23.926664400463146
RBMXL2,24.63543117148573,24.434146240564605,24.309183132277546,23.669632122916536,24.458135054303707,24.068943052638872,24.851096914728167,23.966589620894883,23.810754304501412,24.648154914322525
RNF114,24.447140676104176,24.628248461980316,23.51735189075301,23.4828600649516,24.122131527478313,24.267934606771803,24.4702406200056,23.966589620894883,23.644143369274367,24.07762592512937
RO60,20.192728305997036,20.185503820957074,20.4011680525262,19.978360835035645,20.149965308013936,20.093120709067186,20.379187101450636,19.995782985529576,20.37637462540656,19.518221580869223
HNRNPA0,24.219824694991942,24.241190433615753,23.747401072236677,24.33339683363834,24.088134447667723,24.6916423658768,24.291682482345195,24.40079949591847,24.414225338878076,23.998302805220437
HNRNPA1,22.829889022377685,23.137381244662297,22.64965301581605,22.134412491290014,22.533388008442184,21.475812654476904,22.553757694166663,21.082710639784203,22.390471297331274,23.026577610841045
HNRNPA2B1,26.245859303532615,26.559520428711878,26.14758156990186,26.56414370912478,25.987188470119825,26.5500025274865,26.59535372112117,26.50303925154827,26.56973117234542,26.615197520528415
HNRNPA3,23.495370238523147,24.27279192586068,23.79680652849452,24.478253245570574,23.107484738842906,24.975779000271274,23.592864986755657,24.688979334554773,24.747698258532527,23.80377317268199
HNRNPAB,24.249147311732145,24.56817795270618,24.19565166516803,24.69950154073021,24.042585166413517,25.19106458869824,24.29355337735181,24.31901108132488,24.646115824635668,25.128162836534518
POLR2E,19.70501003024985,19.846535130813635,19.342468294626567,19.73867741310102,19.62946772723334,20.512720084911173,19.54057322553704,20.03348939942196,19.48105798129354,19.91586348813577
POLR2C,19.229835478727928,19.91505987241527,19.072921348506725,19.690724016620397,18.871785680324933,19.432857309854057,19.414723893741197,19.828918229033636,19.16206509565903,20.233238289464737
RPE,20.31951912527895,20.450114578146042,20.04717171536515,20.308224391223167,20.729661131547484,20.64969453381614,21.00877691898074,21.144031981801096,20.967414848051728,20.904594287081423
RPN1,22.063410401912517,21.994720490102935,22.176372792060903,22.212624761687145,22.208580062523332,22.12192845486181,22.28596286250292,22.106041197896545,22.317784644316387,22.110141034415395
RPN2,22.079409093960784,22.622394753226445,22.57026624570534,22.471116848514843,22.711322193111705,22.608962317570395,22.22814001544734,22.670533185007784,22.37350544446189,22.534250039815625
RPRD1A,20.111278685865052,20.656396162354483,19.23665602658873,21.096213399590237,19.61686830996097,21.518933644935505,20.453248485354173,21.096694376282088,21.08553277380048,20.180930883356062
RPRD1B,20.797167285925013,21.342284762414444,20.552557401740636,21.416783265236667,20.76996123709533,22.204822244995466,21.139137085414134,21.47362164461762,21.188424294534293,21.208236958674004
RRP12,17.79012809126096,18.911605594478978,17.601827498335588,19.054887159080835,17.868513833179087,19.594116193436065,17.6230576906277,18.430822664895906,18.628958754930036,19.357448482478507
PDCD11,24.682316009197404,22.15964248791803,25.262298251589083,23.313184983552073,24.42552336668611,22.996634178310334,24.871043448201966,23.059683590834844,24.08888982432414,24.112320022968106
RRS1,19.206608738692868,19.146860340858588,18.480322793999587,19.78903847367928,18.69123188981851,21.19621322713276,20.015690166353096,20.70935872954798,19.349837178396108,20.314761238935834
RPS10P5,22.642705038754002,22.70041152552137,23.286996428601327,22.53846668295111,22.598536716011473,21.678223064326687,23.01340331456451,22.0157864606589,22.70481756011256,22.500445457904302
RPS10,24.02553024956665,24.97273047395765,24.11708827396206,24.787934149521696,23.782815645964106,26.216225455678384,23.844542579124116,24.50512929996435,24.99700898596248,24.87181720475031
RPS11,24.69554925506894,24.39158343538081,24.387572592209295,24.53309887366945,24.68810730259958,24.40821822452783,24.55564714336807,24.566410391075152,24.337028484573874,24.324133385893994
RPS12,25.52611913923125,25.908579515269064,26.2249388254361,25.799053719573966,25.72560808317528,25.55026676128107,25.87716680428539,25.720198297196916,25.858932455521774,26.13446889150352
RPS13,25.41127384557076,25.172179542271177,25.32884653122845,25.302090862023203,25.107397766967757,25.174971342351032,25.22926695491463,25.210448908611205,25.094987641706155,25.295246318271587
RPS14,24.551243095988106,24.61997020273317,24.80116039150123,24.746666485998574,24.4981846033236,24.830598727554158,24.52144602233859,24.714831618666175,24.59318858088352,24.779652326508447
RPS15A,25.51501948459535,25.78152702767372,26.178143274004736,26.05686413604624,25.732146963648606,25.42762102277838,25.830196734728588,25.65363407730219,25.785643010997727,26.021181707890634
RPS15,24.279289583487152,24.331592665862956,23.51355353167526,24.46302862867757,24.376269413058893,25.265201437438904,25.048569852420695,24.833206764035126,24.414686328834755,24.67399071006704
RPS16,24.98933189542919,24.929732747228208,24.99495887593466,24.58224725823496,25.05754161036355,24.624405011026322,24.704178243316747,24.671161422675738,24.63339557739922,24.861962405199307
RPS17,22.817208966100438,22.8722652683713,23.18101899462789,22.987103319740235,22.778250382557815,22.88036548370807,22.997398839156936,23.13088544594805,22.94866727619513,22.80605444429127
RPS18,21.61313635951461,21.761929380598513,21.725675597091637,21.635433513449215,21.794202155431698,21.677334486222783,21.784703057184736,21.551391880965696,21.544436757962302,21.563767418983566
RPS19,25.170819069017142,25.132465645629125,25.21547020725525,25.16814643513218,25.00384419530666,25.00182411298818,25.36032883193805,25.422969087116723,25.270304850086962,25.053620676145915
RPS20,25.9339041530053,26.00476702448973,26.285361469006567,26.017334348550108,26.257461326310043,25.56797960993702,25.194731086894542,25.423358288710453,26.099406307040937,25.738341177087015
RPS21,24.070090132084008,23.492463405105127,24.04160351137471,23.021030987878813,23.913072565480427,23.259047714951663,23.718979861436395,23.53802205373789,23.417219893285626,23.43395273657719
RPS23,25.885580307321213,26.079005534541515,25.572593896817498,25.390409164146103,26.002434294002697,25.751038683400957,25.81068133931081,26.137033294084915,25.4238563847006,25.991567924132866
RPS24,24.546726066456696,25.02511669907227,24.643629490929374,24.912194193595376,24.737264455819485,25.19148646295139,24.616235008902972,25.189412258469602,25.10121619917515,24.929231441782726
RPS25,26.75519663134966,26.75169462411004,26.631927476794615,26.679215375702853,26.84198946209209,26.755185979646413,27.047908086910333,26.744163222516576,27.031356907521094,26.802914669874127
RPS26P11,25.194106565319657,25.46267756204766,25.18873625256255,25.555000488974375,25.46194903721864,25.073621426376413,25.114429288729802,25.524683114788623,24.887991194261016,25.15251111111801
RPS26,25.254813467902682,25.449625460986603,25.200802138178776,25.288750464915957,25.440893312964327,24.997552372005575,25.260294513862547,25.300846267151407,24.81204833833457,25.184992603617484
RPS27A,21.40722546445671,21.529717632783278,20.874964434767744,23.61535733365225,21.846192818506243,23.08015773144863,21.677924422566758,22.840562358423917,22.854704750737362,21.571916456576318
RPS27L,24.11003167483815,24.53244335503321,24.445793570507426,24.872743374096565,24.7057473994914,24.33757108995154,24.27589725102107,24.59281785904713,24.776497064795848,25.042821072873192
RPS27,24.11003167483815,24.420168430705235,24.080298348466187,25.436883430601753,24.7057473994914,24.595279450019117,24.232939958471,24.602615588264978,25.158011360824844,25.042821072873192
RPS28,24.441424958577986,24.64091817342741,24.147159454511744,24.015928728798375,23.856432787195406,23.865260460570546,23.516417906262454,23.940798701920205,23.75585090312458,24.957837859394587
RPS29,24.47887057696644,24.414768972439724,24.91354301269636,25.067678234186303,24.382069916053716,24.631987918300077,24.494315992984557,24.442969780762283,24.70761375626275,24.25206059020093
RPS2,25.58281658799271,25.482809367859566,25.237026513874344,25.365907814296627,25.272747506920304,25.303757716991726,25.532629309017388,25.37337776338618,25.302505989713147,25.38319073410642
FAU,24.955348215643095,24.660288874707497,24.691613884229874,25.493263433938484,25.020713080502897,23.97325233643622,25.115046115764276,24.298087849130688,25.42378632270902,25.83533623324162
RPS3A,26.116503225903983,26.04710568061444,26.223235211944722,25.906476352176163,25.80768740234399,25.82403588397181,26.061666640111348,25.958684911877608,25.93760203746067,25.930411732717392
RPS3,25.337668608313095,25.45311944642017,25.43545793888503,25.280351899841932,25.320010461550883,25.3973770870016,25.21427868775305,25.47218613440703,25.47771206927466,25.398377555672578
RPS4X,23.333486683678423,23.62745129734065,23.644705565342996,23.760935314178575,23.370601911883437,23.821188834543566,23.222297955808102,23.7671995089707,23.693539469668245,23.439433603629197
RPS4Y1,25.57503604540203,25.409978490409653,25.80427866021983,25.357946989019545,25.45793321495031,25.140299619239556,24.97025875558621,25.20166688444813,25.493139483216872,24.96091416681102
RPS4Y2,25.48219493118478,25.409978490409653,25.541298585130498,25.1520620249098,25.45793321495031,25.05274652981061,25.335544350703188,25.20166688444813,25.394657901652824,25.09896484656778
RPS5,24.96136852446167,25.234726117087057,25.088128934828614,25.482794705733184,24.891870173890737,25.037862296003674,25.20719380913576,25.343887591990114,25.617259308171313,25.062846643412787
RPS6,22.42046298188096,22.734042967356704,22.07861757877554,22.804295944811564,23.364880788275208,22.95621678437454,22.392101431200686,22.656828627846213,22.35798069150502,21.927024623563323
RPS7,23.42732364693537,23.54377384439218,23.855540239400796,23.693718543516948,23.268028695656035,23.856694378931696,23.491057762817213,23.77642659287288,23.91933453315528,23.979294246679054
RPS8,24.782380631992357,25.16867345350331,24.880146052244513,24.57671050638189,25.033283654430164,25.106949697622696,24.496657232497622,24.66875828234576,24.706728164467705,25.418667312797396
RPS9,24.299129928299934,23.9251498755686,24.608215631885624,24.184702151233473,23.883614563692184,23.869073684712223,23.555038622713038,24.188105524951652,24.021415705181575,23.69772568901222
SNRPB,24.041461872566863,24.181756487361415,24.493248566351603,24.166555560253606,24.58301965954832,23.943503666492038,24.661265101306412,23.93801597148031,23.896269390124406,24.168441251968392
RPSA,25.16005443315768,25.658662092107235,25.281282555136404,25.22408172597904,24.989182493865826,25.476383097834592,25.43436503506783,25.55833024269767,25.405161410842794,25.37085940914906
RSU1,19.84721171331983,20.259952997266485,18.780093051696603,19.864394354463986,18.68594839579326,21.033866565971238,18.83551390542666,20.7954324104039,20.231003800862247,20.717118947250484
RTN4,24.655507838795472,24.488624947636243,24.33563739922205,24.519351667815727,24.242316429233856,24.654745038586597,24.80883587002333,24.67695394766495,24.429121692860768,24.856668058672035
SNRNP70,22.93764459769736,22.485568116821,22.8976850788563,22.799850739291486,22.623865737408952,22.59619244905556,23.20015144142794,22.227565205770404,22.32818613178451,22.599461650156968
SNRPC,21.93167938468881,21.98631236821236,20.748802617468733,20.883236477797894,21.88519553862037,21.959363100317496,21.750935268704957,21.54101283394639,21.558552808596648,22.106634954373746
SNRPA1,21.314300838250524,21.241016252506284,21.457792736274207,21.812643434905603,21.299516149081,21.646048720475527,21.112956372844792,21.479735003686223,20.918450290389135,21.376788294235645
SNRPB2,22.127162269623774,21.930992962874196,21.689458106955023,23.041627122717664,21.246780231234922,22.24206810556013,22.05135369091504,22.716962173347717,23.160040280942745,22.400160659450208
RUVBL1,23.281834500790296,23.33228277744636,23.154871818983118,23.317488635744017,23.29871971359917,23.25343462427785,23.36763462715993,23.3354890192235,23.269129299906353,23.2837117009905
RUVBL2,23.785248964312913,23.20756910520137,21.132271499918687,22.882880889632762,23.757439235181597,23.67103111289449,23.582463872310242,23.351509848185152,22.949883482832174,23.465782942529763
SNRPE,23.399128530589206,23.874174894725684,22.783233373517724,24.308925842231524,23.848325094150308,24.468679995574565,23.718130393752908,24.506127487470113,24.399139603940185,24.31185782581992
SNRPGP15,24.448855012684348,24.339472003753315,24.119830421438888,25.37461419979557,24.501094572435015,25.10192164081378,23.215185700910727,24.99339853290723,24.456849730318066,24.916486539462838
SNRPG,23.507225200612247,23.544726695731953,23.055262827704766,23.791635822133536,23.594258368331943,23.991246101108032,22.84269211048122,23.628131359504334,23.975006178004456,23.840232980952862
RXRB,23.341005212544577,23.412413668125918,22.676567927849632,23.791635822133536,23.373294858107865,24.59117816093913,22.84269211048122,23.628131359504334,23.975006178004456,23.840232980952862
S100A6,25.4451414955268,24.782880090067138,25.306304761798987,24.658627360404104,25.099968635535696,24.636638966772495,24.513886611947903,25.303407047189715,24.885445602784944,25.354045898257667
S100A10,25.448816929982797,25.74597445433428,24.480006572768126,26.12073903325884,25.75098386835925,25.984617391377295,25.272627703335605,25.823779745423067,25.930431586402776,26.194995540595578
S100A11,25.57661839658544,25.79374505342384,24.25884799536982,26.17511066157345,24.35153178022908,27.34669852627792,25.01555685231501,26.092308925629684,25.814206626480047,26.25256489428803
S100A16,20.914162202913772,20.230035781468295,20.884956903258637,20.51433086082036,20.61787709841017,20.87422402026875,20.270582685932155,21.058727044565348,19.772906281967714,20.667135348577723
SLC29A1,18.53140239407301,17.152533901237174,17.299575016109117,18.86243753066483,18.190096780745215,18.59313727507248,17.302984310040443,19.02760792459182,18.410322866287633,17.80287588211468
SLC35B2,22.666634390808003,21.759366878863545,21.591798207461373,22.542711926037686,21.695203594426268,21.964604323100172,21.02989160473414,22.690316914156064,22.028630520202153,23.079368909260573
SLC39A7,19.244478253864564,20.188405602532157,18.962942213115085,21.190427282113003,18.29102191507633,20.939510362925418,18.497366323055523,20.85773652339931,20.888611998903578,20.49315511852524
SEC61A1,20.610668919770283,21.38925052731355,19.537379123485042,21.805506624813376,20.968818845507272,22.2378156720085,20.409039809572718,22.187033910357854,21.590207312440917,21.56511574732256
SAE1,21.87050608283416,21.501727767486926,21.294527367718604,21.678250589295583,21.825846516566614,21.68769828936135,22.00003049908662,22.049051359372996,21.721292300428935,21.48873797531508
UBA2,22.142966360046344,22.628622717107866,22.16782747011002,22.396007033294524,22.286497454703802,22.95592491730608,22.33025687867014,22.84904148919061,22.467754664198765,22.556711123362295
AHCYL1,21.465908613688537,21.808122304974603,20.825495198052447,20.535858470440157,21.49894421946141,21.4374755191778,21.11121480895249,21.21374694186626,20.9088238599144,22.116768572086304
AHCY,24.388605202029694,24.36820839790317,24.33798349447669,23.86219279575625,24.283839431620187,23.874750907370654,24.37924963769954,24.46081584054403,23.861622716802096,24.260288195574898
SAMHD1,17.767034879611355,19.08760893522757,18.865561669710345,18.198334123905454,16.98982597928206,18.97257498420282,17.553504230625194,19.014019995847903,18.411111019551782,19.17992930255802
PSAP,19.84306162615975,19.621501366729337,19.22329825213727,19.786194361110702,20.76269465064596,20.48227839760309,20.159718656887907,19.862127745937457,19.874233563068103,21.141513438797023
SAR1A,21.920711173757574,23.03450442669954,22.20471053288216,23.221055038977465,22.436231783128036,23.47084964011243,22.14915803472942,22.915001325927438,22.93903258449268,23.018473409560237
SAR1B,21.369894988885775,21.433451870876333,21.1137490969703,21.85847142809745,21.24779514018705,21.530954152876117,20.563033596584486,21.421653394620538,21.408376220474324,21.579455481964857
SARG,20.86501667190482,21.081102021713313,20.54676782109776,20.644903623554896,21.230630476210465,20.943465781448566,21.263153110483167,20.845811583607187,20.848696023643377,20.192277575863987
SARNP,23.176248569513724,22.764758381534733,23.071004127742036,22.606085765240586,23.395353241984978,22.553449487328834,22.99749167692815,22.169624375503957,22.566100011667775,22.82739926925553
SBDS,21.95060148745985,22.530410548799374,22.124408274816147,22.18452777271969,21.696923289796317,22.229109207244193,22.36615575502401,21.98011745482749,21.89531367564479,22.61467596436082
SEC11A,21.058560538957686,21.128767656556608,20.791865626753832,21.263165713063813,21.254703767519043,21.529368823192353,20.638955671661364,21.197155122223624,21.50742388963995,21.13043926388011
SEC22B,21.271614074314222,22.492048681568885,22.241842966080075,21.813117116937768,21.486386640033395,22.135644590720677,21.68441739023978,22.18624910464636,21.934110931040127,22.126580255638086
SEC23A,22.655970793011768,22.878695523228366,22.764237739153973,22.745817312746922,21.812677206696513,22.61959812848459,22.475361169549352,22.785813122153755,22.75067865400817,22.709156480035922
SEC23B,22.56765433433196,22.431451439362753,22.54859134982844,23.329069299650428,22.020462131804578,22.522034089748878,23.174439155200766,23.168340755631668,22.52544327144967,22.34867221172764
SEC24C,19.336919257429578,18.58480960154052,18.911210960647026,18.803657190205268,18.976552259536,18.304717605297963,19.420947608440216,19.012455593360414,18.743872315560363,19.086523635973343
SEC31A,18.351292317863024,18.429816255867035,16.838917483940172,18.767096118894102,16.53159998434038,18.87462591672434,18.857395408789007,19.20996086249664,18.71368738248489,18.444191170458705
SEC61B,19.48054115466139,20.366653453220472,19.60662289050726,20.44498172632079,19.906319004872444,21.185498169891616,20.04281787745049,20.779439410225187,20.27250367310215,20.488637208742038
SCAF8,21.692414897640536,21.192340831832524,20.736693604943156,21.24076805257663,20.978186511859704,21.125034917017906,21.84543564640763,20.57932961382009,19.99400802989642,21.5119839964466
SCAMP3,23.017298629943415,21.917567795648555,23.319179254039106,22.631781568672345,22.94031508992625,22.316624370270986,22.537123434130866,22.070119631902998,22.210031017973982,22.35916816814847
SCFD1,18.92975899323092,19.150928145030772,18.024659185673553,19.441487380446397,19.05673348468318,19.092370295315952,19.446692623650982,19.09515869518329,19.04172434228591,19.780514053484527
SLC25A24,22.23485489812045,22.832455202968255,22.239213147827698,22.743173537755077,22.681888509638235,22.76846682958214,21.920733959162277,22.88015518098888,22.779739058659445,22.906385355113088
SCCPDH,18.73595090521248,18.711673799978247,17.629201152465196,19.463918306886697,18.240177881481543,18.91162342056684,18.6556917234615,19.58061051805332,19.437241327354428,20.09461300905331
SCRN1,22.19014882296934,22.375853041824413,22.303497570666767,22.535688352008744,22.76277048521179,22.345330500520234,22.380622599099464,22.393213364650826,22.668003608389007,22.46256277522912
SCYL2,26.352790300853954,26.696613616501196,26.004663925776917,26.895238558210096,26.990750237053348,26.79146484285656,26.00934552223149,26.71279109265646,26.875133114465505,26.709911082011736
SEC62,22.159894726826323,21.68562786934841,22.094552777559954,22.452840680813296,21.9376584998003,21.681529118296993,22.717781649856857,21.923184409369547,21.869495250628653,22.042169155062197
SEPTIN10,21.912495869792703,21.826207239991433,21.825111425186098,22.24739118108068,21.856654698402647,21.64966953288206,21.92975624286487,21.749863926669143,21.91886147754239,21.9833195412823
SEPTIN11,22.45893061647041,21.930205240699486,22.011689755725428,22.408701081628518,21.922530040370347,20.72881504497093,21.986067878343754,21.302563177085062,21.91886147754239,22.40714388479737
SEPTIN2,21.937646699276097,21.647608259964876,21.545944285896923,21.91157960998892,22.086062446119,22.605245852329304,21.609423763562774,21.999698140373983,22.139192183861574,21.819025836199017
SEPTIN6,22.45893061647041,21.82341156501934,22.011689755725428,22.17592060660498,21.956849987920705,21.189242288926494,21.986067878343754,21.302563177085062,21.873740600112868,22.244775690999386
SEPTIN7,22.443073520720045,22.416258061915773,22.41304475567896,22.702265307489107,22.610375937062884,22.44588580604301,22.683854594211574,22.306032507421815,22.582647700086817,22.73338533264924
SEPTIN8,21.37988517130801,21.930205240699486,21.974885551603702,22.408701081628518,22.218353789200165,20.72881504497093,21.923243069690088,21.302563177085062,21.873740600112868,22.244775690999386
SEPTIN9,23.72180563080967,23.73805333663946,23.485083823105487,23.729089274497024,24.104644359196584,23.393202076911642,23.754487670392272,23.53608773539648,23.505383644980366,23.853720343363257
PHGDH,24.209355587235184,24.06551436351056,24.18713778908985,23.752972872273617,24.11482532633056,23.926375726122927,24.265727317234536,23.785860341952088,23.878461876108457,24.11735854057432
PSAT1,21.317349695249632,21.97981104051161,21.95902645588992,21.077899191454513,21.332116396301323,21.445359590477402,21.471969731221755,21.506833977112077,21.12317296245276,20.875510537707143
