OMICS_ICL103_Mock_18hr_Protein_1_067,OMICS_ICL103_Mock_18hr_Protein_2_098,OMICS_ICL103_Mock_18hr_Protein_3_050,OMICS_ICL103_Mock_18hr_Protein_4_116,OMICS_ICL103_Mock_18hr_Protein_4_116.1,OMICS_ICL103_Mock_18hr_Protein_5_023,OMICS_ICL103_VN1203_18hr_Protein_1_111,OMICS_ICL103_VN1203_18hr_Protein_2_013,OMICS_ICL103_VN1203_18hr_Protein_3_038,OMICS_ICL103_VN1203_18hr_Protein_5_083
ATP1B4,21.14891278113601,22.75486694027578,22.42035532868926,22.876355473887866,19.549542546090144,19.954920124128602,22.863647395768147,23.11537849217979,22.622693906081505,16.844198916879915
ATP2A1,21.827960317200198,20.46771671960617,21.02431995813621,21.754634755765498,21.408226087883115,21.41219862518291,20.72761587000297,21.75073532514833,21.07381438907577,21.140779596991365
ATP2A2,23.82902819349039,23.66067127847665,23.5257348915199,23.68209636089171,23.669460540569226,23.742732320266732,23.803772252210344,23.639406842073345,23.51391562994295,23.722241237540594
ATP2A3,24.205352630247525,23.7358125382176,23.655082607922814,24.499342082114325,23.849544123064558,24.37104242337304,24.32592170909613,24.35064016235603,23.898838570296892,23.16922428147794
ATP5PB,20.871681286453672,21.37209973256978,21.236591774538482,21.199000188843044,21.982964022765724,20.273626059995575,20.73464140812728,20.914314796884398,21.279563444580315,21.871429848597238
ATAD3C,19.475172980570257,19.386048307307803,19.170477803842363,19.95312962711302,19.263498430136547,20.010950135923476,18.178695474469507,16.666546273606006,19.117949118291968,19.847743580491343
ATL3,20.185207633802012,19.86954464663758,19.809424973688543,19.12310325893421,20.37068664615876,19.00966170510884,18.89041712987072,19.433948616775467,20.086682606218083,19.722385267111136
ATOX1,24.223519206675327,24.011944492328897,24.863972437791407,24.16449698136367,23.37861319629059,23.092913000214033,24.55934100645466,24.232710937565066,24.635520997525724,23.229766702754652
ATP5F1E,24.23186838941369,24.898687489627584,24.44104938110205,24.975173585272582,24.431665278011238,24.50498298363744,24.875319113114802,23.74864522574518,24.039698127190487,24.38640318640908
ATP5PD,21.943059473773765,21.77193967125385,22.140425350679433,22.08930356770025,22.440504332089635,22.404992962334365,22.462408492487196,22.21035380466981,22.569276251303435,21.759459267599595
ATP5PF,20.298376356514563,20.512029935931523,20.27944602285983,20.122269776724497,20.91593055939331,19.855833340767845,19.379531799317714,19.306773867690822,20.070525857040884,20.665138575522533
ATP5MG,22.258943706896673,22.310434887939657,21.776776472795632,22.651024146044882,22.080679023245793,22.344138547001705,22.871381049144148,22.15594743749625,22.011143041750003,22.70658079486235
ATP5F1A,25.13237455987471,24.785072484810794,24.79676775140362,24.836165480832236,24.923254973309824,24.89650012074064,24.94238988174845,24.94950193566094,24.932023116170324,24.962294623721967
ATP5F1B,22.782393593782015,22.84046106313041,22.90343136787115,21.46601179638506,23.27718033021214,21.6933274603071,21.019313758304357,21.239487778364577,21.754524687443066,22.603220085288335
ATP5F1D,23.031376897944572,22.776543986946027,23.168954173195495,22.47853601987694,23.453842454005887,22.244392989724382,22.524107705427433,22.12959710968916,23.036068124189693,23.02348969091181
ATP5F1C,22.955990395855704,23.140980140997527,22.6258397167677,22.78959276822848,22.97397636396782,22.679392712210166,22.55357818804918,22.779385699819272,22.83497529380952,22.669104374039293
ATP5MF,22.86409526786384,22.528349922837407,22.508385774823232,22.193779436904013,22.59702340675468,22.52295524054049,22.31822748989801,22.558154002796286,22.677803294192323,23.008409548599154
ATP5PO,23.460080778804347,23.263913133255727,22.972456584531756,23.05941789442042,23.24230669247866,22.998716541382056,23.027502324845578,23.356619501475052,23.129519928893504,23.44127469566999
ATR,22.227568878301643,22.58214968410064,22.14821568593676,21.097045363376473,21.776506219657097,21.31827074327573,20.22454840723903,19.566019397652042,21.80923883816006,22.114914186193797
ATXN10,21.345286995148285,21.254178334582345,21.241575406827998,21.086663937939104,21.607731451885865,21.560196925672308,20.929173582953364,21.196172786801924,21.047110164034397,20.81743389041085
ANXA2P2,28.728507587398354,28.67870429964202,28.667046315949513,28.647390975255554,28.856358014669556,28.599724339929445,28.63095518502548,28.5089685422949,28.543861082462143,28.72580312561105
BCL2L1,19.977394425638018,20.537385864950235,20.681797603737728,20.052393995915587,20.72375176139648,20.68873361213841,20.247819464575443,19.760593113550478,19.42016945248962,20.0626106664169
B2M,22.47264428608979,21.68448898135537,22.03941052079773,21.867155661173996,22.28525569425894,21.865520507644092,22.23295321382404,21.628184123293522,22.142079083350183,21.536687890581863
BANF1,23.413542578415736,23.632455839173467,23.958886926282492,22.863758993881795,24.200655085737885,23.682574150912185,23.502143775517183,23.372956727377883,23.2426982071262,24.011404887290922
BAG2,20.23470958055419,20.241707882824407,19.85519910658907,19.313571256711306,20.884065533333654,19.97576735265787,19.795794678927344,19.222780150198645,20.04612614244098,19.397209181491455
BAG3,23.186863970921703,23.59753861865627,23.462248423883164,22.531554810889034,23.44374402428232,21.942078784422698,22.198924332223456,22.412846171692664,23.576536313559743,22.719087234366885
BCAP31,23.55218869546546,23.4600688038105,22.777871414147228,23.093908275157737,23.152982899398747,22.58502916181037,22.894636294186956,23.042412497369742,22.95034364905333,23.313160392137075
BCAT2,21.536631842749284,21.266655021829546,21.722332074173092,21.200157271348115,21.963962036827905,21.336983358147933,21.711485001881524,21.883398036453798,21.33548140387186,20.779099390187604
BCCIP,18.89753960742408,18.690312941619958,19.005759341483817,18.328898474943244,19.227092665354625,18.749091323837266,18.141571232535846,18.412457238438655,17.934583916835248,18.07198496183841
BCOR,19.654178885541956,19.08075942858153,19.661716196241994,18.141438264324066,19.501161343774665,17.601845328763666,17.836067641132487,18.96160787333451,20.136705652697554,19.316038150226287
GLB1,19.292647550790292,19.425527340163832,19.582831833577856,18.9392739439645,19.699763484299158,19.147575424735802,19.0952244135486,18.51465878094356,19.55610580144063,18.824116688036796
BID,19.507584380269666,19.62221733424455,19.565917674208887,19.294531898691865,19.812792432064505,19.550467159845425,19.183612964447025,19.036052584239542,19.761427215756584,19.42767657324628
BLVRA,21.918818919431743,21.834513745793465,21.640716802696677,21.576057897032484,21.820273165855475,21.333731140531405,21.310981869802422,21.5415502529751,21.91656596693307,21.66555289924924
BLMH,21.33904142854587,21.441052893973236,21.67267059656934,20.581919121049058,21.412739932766126,22.262182238608005,21.83320554144074,21.859954177973762,21.848199275741983,21.628991632981055
BPNT1,21.793587323157986,22.122307380811602,21.898060241880007,21.84684873243878,20.899384038761283,21.207587558902627,22.13004112146446,22.2578390969529,22.603369177126417,21.266034778049743
BRK1,20.501644129723015,20.159014500714697,20.359658031753035,19.87104315353902,20.584069763721768,19.878149113563158,19.256301161240074,19.201821729592197,20.209572290724612,20.307721981298155
BROX,15.299999449564352,17.40000184825698,17.574641115988584,15.542191776505252,17.683541040651363,15.295687082416332,15.30828482249395,14.477786846406241,16.357905362888683,15.639870874110208
BRIX1,21.827492879478566,21.536916167103996,21.48726323343289,21.258427365473583,21.971437320798238,20.850276471219445,21.21462160150363,21.685222455769605,21.65709987208224,21.02957180965323
BTF3L4,20.45953748884782,20.963754534742804,20.169082161993384,19.414594920610885,21.083519870385427,20.72300095253364,20.504853844092366,20.254332238392116,20.265832137738435,20.768231232082478
BTF3,23.4266627505769,23.37074118676045,23.629952850175442,23.598215507731865,23.848415579551823,23.36558996424056,23.620978735480033,22.711588047817635,23.468899114658907,23.22159226653035
BUB3,22.35282991735849,22.231299147964698,22.19673659280516,22.459854824441717,22.03447434303201,21.802399476509386,22.598904889279602,22.16382728031057,21.303534322930364,21.725306034013563
BZW1,21.092035297565833,21.065363931653227,20.527110205403645,20.25785818863106,20.565794347759592,20.48154024298055,20.479633207817244,20.44933975221038,20.856186915715604,20.731922960317412
BZW2,21.65768321924441,21.779830431775267,21.558328361364723,21.51153806251628,21.891256347788804,21.161494399205246,20.814349894148137,20.80010382515869,21.62675317555361,21.30693613979948
C1QBP,22.70697609783649,22.72714671145292,23.112748921783552,22.201430126287455,23.086488997941537,22.550163296375754,22.242415472612734,22.49879910005972,22.44531549933974,22.34958244283331
CAB39,20.17211895841993,20.157197382033317,19.758148831160685,19.651055402473517,19.623082229567796,19.886888842114523,19.541343928830443,19.628555943076783,18.602587118163825,19.544717569018935
SDF4,18.604742443291304,20.410901086521932,19.380714666422197,18.093335174433737,20.116698065937864,17.37144309752965,17.437146766763433,16.84783453712522,19.66310845860382,19.067087877907895
CDH1,22.19741444634355,21.64979540744879,22.265391305740025,22.47485671609069,22.336020478244528,22.594073510082158,22.065566955511915,21.563475227805906,21.63338638467249,21.68324859319553
CALB2,22.030473756209098,21.940848840340855,22.247846677998524,21.680924600038477,21.298089148399278,21.072710517873652,21.56089198589312,21.266113267218838,21.84519628137903,21.56846497776027
CALR,21.910977308240017,21.833158854106323,21.683536957487163,20.87561560156723,22.00235082010275,20.967113393714502,20.712980276800344,21.018450609690497,22.369885094619477,21.162743558948314
CALU,21.302211746917962,20.76806094553522,20.874946235738392,20.531281747245647,17.540325188145474,16.743149004603808,21.031607916879686,21.55462013842149,21.191068781131307,17.558018684292662
CANX,21.921813634019124,21.91801443573991,22.012810023106766,21.62321530494327,22.177545827799726,21.751585550810045,21.772352395050206,21.863596932873307,21.833182462913694,21.62157773389303
CAPN1,22.060943082715884,22.219563046785694,22.015649458794687,22.027826930745285,22.467001973590325,22.188525634200804,20.527216643437725,22.312589125005307,21.962482590999347,22.211075228733506
CAPN2,19.61298260250429,19.854249130246394,19.33331606787496,13.277707421258622,19.886204965475592,14.144685330934385,14.83900833573325,14.118186202731367,19.41789450345857,19.094774132846812
CAND1,21.993326997592682,21.361249202671793,21.45400590546236,21.54196996835186,21.588728193726908,21.865423727951374,21.56579518876944,21.224823903092016,21.48796580869389,22.2215087870837
CAND2,22.174281941128417,22.438475302237812,21.917031433707344,20.956702973542065,22.56045923914946,19.822347027922397,20.57718558274629,21.157688455694974,22.20855655659885,21.558682406922138
CAP1,22.25661261367616,23.38643930930706,22.952106016038023,21.780886847176554,23.513599383295052,22.16674272890897,21.92362898671591,21.06931811213294,22.567899495288867,22.932069888712753
CAPG,23.161053157945712,23.427491911193435,23.530061232457513,23.232124495864888,23.89498568282982,23.31468392713541,23.149557096142676,22.979289670967603,23.246741368910513,23.239232002811097
CAPRIN1,21.11147722637292,21.487959725514546,21.08131775095679,21.730191254163216,21.868451854837247,20.134622508011155,20.556702683336717,20.50621863294968,20.86710004733797,20.415919867179188
CAPZB,22.062835068174294,22.691147012196858,22.30782010035474,22.960760558569856,22.127450508599658,22.1210403448151,23.055855098421084,22.387802122002846,22.094035945488894,22.86750907052913
CAT,19.898755782990634,19.890907339813786,19.30548069257675,19.509732606052133,19.676467134223614,20.005057182897843,19.340059189304966,20.058681560608797,18.876328253806264,19.791692472987112
CTSB,23.220609934110893,22.911004042846596,23.008164235756624,23.18871726309677,23.102423160226003,23.39714798989668,23.23399335519248,23.269418443999164,22.942446235203562,22.687451145615853
CTSC,25.518819427051493,25.485675723614147,25.58797440231872,25.28128444025213,25.473546919159105,25.183452738657188,24.725755537237742,24.566765490400012,25.161349401869042,24.87761764958928
CTSD,24.692203838619704,24.571517080769645,24.706199542504457,24.838341109801156,24.415601200239124,25.003977554196016,24.597267460360023,24.713226668027946,24.478226541913347,23.67420438238016
CTSZ,22.18268444194887,22.31640442794069,22.268467813212645,22.084550726603858,21.675901816851937,21.291794682661408,22.316388499983663,21.76303158088849,22.128685997827972,21.663719426108276
CAV1,21.880985428259116,20.789450249209153,21.019654925872214,21.838332459676995,22.067593811530994,19.478463673417377,20.634042156550855,20.14286682207447,21.88900094885181,21.4579168459496
CAPZA1,24.872975866476423,24.999642769380884,25.312555631330405,24.917018022099562,25.09784484915251,25.012440603286155,25.14555675144738,24.76661180056018,24.925534915741345,25.192761839907323
CAPZA2,24.842950962488118,24.606125093649204,25.054171635335493,24.759037895132387,25.02407409498467,24.994281083989662,24.96688579591553,24.684782992131403,24.3916522102542,24.280482395414438
CBR1,22.433518360539615,22.853666925670346,22.64465867884962,23.381196361105648,21.782008912460192,23.325687300980398,23.522693634251226,23.955806241946913,23.127168900883202,22.021766792519927
CBR3,23.340070521605348,22.853666925670346,22.64465867884962,23.58023940535722,21.782008912460192,23.325687300980398,23.71948354955188,24.568890650968253,22.863365631945225,22.021766792519927
CBX1,23.29761317087948,23.030574534653894,23.046158879850537,23.571714479816073,23.382692761282215,23.632759279449147,23.499059718972983,23.63839544690985,23.507297741749845,23.357422317897793
CBX3,24.430244899969914,24.050548725225084,24.39340652405813,23.875510687834385,24.081576466986547,23.84274009517676,24.17415771657486,24.16852801708903,24.57034711917634,24.515821921437993
CBX5,25.461481671957266,24.830064833219055,25.21265861894478,24.91192261664096,25.227520397998347,25.337777450256823,25.519168146332397,25.639770996733766,25.165988731709106,25.20108155344032
CCDC47,20.716454885119084,20.630089049597537,19.98109034188793,19.765080795167925,20.649692018455404,19.708771412292762,19.592401495335906,19.749191507273444,20.371057625548143,20.192189819130824
CCDC6,20.632977344530197,20.357204804974153,20.013502587622177,19.882494913878702,20.286019401407273,19.903735041663644,19.88628421105419,20.226708526307682,20.386457766842817,20.068123113544402
CD151,23.570261480308446,23.755253749350516,23.395198736879152,23.04981718892138,23.759332714037527,22.22688094524468,22.572675649111513,22.91554850047424,23.341795836238813,22.08912524789808
ALCAM,22.43019004999144,22.32179547636781,22.71173977375999,22.142670638415787,22.644761222508897,22.292997607610225,21.97590556227025,22.354637644049788,22.24502452844395,21.983068087561804
CD2AP,22.296537142858657,22.00950448463908,21.899063526589536,21.854190593240602,22.24645224250345,22.521882532909597,22.057603288300992,22.09035009417821,21.370804307297576,22.365523210751096
CD59,23.537062440865796,23.557347965461517,23.264822428888603,23.06086927031552,23.04031484288548,23.418729772939827,23.237491913135116,23.159945355271624,23.578173138493497,23.71666827955176
CD9,22.816110103697408,23.19388108843043,23.70469452226103,23.031475863666167,23.75800316753836,23.39338241995361,23.011086413498052,22.324727728426076,22.286594402279093,22.29592255107339
CDC37,21.360584866609386,21.136857876289618,21.35136027498143,21.13971382192146,21.68532232089004,21.609091726667664,21.40738474990539,21.265333765690343,21.53578387827657,21.19908313431449
CDC42,22.839184546421986,23.079104263362247,23.2958700443672,22.518636829040418,23.318030440894997,22.856223580432363,22.04292500884222,22.49589794491378,22.44144861698159,22.427374366262327
CDC5L,23.551756116975586,22.781392497867003,23.355188439856676,22.814519070980978,23.034994503544524,22.550842843698632,22.961480039053328,23.235447872820263,23.821063265288657,21.407689948829024
CDC73,18.706032592307444,18.475575425969456,18.41265710139169,18.34971047966652,18.41011891445099,18.594787735080814,17.939306299875252,17.995910533454552,18.147345272585284,16.408521436786568
CDK1,22.003561183361757,22.485812974984192,22.95636541024106,22.4183015265826,22.818049149369536,22.21015250680142,21.509404747934457,21.603883381476926,22.029578635522583,21.018886975842136
CDV3,22.762638508772987,22.982703012652486,23.536928509059145,22.931201092169122,23.049971790224333,22.505566974033805,23.34264884108529,22.44738656923688,22.98438240838975,22.88029920187683
