OMICS_ICL103_Mock_18hr_Protein_1_067,OMICS_ICL103_Mock_18hr_Protein_2_098,OMICS_ICL103_Mock_18hr_Protein_3_050,OMICS_ICL103_Mock_18hr_Protein_4_116,OMICS_ICL103_Mock_18hr_Protein_4_116.1,OMICS_ICL103_Mock_18hr_Protein_5_023,OMICS_ICL103_VN1203_18hr_Protein_1_111,OMICS_ICL103_VN1203_18hr_Protein_2_013,OMICS_ICL103_VN1203_18hr_Protein_3_038,OMICS_ICL103_VN1203_18hr_Protein_5_083
CFL2,27.60656642494201,27.489575335860597,27.36080663854265,26.939602483746643,27.48324092371208,26.454656211229157,27.40066881129172,27.585395222486007,27.453761949695327,27.09197578277432
COMT,22.04604374743963,22.29043864149323,22.566828905878097,22.84750553351182,22.327665487176823,22.604155423543887,22.32625063907195,21.894351285039868,22.475278169301944,22.140294119346382
COPA,21.987587353454057,21.926756092012894,22.194794293752107,22.209888680720184,22.15780565459956,22.438718325033925,21.982254381033727,21.902972553889256,22.08373742287276,21.806449118935983
COPB1,22.299327668930523,22.294449003319237,22.00877454996555,22.01304371624603,22.301962814458598,22.376714068580704,21.957462141382265,22.299069841476445,21.90924763970976,22.030074332908526
ARCN1,21.543033718824592,21.870084448179057,21.7645662735967,21.695604955840047,21.618798067092555,21.42416781974553,21.32335343571173,21.372345616553602,21.740457402698752,21.40134297226381
COPE,20.743375122440547,20.353829327232955,20.938610030686412,20.51430451551411,21.153195122072447,20.410347675880214,20.552767851562123,20.455412608193328,20.46766590601677,20.019792739281183
COPG1,21.1742090911887,21.32881473504986,21.02293419122428,21.18724318983062,21.136190359120164,21.30221263588529,20.352661274205836,20.5241813545305,20.900449977549645,21.13145093680937
COPG2,22.53429329964188,22.159313336218876,22.589152470751316,21.870586104914473,22.98491754670865,22.355934793454967,21.817731648182818,21.692840061341165,22.03838475714147,22.416308604097125
COPZ1,21.453542628210887,21.21962557569695,21.58027134313177,21.46462776860008,21.651304753812152,22.054715010528422,20.721727134434435,21.584328845426892,21.203466628771025,21.37982205319762
CORO1B,21.55586254565379,20.714898679565298,21.07222147260017,21.423102958991795,20.892677349570683,21.471566558934832,21.412733173128945,21.56688228233842,21.51012344808641,20.70745306192952
CORO1C,23.65911749666479,23.66677549205518,23.50039665305988,23.460501341831897,23.63320458560257,23.351084803698335,23.730030348894513,23.70823885298763,23.775368213213866,23.369059578755156
CORO7,23.77512564056253,23.44012137222804,23.79276197183712,23.214356052853454,23.86048958327749,23.470461234464473,23.28972912962515,24.50182951319588,24.06706721925208,23.420803574283905
COTL1,26.025372506757286,25.745583475692776,25.728606355360213,25.809204906986622,25.769258248038355,24.90424255881186,26.264607886706173,25.838590381819305,26.20983707601512,25.723306614801515
MT-CO2,22.33922457373518,22.613784694364313,22.10639104658257,21.778200350374412,22.45172750027962,22.470983317753877,21.963216539615743,22.31801874574942,22.581161962637992,22.32245916893064
COX4I1,24.88832366009334,24.54551824036044,24.48371937586127,24.392442112202193,24.51901745409478,24.196213532935655,24.803954986358903,24.825720293338684,24.622480442355762,24.034646884530886
COX5A,21.262792437863236,21.009358493750746,20.845222591417063,20.97517910623109,20.698382935313017,20.581903233742615,20.71404112025791,20.258980385710807,20.75152326274702,21.021792808292126
COX6C,21.203684064984248,20.873536001976362,20.671354419555882,21.12507865647303,21.03981087655728,21.260940264745027,21.150297877229022,20.949382050052513,20.752792960331007,21.685021720644933
CYP51A1,18.87219101283347,19.032151722341034,18.98405822846439,17.77746646501609,19.086165291201965,17.505655943579107,17.46377104320022,16.19335755139194,18.153318840974,17.308266361649146
CPNE1,22.619302722771323,22.38624170627375,22.46763365943164,22.01584276238838,22.799367092759336,22.365555526955784,22.136293196646548,22.109684466017345,22.675336282744226,22.431291627190074
CPNE3,21.26089912039069,21.4430445103901,21.45587841184227,21.662924064702867,21.854586329500282,21.52713335653921,21.35308456587467,21.32964840935619,21.467969891111053,21.50589991719333
CAPNS1,23.32629185513283,23.36616665298802,23.041291549008108,22.743342268509572,23.49478102688465,23.25901866824543,22.807121578838945,22.952951255034453,23.15386737814525,23.189522559007074
CPSF2,17.8408112390604,18.257850882548787,17.740514801686246,17.02278577002605,18.272375995307943,17.164550269567993,16.20765756888026,16.429352221163747,17.669972644397024,17.76590823155152
CPSF3,18.968604163240684,19.63590442948443,19.06082491702944,20.35843582219895,19.863119166835556,20.812154918123607,20.147121177220853,19.80830761558241,22.586117192409365,21.91367505993299
NUDT21,20.864209337498714,21.02702325366682,20.954867072180782,20.30115931409125,20.90442096322183,20.733028496434308,20.366616411975784,20.230535012202846,20.842138853382618,20.718949828900683
CPSF6,22.10006550610931,21.91705771418524,22.443790639331933,21.57492835947358,22.378222007605004,21.63002402606006,21.588620757914374,22.372325766117378,22.05045265100052,21.59394314204542
CRIP2,21.800935847009598,21.786473515646534,22.25766874519285,21.414286676137927,22.30051106292318,21.744170869469507,21.447019196092562,21.600779591670268,21.810191663116022,21.461890205913
CRKL,22.00847956252742,22.116711717510345,22.9746499331991,21.779641945980018,21.783710155666977,21.80192276581868,22.189839437611134,22.73345089179793,22.543054888096133,22.243829843233257
CRK,19.50170225258148,19.909744583312317,20.06037846479748,18.969115687542114,20.345108489685657,19.330735707198492,19.006510808081025,19.26137081511847,20.51925920910027,18.793331963957815
CSDE1,21.91146164376019,21.66195816132981,21.39211612045112,21.97243453108836,21.388869273588842,21.337594285520577,22.418389421682473,21.56775872336111,21.78761034122306,22.185604437311813
CSNK2A1,21.45632438254048,21.04490633863916,21.19070137612283,21.279302915221518,21.673600394336948,21.838247348563776,21.137911894070527,21.026907981240907,21.227266038992653,21.101069533760363
CSNK2A2,20.57046147847214,20.608029989571293,20.434913542382724,19.77745720926659,20.13557011648483,20.46949728030141,19.345896396985818,19.621203410680927,20.571951325010236,20.26390547240509
CSNK2A3,21.507768962350532,21.090338423765917,21.114860776729284,21.279302915221518,21.651845024729674,21.432141896703122,21.137911894070527,21.026907981240907,21.23972337477491,21.64577663935158
CSNK2B,20.503100994637638,21.124899425411638,21.003873570160675,21.003501545700885,20.834619098336304,20.784439077825375,21.17041160212014,21.341862124883363,20.907137230501633,20.62590609117509
CASK,20.2190107158607,19.717729479400276,19.948499044222594,21.034724144349557,19.65897638378578,19.943256465503914,20.625274384266913,19.423356205521905,19.64245530564731,18.90961593480939
COPS2,19.33999215310851,19.91502438968151,20.013601574681644,19.569557420814185,20.303394204461505,19.865963842012633,18.62392162276564,18.583372885798443,18.975218198595922,19.064234002234144
COPS3,20.023209419523507,20.190371566795605,19.676484360000316,20.013911283637885,19.503662464964886,19.609624209282686,19.880573488298495,19.615993767336462,19.405697821341477,18.390047622392494
COPS4,21.338550807510668,20.529857718774444,21.079516975854588,21.031168699701208,21.095459529633487,21.39165753435475,21.101832110117602,20.567011128231556,20.935076642954474,21.526622390722732
COPS6,21.29769328419981,19.421789123922814,20.262288948209445,18.252732738823248,20.611698831206063,19.97305690162593,20.8183369141519,20.89469150803216,20.067219856864053,20.636317307080517
CSRP1,21.938162472831316,21.989365736911612,20.928021800068933,21.615837596511977,22.136316580599644,22.160854695062767,21.26566442673961,21.450387901088405,21.281038706387967,22.424262523168444
CSTF2,20.08319663579249,19.93756628435121,19.698679858259368,19.238091080298247,19.993050429560878,18.850338868251903,18.704958472136557,19.64941590924122,19.288226488022197,19.59709513074629
CSTF2T,19.476432334300522,19.270215796764546,19.076153460922175,18.571954117921777,19.292246674095047,18.131603544563077,17.32528432562722,19.05890260908928,18.309249498722913,18.84018483881277
CTNNBL1,21.378786662170093,21.1923625028788,20.87519366051612,19.26829288067743,21.634503650385575,18.958424309156864,20.047029177970057,18.753559773099177,20.702239485238433,21.207633427747353
CTBP1,21.870841768152847,21.62697557602126,21.743228420634154,21.256065835094645,21.898678438971952,20.678164847422774,21.326639615004304,21.14550487328779,22.01533046188858,21.357731561520538
CTBP2,21.48077497485372,21.62697557602126,21.16899138475234,20.956667107578358,21.898678438971952,20.304041613600923,19.792636221978967,20.701483638618505,21.928816431299914,22.02625269484454
CTNNA1,22.670142440902637,22.63798817689286,22.24173392831166,22.43509945900677,22.512091257928347,22.457563200137063,21.9199928945932,22.163578168604758,22.19742231553554,22.117679028995553
CTNNB1,22.004949318002602,20.713972222587678,21.225374750640583,21.396806379018678,21.43595190103003,21.846220538060663,20.920814936124735,21.070216756867723,20.85098959514595,20.604364370896864
CTNND1,23.639554727627072,23.263106122940698,23.448993503793297,23.284142571934282,23.514310877965038,23.08501956620824,22.89022526582734,23.09402062134494,22.784053128142396,23.026803803791047
CUL2,22.23876073206787,22.16574286646143,20.849603433667323,20.02880164114896,22.270609673789878,21.83856363140523,21.80979601210674,21.605176323007406,21.845320698235103,21.94142332881332
CUL4B,19.06021283563268,19.607442538476516,18.825539099761542,17.888493679319012,19.14842059494285,17.83667915910778,17.47932020290438,17.31495916629644,18.067235053253235,18.92006111396126
CUTA,20.66224551633314,20.472563712681072,20.67538052513195,20.224258225134424,20.76328012532926,20.690740499450264,20.521309428431014,20.72409437264715,21.030319782058676,20.34498643278765
CYC1,22.997491838010014,22.669463397506878,22.736631979586758,22.37856782761849,23.090779990860188,22.601228810669227,22.149686345896974,22.31780267119658,22.494469576416066,22.905119725223052
CYB5B,23.178277539948905,22.99393142610762,22.996224116308067,22.81179147871398,22.800940149617073,22.991299412371067,22.72014416646277,22.89123879396824,22.970484885984202,22.72317951918822
CYB5A,22.71099585246757,22.17839401582183,22.749443816637605,23.487346501643735,21.66319829888588,23.31446177366191,23.14508767052885,22.702859688759467,22.65246888064467,23.65231369836794
CACYBP,23.015357900873553,23.429086343389642,23.51877536368639,23.13203471127785,23.421506524585475,22.890843907601365,23.03772316372963,23.083340127496037,23.20150212666374,22.978720058364168
CYCS,23.72811365275306,23.654222503448153,23.833788643219705,23.06277468841854,23.86284599711189,22.988234947195156,23.161234999738372,23.46904374528648,23.82667542894945,23.85946186133571
CYFIP1,21.085693247644638,21.191724692764595,20.980307774358998,20.772322678518872,20.9742322100904,20.986821525214275,20.447899749798513,20.9059723343613,20.847734843140373,21.266778719585503
SPECC1,23.67801329474463,23.431972699757075,23.273971980840233,22.478443531993783,23.15235060335156,21.914813809304768,22.3875942237448,22.004873879575545,22.940799355596113,22.106269768205916
DAZAP1,21.592143382862655,21.352081606421393,21.07733727245587,21.331586137251065,21.777888901918303,21.78776074037093,21.638258617914165,21.593506151531077,21.428532375383796,20.88143650113758
DBNL,22.67054469112287,22.4079896816983,22.309028118866266,22.356343405717315,22.734274461444326,22.298207851876217,22.294750361128592,22.36623631570989,22.54903252817548,22.630858416623
DYNC1I2,20.9320872414614,20.86003291982263,21.094352126812183,21.026129865105222,20.850686928769107,20.54229693694557,21.006461072267196,20.349882656852852,21.321435966441445,20.2714086020361
DYNC1LI1,20.528812306667138,20.11343675898406,20.72898492779084,19.928944166404676,20.66605605743715,20.123496772017614,19.989680297034653,19.893088145981338,20.35976407666959,20.012928068028003
DYNC1LI2,20.460309152545634,20.040718539327216,20.409883256316203,19.78874552359119,20.906364743060685,20.123496772017614,19.765723194952283,19.806739053898145,20.886805741856502,19.95256546871653
DCUN1D1,21.18053646061024,20.921728150394802,21.35650925934172,21.124242378079742,21.558119151638678,21.34437559439464,21.356354357682328,21.063410345524776,21.623951652671394,21.07018326895845
DCTN1,23.048131274827906,21.899040707218436,22.686659340121494,21.61520188496898,22.80726624040993,22.088547806494276,22.99159145374408,22.32383053792315,23.361562552736196,21.999082535608608
DCTN2,21.192420812943283,21.23877314021307,20.897538075581615,20.861149674293813,21.071217185113397,21.323160383505332,21.177678366610092,21.2075156670262,20.393832887198652,20.332954966109845
DCTPP1,22.483351792802324,22.072684630297083,22.380565889631036,22.911754558280535,22.535558953338615,22.56196772036994,23.067095276998806,23.01266753915825,22.661201818757156,21.904542244274197
DDX19A,21.737685965441976,21.82471555790311,22.174470096152806,21.15918034224333,21.527750297629133,21.120424997788557,20.533686865696225,21.205520285811723,21.176955099319375,21.484503161677086
DDX19B,21.48056418024256,22.089557958171152,21.522196472757088,21.15918034224333,21.670175626493727,20.866946760419868,20.432725568152968,20.45849005288968,21.04948260416348,21.583426475756035
DDAH1,22.25922233352524,21.71587769383865,22.282940199990875,22.24204603102889,22.2434223932622,22.228498416675208,21.94676980389489,21.840504683464367,22.56420628854348,22.257461448412222
DDAH2,21.84549947032022,22.242084946691847,22.71713015616138,22.626666906208108,22.727933537141393,21.81068402606048,22.99531516424498,22.49909034505033,22.04077753352756,22.23617575885622
DDB1,21.451309267382882,21.949343059160814,21.624453097447915,21.628692813261296,21.844678142313903,21.612562929510947,21.537642592853814,21.042369577822903,20.709370525592742,20.77884176840668
DDRGK1,18.243734007716053,18.793174004752878,18.551942130781754,16.98488437486177,18.76535453092823,17.36822173306982,17.295828060485036,17.48947404094583,18.148144328291608,17.9785669769373
DDTL,23.514365687826178,23.918538286464603,24.06675318374144,23.807990946922985,23.031767926105736,23.058157070799872,24.566945555734613,23.602679285652698,24.08319805655175,22.783269623311746
DDX17,24.446748145418756,25.175137044071917,24.57398238049499,24.432972970983858,24.727549027854,24.461151897098464,24.290093971312537,24.044969690145795,24.161949876575093,23.923502110863282
DDX18,21.363651006768226,21.231108375087963,21.068876218653315,21.020162486086,21.38770761210487,20.968167379370854,20.72087579206501,20.878376725623227,20.996101052841272,21.22884752480185
DDX1,20.238083165959125,20.367198621764732,20.07445659580367,20.32165815230882,20.1042362758711,20.357021005364274,20.135348940487386,19.49257241783898,20.14283727210391,20.479447741609263
DDX21,22.862705676353155,22.684283387403887,22.939120890059797,22.932687322943856,23.442653186420483,23.303567067320813,22.860370968005796,22.87222321106136,22.735690190503863,22.377588605981067
DDX24,18.05148764984306,18.269581037394087,18.304798492298666,16.952794518767337,18.8530123741784,18.022296169103758,16.124552833216015,18.476327739043974,18.537392869726197,17.882198607151796
DDX27,20.420168665208923,20.463983737928757,21.419227601673622,20.014188309318286,20.495203812100705,20.251637897514797,19.989019229932083,20.378687916494,20.22085549474834,20.264035440387612
DDX3X,22.98107855047914,22.65948891155783,22.939071789096037,22.84546214219117,22.983030117071756,22.717174254306002,22.253110863796262,22.477622888863483,22.483443041853576,22.15314613591985
DDX3Y,22.497939664625534,22.254101910140655,22.390261836793847,22.397443451596224,22.397124053275316,22.425752854811705,21.926086252327377,22.13827565020391,21.973128199727793,21.697376661188663
DDX41,22.67631820312323,22.52026632832908,22.661734626462255,22.56812497955739,22.705692954437975,22.367393272106668,22.012164664692637,22.38453004833795,22.405068053410023,21.87580897328607
DDX46,22.407697440091404,22.142535720323544,22.219326027127583,22.488506710860953,22.283632013218583,22.369672059914116,22.08227007640081,21.89236081939704,21.633887467348707,21.834979811697067
DDX4,22.30782033457393,21.429267492868604,21.15783469781801,21.78324877257887,21.174495497869977,20.717914318567573,21.68905270440819,20.646918298766455,21.32588576221435,21.818228706250686
DDX5,22.595676749376388,23.282984714341854,23.2068826441354,22.476673410651586,22.671043362721633,23.43074170455012,22.761874295538103,23.268940814360676,23.00429987029987,22.707957485247245
DDX6,21.247609873463986,20.818439536488356,20.462406036748533,20.605478515703773,21.194982474337543,20.71400109942183,20.50488466367626,20.169425013686773,20.95852834819863,20.636732560140437
DECR1,21.213224155018302,21.14390088554709,21.44548953428199,21.58703582091364,21.750313312440042,22.241167304735445,21.95632385038325,21.47966259138029,21.411268846366752,21.7608871804952
DEK,22.958526663197546,23.08049274583228,22.19174473505665,22.861557765838338,22.912084417830783,22.572829748229015,22.75788023933628,23.309678239935874,22.75537952987511,22.895230932940713
DENR,20.108896721140738,19.757928556962213,19.141760426598037,19.984621208484157,19.987371776252303,20.229590686438392,20.347234118343273,20.308566091289258,19.95082492583221,20.063434372605627
DES,26.983195455324363,26.622658004736245,26.541045347615544,26.806425589082963,26.488771787015086,26.95447415438322,26.64282101761309,26.932065480937766,26.755771206432982,26.697978893265734
DSP,19.16877744138234,18.207505532858036,18.245656486674086,18.557468712855353,18.87104245825921,19.293015684597858,17.737543146709577,19.08533313161209,18.137069464785228,18.45630654723422
DSTN,22.12855358682082,22.27662663112216,22.11172687442364,21.810130460014797,21.88936858319319,21.0735739761865,22.08470219569782,22.316149085235757,22.35661742201233,22.563459587008722
HSD17B11,19.36748705046322,18.93038645931802,18.16579230857369,18.36713113210727,19.586165228917544,18.293287307362412,17.62545161229107,18.00771994718563,19.214479332615227,19.46565785786989
HSD17B12,22.9689620032791,22.802180907847248,23.02395637869264,22.309774637502457,23.221622583901386,22.777549342992614,22.449432781244184,22.748986168625855,22.876039264193224,23.00579394882517
HSD17B4,22.091017307527075,21.78860222102003,21.441128377721906,21.809817473190687,21.352384773977338,21.357535264029806,21.373286199595906,21.755697537547192,21.420397983055523,21.781066616440015
DHCR24,21.280236668975384,20.799468717048182,21.369839469265738,20.835821119646663,21.332113132667544,21.320577936581895,20.411900696393232,20.443754761962072,20.481678182379987,20.46794190932718
DHCR7,22.877518513892998,22.328772995937967,22.495583150845526,22.23377884049394,22.464024080376753,21.084718044890632,21.968999963107407,22.153484832289273,22.338515193991995,22.259946860618026
GLUD1,21.403897078773223,21.216578209407388,21.250526987868902,21.32015664021487,21.417236462558694,21.326095625912217,21.125507260642458,21.620260845120658,21.19086198483697,21.07817226281128
GLUD2,21.662422668367107,21.403287261570107,21.51008315917905,21.790793002168023,21.62953887374401,21.674543144826707,21.88289744561244,21.703920824407874,21.41160346211106,21.77283878082479
SORD,21.411843559753187,21.32354376334172,21.39459962539121,21.709575201807212,21.807956361089673,21.45939566836544,21.556013158650163,21.69584639360949,21.967448376752845,21.537856736749518
DHX15,22.21917567971833,22.414341521875514,22.04327614936732,22.549247872426484,22.26042592798709,22.73356274468643,22.029724377518825,22.323367069903547,21.98355632641341,22.263391838593257
DHX16,22.28407888383314,22.345916031495186,21.91163795342632,22.494544090286315,22.26042592798709,22.80635332217347,22.029724377518825,22.2978385160795,22.076167845017665,22.45305757411466
DHX36,17.597276740896795,18.599613940128542,18.264654870646925,16.650711371539217,18.498622655766034,17.288112589740653,16.81633816858164,17.12924435743518,17.902902836229917,17.772353103061818
DHX8,22.21917567971833,22.985819169111185,21.91163795342632,22.59165781382584,22.26042592798709,22.73356274468643,22.029724377518825,22.323367069903547,22.076167845017665,22.45305757411466
DHX9,24.500339805250213,24.001417863263892,23.653976281784654,24.197899307092136,24.07439270221675,24.32354379297234,24.26560495828319,24.10648487111221,23.652744289185154,23.890344341167754
DIAPH1,22.4895665860356,22.417438149382313,22.51055739054387,22.12823645102301,22.577232211908726,22.272274302745537,22.00321677078829,22.500328950951964,22.323768618849883,22.526781644026016
SLC25A10,21.718574842959793,21.643249659805573,21.58004698998299,21.987191704670835,21.226106828280162,22.27557989951798,21.890823928770043,21.395859032595187,21.329188467154843,21.515545607181306
DNAJB11,22.09024425743663,22.232615603894697,22.292776651293337,22.590181082605774,22.49259731896441,22.463295508837696,22.643729386641585,22.472770362511817,22.294644420126378,21.843330927723393
DNAJC17,18.00874199772796,17.58709648688817,17.86352863085185,17.151234199813306,18.032993104590165,18.05526420533875,17.14948033541999,16.892395114889474,17.621213207391932,17.097853100393014
DKC1,19.91275805439414,20.61023991049764,20.473787978582948,20.153177100780834,20.115559522611584,20.17051655132809,20.069978160766127,20.66666496710041,20.30296488047982,20.138993034187838
DLD,21.162243679781884,20.95352479576744,20.66743454952286,20.773036687749727,20.566016771238306,21.320033456953617,20.799014554771937,20.88249565837656,20.754963057980106,20.78620494239068
DYNLRB1,21.28972486039559,21.24805373806231,21.280149083560573,21.78789720134692,21.38154457343985,21.415791851350935,22.047688092651264,21.763484347757345,22.105227511816892,20.865784494207908
DMAP1,23.05371867943183,21.96650272679448,22.660257133939517,23.262111397962443,22.397173715712277,22.340493714286175,23.39309298414455,23.1739037091167,23.196841237786867,21.53055343507674
DNAJA1,22.280303160515736,22.913093363947418,22.581555438511216,21.91059200776718,23.133752412384055,21.92085114066434,22.09501417808076,21.991801525073633,22.769681252002563,22.56009140039921
DNAJA2,21.533249212899868,21.569069767378597,21.629269347952192,20.319834708349912,21.814724252462337,19.19355252862271,20.451120383594596,20.913077594563713,21.401096901358642,21.20982243124755
DNAJB1,21.497225390875442,21.049005717068148,21.146048218855515,21.611602392199533,21.154964617014706,20.585630557297108,20.604054757884136,20.943937129098405,21.24633051041025,20.903632823964507
DNAJC9,20.381883750457156,20.896689611097457,20.465085368392863,19.584986121500947,20.64296540452026,20.045240424832354,19.770670858299926,20.03565038783464,20.588827733062924,20.040339167529087
LIG1,20.81133228700668,20.246133110532774,21.374618384043423,20.581313939797564,19.63269956868867,20.06715291733109,20.392584300192482,20.926253927719593,20.836940767521224,19.628968410919192
DNPEP,19.10438192451081,19.032105953322855,19.536559853397655,19.124567071332947,19.03202335287076,18.85069731474755,18.834988595426886,19.140202509349418,19.198557837359814,18.90428622277848
DNPH1,22.728859892413563,23.425364944283878,23.665054328424304,24.246184566064127,23.04257378403868,23.156223986857697,24.078264479740376,23.911028413017405,23.7174558227722,22.970313764238654
DDT,23.672992892080153,23.40051569573014,23.917242944246198,23.56023434425744,23.206957838243266,23.311559948454132,24.468385967401325,23.614145272966034,23.98783263744837,22.972383159928157
APPL1,18.641438548828784,18.792765708952714,17.860856473386015,16.87029536191976,19.080262303694703,16.149126259430464,16.392206730328464,16.205649043981705,17.653009740050372,18.417954887943377
DPY30,20.35785069968972,20.211039485134982,19.980511063187738,19.704020306942517,19.437068369063883,19.569042881715426,19.07455184124267,18.268972391122652,19.538109881950223,19.58235921778487
CRMP1,21.692823012920336,21.803122980281312,21.601816737472276,21.96129301036062,21.587936053700943,22.404701002854296,22.334486472357415,21.603245383884605,21.137089347894015,21.61807411343998
DPYSL2,21.429067319485195,21.59987362879545,21.657991406140773,21.967731585749124,21.644944264191473,22.161609466070267,22.213250197132936,21.603245383884605,21.498295800823687,21.27080157218611
DPYSL3,21.497237079568237,20.5955214334983,21.03758069662361,21.799514728776117,21.458284539605874,19.528406571808667,20.950017020889494,20.724158740891944,20.999562553490854,21.696599881024298
DBN1,23.199657399562227,23.23688582308899,23.010923159346746,23.26073596987844,23.075901036066444,22.325361422595773,23.592336944313704,24.260020388694326,23.062971984925895,23.17105798228043
DRG1,20.915945977977604,20.88421512729888,21.356568533239994,19.011997615409005,21.525658808609435,21.089520105626566,20.50414054399749,21.02684047785248,20.10569199240221,21.054913104622322
DRG2,23.318703986711576,23.292690563135572,23.53768054596177,22.96845634672264,23.666645202927604,22.821124707958695,22.590436385100148,22.963604118703813,23.833358910522474,23.15405007059875
DSG2,21.17705460172096,21.534272684252148,21.232783205191755,21.23081684249262,21.426031790801193,21.542105753778007,21.205987836595348,20.950040022556497,20.535100939895884,20.5441202816788
ADAR,19.277591538892793,19.121292795341812,18.971710591711428,18.878302174412465,19.20728574657968,17.697382790828406,18.820604781944965,18.28143637303833,18.849343207449348,19.15035954036582
DUT,22.856571718029926,22.841961622434486,23.117873692183977,23.28299246499006,22.923454460495062,22.515232955253396,23.44904096779694,23.784680834431036,23.725337298993907,22.440894079248633
DDX39A,24.595453258110567,24.927970445710468,24.455584759998324,25.00056145114893,24.585879894815335,24.830662224985087,24.606575045957843,24.99343063496068,24.550627994737013,24.722455461374608
DDX39B,23.856609903943067,23.92406404570756,23.81684462547108,24.095288349466784,23.889482725574165,23.77929750945094,23.844872180730526,23.965794439276372,23.718950989480106,23.83384901590297
DYNC1H1,22.03607789722188,22.192634780484287,21.955001299388677,21.72823211030276,21.66704483167257,21.416961513265026,21.61096033137001,22.072349175663078,21.88657779390973,22.0367871430984
DNM2,18.25174750839422,18.04170851102297,17.388188960587122,17.65721091584589,18.572111043404917,18.333929929889557,17.655965436907856,17.38024068363842,17.430435841425066,18.32857070894511
DHFR,21.814067662375372,21.479708221524444,21.937377764628913,21.62866840338257,21.750954746906636,21.59464648224423,21.463270901915706,21.63999074811717,21.59709411512637,22.38089770642806
DST,19.96336447935813,19.647551405337396,20.130252921499352,19.866675933779586,20.020586180573645,20.07966616404478,19.126523740696257,19.215438164351944,18.946124216313883,19.798892743709196
EIF2AK2,21.199743002195763,20.69743697574826,21.23181620689204,21.503034686582414,21.038737963134423,21.527140784801183,20.83027912141692,20.73983114072922,20.30329197749685,20.97503266127618
EPB41L1,21.228053218704005,21.53249271390689,20.613152790363195,21.12695543329429,20.26053264563532,21.03410792612951,21.005193736897056,21.055560939276226,19.015376101209306,21.379175119886135
EPB41L2,23.331285069316223,23.3273941206553,23.27809635706495,23.268629739753898,23.161942560128146,23.196513130657493,23.22192682056835,23.12105916410625,23.151035325081864,22.919813434914293
EBNA1BP2,20.80077596269461,20.729643809260374,21.073190638285613,20.695971130474828,20.585165398010353,20.43846624468538,20.343115748852256,20.274660505584833,20.56339085993431,20.417590405454185
ECH1,21.159083082429404,21.187517364920012,21.1493171664902,20.89499496151536,21.33480294480427,21.28961145230634,20.974062254162188,21.3508070803787,21.225616808074918,21.295438722816876
HADHA,22.506114627208845,22.36398110235001,22.217300686077373,22.374195860850243,22.338338138906934,22.46963520077818,22.469156544736553,22.528825767621555,22.18510872079198,22.039975370445212
HADHB,22.77362756610301,22.791332462936616,22.44017244510362,22.69666573146268,22.8110556172919,22.759883090894128,23.095092360868506,22.940193988790952,22.45260333030798,22.48377761745775
ECHS1,20.35219248172194,20.82706562451048,20.648142265376844,20.52719371133032,20.270792285319665,21.011048452129085,20.599564662539073,20.157586755644928,20.27534149334024,20.33249946777876
ECI1,19.459046993121852,19.343203341164713,19.29709760814619,20.485656628629673,19.203213377886037,20.257107305131115,20.848383937243685,20.001383409844408,19.790301951345356,19.84131926171827
ECPAS,18.941756832622012,18.896821946929308,18.73790874023054,18.228229606495102,19.2567107244845,18.554667081554285,17.95714718383909,18.105855288111,18.42435791438088,19.094750509389716
EDC4,20.518462460352918,20.408617240584093,20.68775790944967,20.434910006405197,20.92313660379771,20.72707945824861,20.30783946829048,20.821993842081106,20.02896758212451,20.36204921143781
EDF1,18.54623192713637,17.924251166995383,18.75319111845648,17.485394049319076,18.361810446466357,16.617825703571427,18.104381967518833,18.235898064938837,17.81968495966255,18.584313092582434
EEF1A1,24.234814324274662,23.153448296197688,24.27407211154042,22.780110750628037,23.959189604963925,23.142712369929946,23.74201006552535,23.764945827710065,23.702745099798626,23.91896850132081
EEF1A2,25.288285642627905,25.59918320002539,25.646225432586036,25.19637749070826,26.000650863815242,25.008095347847934,25.4772616635854,25.19728176565318,25.703972682914547,25.487750769404762
EEF1A1P5,29.6140330675234,29.476601440854715,29.77932821481805,30.15619962853451,29.47528072672742,29.216226198723845,30.386898894389823,30.378116295903705,30.388783655891654,30.049880935064728
EEF1B2,25.76517047404804,26.105354425297445,26.00579887799416,25.77521453689802,26.184528993090186,26.20367486020548,25.95611187748854,26.18501519470751,26.0296879404783,25.81713137133818
EEF1D,22.28652618234468,22.924454967515324,22.837352122090937,23.494497261952922,23.612040989445656,23.608512426722697,23.63285760253426,23.455552598368165,22.60147176397141,23.16841421871083
EEF1G,24.587877311706702,24.514454880810465,24.59836113829662,24.284967212840044,24.908194586769053,24.39294917835878,24.491863023605312,24.48103356741238,24.634306522934907,24.606093266501123
EEF2,23.14890377578019,24.203234665000462,24.090988870257927,22.88383127545964,23.98433946816396,23.546626413901166,23.259206373882662,23.475547179898413,23.614522463370868,23.120492229055156
GFM1,21.51968822909449,21.32749004247858,21.27613229574399,21.0362058012084,21.514266363208574,21.48225987399476,20.657084545221878,21.102131166015752,20.859238669328867,20.73246798883319
EFHD2,21.65146786427781,21.648384962417655,22.141382325148065,20.35758405691763,21.888430549161196,18.697500867402905,20.72661089232224,20.06044162234687,21.883538408874024,21.583067059327742
TUFM,23.53102608318708,23.419319758315034,23.764874085796006,23.627854548453225,24.218819492670395,24.47913114888764,24.041545098269033,23.975091179942943,23.543618739686703,23.42555232381367
