OMICS_ICL103_NS1_18hr_Protein_1_066,OMICS_ICL103_NS1_18hr_Protein_2_082,OMICS_ICL103_NS1_18hr_Protein_2_082.1,OMICS_ICL103_NS1_18hr_Protein_3_102,OMICS_ICL103_NS1_18hr_Protein_4_090,OMICS_ICL103_NS1_18hr_Protein_5_016,OMICS_ICL103_VN1203_18hr_Protein_1_111,OMICS_ICL103_VN1203_18hr_Protein_2_013,OMICS_ICL103_VN1203_18hr_Protein_3_038,OMICS_ICL103_VN1203_18hr_Protein_5_083
CPSF3,19.786840794191626,20.520872550470813,18.744463528653903,19.083200643549922,19.23307791965815,19.295693672587113,20.147121177220853,19.80830761558241,22.586117192409365,21.91367505993299
NUDT21,21.241760646917164,21.33684667109844,20.734839065120592,21.214598282107687,20.804256539174034,21.221125989078473,20.366616411975784,20.230535012202846,20.842138853382618,20.718949828900683
CPSF6,22.04578416591466,22.312398143452057,22.006682401049016,22.508580065765408,22.135681660482277,22.350531308494094,21.588620757914374,22.372325766117378,22.05045265100052,21.59394314204542
CRIP2,21.6969559715984,21.787073615753343,21.511876211524488,21.281573804103125,21.025931199859674,21.865647791262845,21.447019196092562,21.600779591670268,21.810191663116022,21.461890205913
CRKL,22.068734354187097,21.80846093388229,20.92628480848083,21.90949413259647,21.662097220379074,21.800369559353474,22.189839437611134,22.73345089179793,22.543054888096133,22.243829843233257
CRK,20.064402086623847,18.48889233564557,19.419181478652856,18.739569664084147,18.878434017195378,19.63430063340075,19.006510808081025,19.26137081511847,20.51925920910027,18.793331963957815
CSDE1,21.398629994682743,21.31945428932744,21.137567774004204,21.677028644811056,20.821743006366752,21.137051874627062,22.418389421682473,21.56775872336111,21.78761034122306,22.185604437311813
CSNK2A1,21.5165489966402,21.886659318375756,21.102032929764512,21.35169902585303,21.275165086955006,21.535032564794843,21.137911894070527,21.026907981240907,21.227266038992653,21.101069533760363
CSNK2A2,20.704656442755972,20.84514139236903,20.308350832670296,20.114701534841142,19.99447425147278,20.323439657403,19.345896396985818,19.621203410680927,20.571951325010236,20.26390547240509
CSNK2A3,21.211037762081876,21.776230694762074,20.983187599062962,21.35169902585303,21.664112573249,21.535032564794843,21.137911894070527,21.026907981240907,21.23972337477491,21.64577663935158
CASK,19.407421724046518,19.452830695010423,19.589683990854372,19.817024528765455,20.941179085031724,19.98276480011142,20.625274384266913,19.423356205521905,19.64245530564731,18.90961593480939
COPS2,20.15833259209902,20.24680850741563,19.73452641111289,19.15940106449367,19.45519141531833,20.115091941545714,18.62392162276564,18.583372885798443,18.975218198595922,19.064234002234144
COPS4,21.081810003602037,21.193474251635642,21.18057137210861,21.44674021257217,21.521937060921243,20.991135719049826,21.101832110117602,20.567011128231556,20.935076642954474,21.526622390722732
COPS6,20.087714889021736,19.96809601935732,20.143565806815978,20.494259859247098,20.207091246284858,20.071146890243806,20.8183369141519,20.89469150803216,20.067219856864053,20.636317307080517
CSRP1,20.59802823689538,20.717142004023998,20.974715126041307,21.309078213894196,21.745492515206706,21.637968648853807,21.26566442673961,21.450387901088405,21.281038706387967,22.424262523168444
CSTF2,20.4862895026762,19.96505046203073,19.9446643936399,19.881448124827322,19.94614568178479,20.24908107368948,18.704958472136557,19.64941590924122,19.288226488022197,19.59709513074629
CSTF2T,19.87493465005206,19.713884348028987,19.20972495523712,19.12463623919401,19.32150578678394,19.63340252890228,17.32528432562722,19.05890260908928,18.309249498722913,18.84018483881277
CTNNBL1,21.00811261143065,22.216267145333404,21.117048697585133,21.936213040426058,20.557106472680736,21.280529183261283,20.047029177970057,18.753559773099177,20.702239485238433,21.207633427747353
CTBP2,21.72322553655784,22.382965100581956,21.14944654898357,23.081650739545083,21.491319822165842,21.553956630485324,19.792636221978967,20.701483638618505,21.928816431299914,22.02625269484454
CTNNA1,22.23301927794447,21.843287633415116,22.117139702440483,21.991648536433154,21.70726431269155,22.129806465545045,21.9199928945932,22.163578168604758,22.19742231553554,22.117679028995553
CTNNB1,20.698431694002974,21.474175452125802,21.23182190354926,20.686198402541102,20.90829877922756,20.983600658386244,20.920814936124735,21.070216756867723,20.85098959514595,20.604364370896864
CTNND1,23.295501397051567,23.17472412853718,23.199654391868762,23.297000257705278,23.072890482830488,23.130795885075386,22.89022526582734,23.09402062134494,22.784053128142396,23.026803803791047
CUL2,22.297753749599256,22.48124953776367,21.89076494290156,19.68088110514656,21.828703933449212,22.483524795451125,21.80979601210674,21.605176323007406,21.845320698235103,21.94142332881332
CUL4B,19.878623903678406,20.75023948308994,19.481116635293983,20.241142878997575,19.688548927155413,19.38823597428818,17.47932020290438,17.31495916629644,18.067235053253235,18.92006111396126
CUTA,20.806679226327596,21.14387493205684,20.617750805960064,20.42392494652872,20.278997233813527,20.94616519209775,20.521309428431014,20.72409437264715,21.030319782058676,20.34498643278765
COX7A2,19.265341422052938,21.108747033004576,23.165391925826864,23.22805423133239,23.549552713692332,22.549724830010092,23.56045260751294,23.128569361301246,23.008145799754253,22.77776329352565
CYC1,22.776190397523212,22.77220828573142,22.349290046941,21.91958764369949,22.454219175037483,22.768048545465575,22.149686345896974,22.31780267119658,22.494469576416066,22.905119725223052
CYB5B,22.691332487157407,22.99537567747187,22.99018586751483,22.802822129273363,22.215949222611897,22.653038265878372,22.72014416646277,22.89123879396824,22.970484885984202,22.72317951918822
CYB5A,21.710904565771298,21.60990010459395,22.8126053779269,23.334621282811156,23.08477418399844,21.69739425578568,23.14508767052885,22.702859688759467,22.65246888064467,23.65231369836794
CACYBP,22.891148213451878,23.273181638919688,23.326494275197803,22.76469743748919,23.386709525459956,23.50491055193179,23.03772316372963,23.083340127496037,23.20150212666374,22.978720058364168
CYCS,23.7529197317538,24.026412740847963,23.78889469023009,23.30292884917384,23.377758372107376,23.909108762756343,23.161234999738372,23.46904374528648,23.82667542894945,23.85946186133571
CYFIP1,21.84983703906273,21.811897916068524,21.418756232929717,21.30765929268964,21.10741969495116,20.965790501593,20.447899749798513,20.9059723343613,20.847734843140373,21.266778719585503
SPECC1,22.604853764851185,23.591416486348848,22.845986637431835,22.286854928916217,22.1294143982361,23.076689452013632,22.3875942237448,22.004873879575545,22.940799355596113,22.106269768205916
DAZAP1,21.05010442619884,21.743485948513698,21.47845147815521,21.709709651646186,21.771102125521985,21.48433673141222,21.638258617914165,21.593506151531077,21.428532375383796,20.88143650113758
DBNL,22.289082190569026,22.577553941857527,22.46515409681238,22.566769191041125,22.569515028752118,22.388903336016767,22.294750361128592,22.36623631570989,22.54903252817548,22.630858416623
DYNC1I2,20.916198383463282,20.888756440967615,20.552492028603133,20.357878839670907,20.51670346168628,21.02664146508687,21.006461072267196,20.349882656852852,21.321435966441445,20.2714086020361
DYNC1LI1,19.833197498593037,21.750808236919536,20.57497266854215,20.635433314647727,19.95935018030397,20.559313525716938,19.989680297034653,19.893088145981338,20.35976407666959,20.012928068028003
DYNC1LI2,19.84182972932381,20.642838066410953,20.094803240994246,20.338220346416716,20.38887394780622,20.33400300447028,19.765723194952283,19.806739053898145,20.886805741856502,19.95256546871653
DCUN1D1,21.293859928542744,21.37040487561188,21.549359624577882,21.202927408484584,21.235472718873453,21.64732953563719,21.356354357682328,21.063410345524776,21.623951652671394,21.07018326895845
DCTN1,21.285343266171445,22.674467677188332,22.636593647409704,22.4672935438433,21.969924810490554,21.78654026104778,22.99159145374408,22.32383053792315,23.361562552736196,21.999082535608608
DCTN2,20.249717490932,20.510381875116405,20.846213307605936,20.93184998577656,20.4163587924359,20.995982484657464,21.177678366610092,21.2075156670262,20.393832887198652,20.332954966109845
DCTPP1,22.593615805775553,22.16839987868057,22.255622025453945,22.428587738551045,21.974560745884233,22.086213020564653,23.067095276998806,23.01266753915825,22.661201818757156,21.904542244274197
DCXR,20.01648217784763,18.471645834803404,18.2959817136238,19.510424325831536,18.79797588885391,19.130029339292804,16.660869357076216,12.220887644469574,18.218384862993453,17.815873275954306
DDX19A,21.056743522690855,21.626931317516345,21.89073124285634,21.259590251537126,21.59511051884359,21.572882325243814,20.533686865696225,21.205520285811723,21.176955099319375,21.484503161677086
DDX19B,21.056743522690855,21.930673657872724,21.89073124285634,21.302329028297546,21.598153502810884,21.32167583726731,20.432725568152968,20.45849005288968,21.04948260416348,21.583426475756035
DDAH1,22.42329401169283,22.835221179312324,22.186650789003014,22.89677189146512,22.454563203460758,22.193837267123776,21.94676980389489,21.840504683464367,22.56420628854348,22.257461448412222
DDAH2,22.872608633048785,22.789541552068055,22.381221189755237,22.750564405677153,22.11739873111747,22.537875959539146,22.99531516424498,22.49909034505033,22.04077753352756,22.23617575885622
DDB1,21.795253446093156,21.4013069102347,20.924767869526857,21.38764376096472,21.676935390473226,21.437236190110063,21.537642592853814,21.042369577822903,20.709370525592742,20.77884176840668
DDRGK1,19.181305787856175,19.714927761615098,18.16054670660337,18.556988529619005,17.707893392890863,18.278317663596926,17.295828060485036,17.48947404094583,18.148144328291608,17.9785669769373
DDTL,23.522753596894333,24.14279382653398,23.522372684651522,24.131622980329855,23.725023159855645,23.808730616564155,24.566945555734613,23.602679285652698,24.08319805655175,22.783269623311746
DDX17,24.19440963292587,24.55559471554902,24.286968884668955,23.545398644523658,24.207456851958277,24.11098699552096,24.290093971312537,24.044969690145795,24.161949876575093,23.923502110863282
DDX18,21.47569753108643,21.34052825875891,21.39920560742636,21.324100439506275,20.980613110178023,21.209654670079697,20.72087579206501,20.878376725623227,20.996101052841272,21.22884752480185
DDX1,20.462029111824926,19.835180214126822,20.053439913800393,20.52000373032627,20.309671867555227,20.73019989446071,20.135348940487386,19.49257241783898,20.14283727210391,20.479447741609263
DDX21,23.12207228620994,22.765196489740923,22.48993163992271,23.01674364051528,22.6538392024654,22.71629145939371,22.860370968005796,22.87222321106136,22.735690190503863,22.377588605981067
DDX24,18.588212654057937,18.312662808246476,18.664523181956998,17.713741621128055,18.528195650679322,18.88177152150793,16.124552833216015,18.476327739043974,18.537392869726197,17.882198607151796
DDX27,21.209676078528194,20.499960887912323,20.366650491924688,20.025132859786805,19.495651663082192,20.540335839715386,19.989019229932083,20.378687916494,20.22085549474834,20.264035440387612
DDX3X,22.634798098378152,22.627663004052263,22.641584537041673,22.525762508555847,22.12008256098955,22.025008635852075,22.253110863796262,22.477622888863483,22.483443041853576,22.15314613591985
DDX3Y,21.880128140843652,21.705814275002965,22.12791398395995,22.049523454898548,21.837013767835792,21.61239022390944,21.926086252327377,22.13827565020391,21.973128199727793,21.697376661188663
DDX41,22.63909571252175,22.538289059165447,22.419668476677348,22.249536795022333,21.92337178378738,21.816299424276608,22.012164664692637,22.38453004833795,22.405068053410023,21.87580897328607
DDX46,21.68202175712997,21.753988724047662,21.696166461613792,22.131663570838455,21.78946815860027,21.818874297739956,22.08227007640081,21.89236081939704,21.633887467348707,21.834979811697067
DDX4,20.473272973024656,20.618111283452937,20.926701680389364,21.46567894116469,21.082146770367842,20.62073215199086,21.68905270440819,20.646918298766455,21.32588576221435,21.818228706250686
DDX5,22.025423011829144,22.675713122426572,22.337847541968777,22.139830859958565,22.022896095615913,22.386035527321788,22.761874295538103,23.268940814360676,23.00429987029987,22.707957485247245
DDX6,20.95317366128588,21.173162035759695,20.638783212700677,20.74579350144471,20.636562759276632,20.98656628755591,20.50488466367626,20.169425013686773,20.95852834819863,20.636732560140437
DECR1,20.614818312297057,21.258185521968194,21.223294340167932,21.991210625450634,21.411196337559986,21.500673755024984,21.95632385038325,21.47966259138029,21.411268846366752,21.7608871804952
DEK,22.422407907022702,22.555096155192196,22.82881551946216,23.042441183524232,22.896666001265423,22.779452784784134,22.75788023933628,23.309678239935874,22.75537952987511,22.895230932940713
DENR,19.602079386127485,20.330607767092705,20.267526951327184,20.29920663643822,20.36265206205503,19.449851218438035,20.347234118343273,20.308566091289258,19.95082492583221,20.063434372605627
DES,26.90462044280725,26.760542718198298,26.529963411678498,26.52763344404501,26.660210776015337,26.955887145621507,26.64282101761309,26.932065480937766,26.755771206432982,26.697978893265734
DSP,18.033405488324327,18.621308737804966,18.34346967217877,18.803565683118812,18.771470837108005,18.595278132834412,17.737543146709577,19.08533313161209,18.137069464785228,18.45630654723422
DSTN,22.372126330036604,22.12579035412503,22.213999825319593,22.40276736160609,22.265468079320765,21.885818985151527,22.08470219569782,22.316149085235757,22.35661742201233,22.563459587008722
HSD17B11,19.295238067770846,19.9323312523993,19.486682851512775,18.90214445693879,18.87346847544952,19.16084314222223,17.62545161229107,18.00771994718563,19.214479332615227,19.46565785786989
HSD17B12,23.200335911588546,23.465537958719537,23.26523013990827,22.674625585379474,22.594365284667738,23.071532858975996,22.449432781244184,22.748986168625855,22.876039264193224,23.00579394882517
HSD17B4,20.86240077924387,21.27492673053664,21.54697693612705,21.351196654147127,21.673948254281264,22.004097333495583,21.373286199595906,21.755697537547192,21.420397983055523,21.781066616440015
DHCR24,21.480398261806194,21.581370055870618,20.550859039673455,19.90748251851496,19.80167821312964,20.550292930428768,20.411900696393232,20.443754761962072,20.481678182379987,20.46794190932718
DHCR7,22.57303712195726,22.492944211391894,22.590582596584717,22.115722146248157,22.19899959364284,22.440878152507107,21.968999963107407,22.153484832289273,22.338515193991995,22.259946860618026
GLUD1,21.003659116625073,21.10282925060268,21.159462103681804,20.995895211553346,21.086963800022296,21.54588156940115,21.125507260642458,21.620260845120658,21.19086198483697,21.07817226281128
GLUD2,21.264360652021125,21.287560155964997,21.398666748106756,21.287697543696474,21.35294823079456,21.560151072140773,21.88289744561244,21.703920824407874,21.41160346211106,21.77283878082479
SORD,21.426791622473868,22.008397644601224,21.845757291430495,21.890370114585245,22.030032637314424,22.0172061256337,21.556013158650163,21.69584639360949,21.967448376752845,21.537856736749518
DHX15,22.885650384182817,22.481005480061043,22.663719743668466,22.19472399977263,22.72473884273558,22.34604100097081,22.029724377518825,22.323367069903547,21.98355632641341,22.263391838593257
DHX16,22.885650384182817,22.524751307098292,22.189091319471984,22.19472399977263,22.463826476479237,22.290186841057313,22.029724377518825,22.2978385160795,22.076167845017665,22.45305757411466
DHX36,19.706216378811376,20.212937153835643,18.18082166019636,16.995526498017718,17.71114478623282,17.49176643972499,16.81633816858164,17.12924435743518,17.902902836229917,17.772353103061818
DHX8,22.885650384182817,22.481005480061043,22.615659504655476,22.19472399977263,22.463826476479237,22.290186841057313,22.029724377518825,22.323367069903547,22.076167845017665,22.45305757411466
DHX9,23.9408915887512,23.659967047032385,24.248826511689895,23.862202240292994,23.880259272572623,23.950619771396383,24.26560495828319,24.10648487111221,23.652744289185154,23.890344341167754
DIAPH1,22.642794693191235,23.025666661495343,22.535239970909707,22.357518699643062,22.38325564414056,22.342310210617534,22.00321677078829,22.500328950951964,22.323768618849883,22.526781644026016
SLC25A10,21.21974702721548,21.65369533049309,21.657811064982017,21.542190347802674,21.620262925490415,21.66126585216842,21.890823928770043,21.395859032595187,21.329188467154843,21.515545607181306
DNAJB11,22.34016672862215,22.259838855305894,22.41335865470155,22.508470494047355,23.40419051799193,22.657122054928486,22.643729386641585,22.472770362511817,22.294644420126378,21.843330927723393
DKC1,20.016083240893053,20.26591628061476,20.527258552245364,20.30665653657397,19.957958616004017,20.36681593867455,20.069978160766127,20.66666496710041,20.30296488047982,20.138993034187838
DLD,20.431316345322696,21.190451943616015,20.960519673750184,21.287035048316802,20.977222084542873,21.0107810637718,20.799014554771937,20.88249565837656,20.754963057980106,20.78620494239068
DYNLRB1,21.437620687683307,21.78929201671157,21.5835121644188,21.806619493790166,21.185976387920057,21.510048390718783,22.047688092651264,21.763484347757345,22.105227511816892,20.865784494207908
DMAP1,22.546189988732607,22.564817365741575,22.391865264316102,23.205808468944383,22.306736749089303,21.978773914752487,23.39309298414455,23.1739037091167,23.196841237786867,21.53055343507674
DNAJA1,22.72011739964629,22.81939234002845,22.766522681042133,22.090207940837374,22.158533826661014,23.052205394058298,22.09501417808076,21.991801525073633,22.769681252002563,22.56009140039921
DNAJA2,22.209907870530564,22.66576839668217,21.6441573621939,21.248383571554648,21.188254207812818,22.027056767585826,20.451120383594596,20.913077594563713,21.401096901358642,21.20982243124755
DNAJA3,16.32635560349739,13.11347332959724,16.270869575645385,16.337912204301556,15.61787239716654,15.801198769459976,18.36017207159456,18.602837750495514,18.702351380358653,18.887501897920007
DNAJB1,20.90741179769836,21.30665598918177,21.395311643696324,21.432118475870283,21.686275454080317,21.54412278803604,20.604054757884136,20.943937129098405,21.24633051041025,20.903632823964507
DNAJC9,19.7457636395124,20.67378909507132,21.098424449022186,19.458346296527544,19.88626979357017,20.556904206247655,19.770670858299926,20.03565038783464,20.588827733062924,20.040339167529087
DNPEP,19.330291377657595,18.92699617932651,18.926969878356267,18.702880087306173,19.37107085572739,18.55093785808584,18.834988595426886,19.140202509349418,19.198557837359814,18.90428622277848
DNPH1,22.83696044483425,23.38758545884135,23.376926829768706,23.666278179413318,23.83530765313181,23.486951632740272,24.078264479740376,23.911028413017405,23.7174558227722,22.970313764238654
DDT,23.589195443558147,24.197304649984968,23.574129452513098,23.93106232965446,23.34837654432711,23.695787046420296,24.468385967401325,23.614145272966034,23.98783263744837,22.972383159928157
DPY30,19.826862324711566,19.225154700684,19.085646943281706,17.59765352264901,18.808647979617948,20.278410560378433,19.07455184124267,18.268972391122652,19.538109881950223,19.58235921778487
DPYSL2,21.953580752518846,21.828727879081868,20.959585128565642,21.670485627625876,21.34284314559227,21.608555972599824,22.213250197132936,21.603245383884605,21.498295800823687,21.27080157218611
DBN1,23.128865329889717,23.28095240988512,22.80063552849803,23.00178963045547,23.34480005125097,23.35124263893395,23.592336944313704,24.260020388694326,23.062971984925895,23.17105798228043
DRG1,21.305374570020987,20.922970075418036,21.02255334956274,20.94092854050784,20.847506854784264,21.41974436542452,20.50414054399749,21.02684047785248,20.10569199240221,21.054913104622322
DSG2,21.206622416682166,20.882471800338536,20.841185173051006,21.134715086127777,20.75412678134564,20.896287215158225,21.205987836595348,20.950040022556497,20.535100939895884,20.5441202816788
ADAR,19.02376921749174,18.749461672900082,19.09498283556684,18.562153492015693,18.856315303662022,18.243804011482347,18.820604781944965,18.28143637303833,18.849343207449348,19.15035954036582
DUT,22.60391950345142,22.981130895236557,23.106660955079693,23.112768337609726,23.338059229988623,23.0458420432854,23.44904096779694,23.784680834431036,23.725337298993907,22.440894079248633
DDX39A,24.529962604276747,24.603315676930475,25.079064721551163,24.786418548876778,25.114327394972698,24.91154449331182,24.606575045957843,24.99343063496068,24.550627994737013,24.722455461374608
DDX39B,24.13467144234145,23.98503574784666,24.188560154010258,23.896600219039783,24.275565859897092,24.128532008179057,23.844872180730526,23.965794439276372,23.718950989480106,23.83384901590297
DYNC1H1,21.957457759896435,21.789929029123098,22.12675754219426,21.695732037363648,21.67694375354064,22.138936453777784,21.61096033137001,22.072349175663078,21.88657779390973,22.0367871430984
DYNLT1,19.84025997335155,21.688234720297658,20.022798307895634,20.185766004122982,19.77572771519717,19.71341815981314,19.335394947388806,20.077955693772264,20.39670316612024,20.220973175139314
DNM2,18.429163049377227,18.817584039135312,18.45393546756508,18.64515216430027,18.192891588162666,17.81822165206338,17.655965436907856,17.38024068363842,17.430435841425066,18.32857070894511
DHFR,21.71364097287031,22.168544269954257,22.298095594109604,21.354341284013838,21.0019482074865,21.79723724108962,21.463270901915706,21.63999074811717,21.59709411512637,22.38089770642806
EIF2AK2,22.256540877830435,21.765068695421753,21.040926480020378,21.5884544046445,21.032769883051333,21.10550554771137,20.83027912141692,20.73983114072922,20.30329197749685,20.97503266127618
EPB41L1,21.289009922871998,21.715055382160376,21.10227196685361,21.0693659656811,20.954421821088836,20.73330492980639,21.005193736897056,21.055560939276226,19.015376101209306,21.379175119886135
EPB41L2,23.339262761999933,23.07375299601518,23.0721989723959,22.90127502920948,23.02278225867148,23.125447610369392,23.22192682056835,23.12105916410625,23.151035325081864,22.919813434914293
EBNA1BP2,20.834930251147185,20.729379387262647,20.74127949121729,20.63522739865546,20.31056166084442,20.481203510266837,20.343115748852256,20.274660505584833,20.56339085993431,20.417590405454185
ECH1,20.95389102555373,20.827041483441413,21.28487687334669,21.123386070962233,21.02413742610672,21.24157744243402,20.974062254162188,21.3508070803787,21.225616808074918,21.295438722816876
HADHA,22.3801421653089,22.245713967837823,22.341560669018726,22.44320939751799,22.27572572928891,22.336939556760683,22.469156544736553,22.528825767621555,22.18510872079198,22.039975370445212
HADHB,22.450786343869915,22.62362009855896,22.451162588534824,23.095099542488903,22.615929273177038,22.53421593033418,23.095092360868506,22.940193988790952,22.45260333030798,22.48377761745775
ECHS1,20.058229922182115,20.241092805082637,19.87938595593438,20.652546066690455,20.20163787779282,20.322948939269338,20.599564662539073,20.157586755644928,20.27534149334024,20.33249946777876
ECI1,19.813831350764723,19.882157536543843,19.93964728389766,20.29205282266254,19.9922061846044,19.98419493151195,20.848383937243685,20.001383409844408,19.790301951345356,19.84131926171827
ECPAS,19.363533129510017,20.162293433495716,19.03728435525899,18.864707402917844,18.71189811238117,19.02044512723756,17.95714718383909,18.105855288111,18.42435791438088,19.094750509389716
EDC4,20.098996846951742,20.0614642993907,20.358884388493276,20.465145063868597,20.369439363253115,20.648312794147603,20.30783946829048,20.821993842081106,20.02896758212451,20.36204921143781
EDF1,18.065036365178067,18.075944123139987,18.41715854181538,17.618126876506945,17.861140708008982,17.45286313598283,18.104381967518833,18.235898064938837,17.81968495966255,18.584313092582434
EEF1A1,24.57238769958554,25.406461280399906,24.596932604231675,24.330859200800894,24.30093753973736,24.983669825614253,23.74201006552535,23.764945827710065,23.702745099798626,23.91896850132081
EEF1A2,25.73494528936965,25.876216597673494,25.64519138421354,25.679777194227345,25.63102264178729,25.729791052135372,25.4772616635854,25.19728176565318,25.703972682914547,25.487750769404762
EEF1A1P5,29.910184649738046,30.052963703318586,29.971344845396498,30.34436271562519,30.34640877961327,29.645050703543554,30.386898894389823,30.378116295903705,30.388783655891654,30.049880935064728
EEF1B2,26.054552790448213,26.12773361899162,25.0955742344296,26.37912526237537,25.995914670028107,26.255387294846326,25.95611187748854,26.18501519470751,26.0296879404783,25.81713137133818
EEF1D,22.896972516012028,22.98010740632232,22.91344200925034,23.69823248962119,23.692801005333692,23.357517640326574,23.63285760253426,23.455552598368165,22.60147176397141,23.16841421871083
EEF1G,24.918893077096886,24.71165006821434,24.698471002600904,24.254267220172245,24.575165992697496,24.720210774993102,24.491863023605312,24.48103356741238,24.634306522934907,24.606093266501123
EEF2,23.266521989305673,23.56588302837951,23.336696436608708,23.186137918501657,23.29459613186444,23.49552272660395,23.259206373882662,23.475547179898413,23.614522463370868,23.120492229055156
GFM1,21.113015025509114,21.34767386922069,21.240181119474467,21.162277933400993,21.055274579534906,21.36927351091938,20.657084545221878,21.102131166015752,20.859238669328867,20.73246798883319
EFHD2,21.589979332112772,21.246830360939377,21.696445237570362,21.002605868555204,21.074863007577772,20.806850127184177,20.72661089232224,20.06044162234687,21.883538408874024,21.583067059327742
TUFM,24.213833580652206,23.686791909694616,23.324300632904453,24.4551054673717,23.96795719113128,23.90499659746402,24.041545098269033,23.975091179942943,23.543618739686703,23.42555232381367
EHD1,21.54723234311421,21.95576890796583,21.701618136821644,21.322069303430865,21.224362452192473,21.705333962879337,21.277539676238206,21.05019236232545,21.76589163229937,21.151508586732973
EHD2,20.509000431828284,21.56444280726587,19.098448979718142,19.067833260920093,19.882453661497923,19.86654471298644,15.306234100865552,14.634480763476706,17.958165040815533,19.126953816534364
EHD3,20.898403887913243,21.55152891132333,21.0724261382785,20.843996554345715,20.85121438491527,21.9461612347062,20.961398785493646,20.732481201486962,20.993615799950675,20.864111438722393
EHD4,21.119381684260247,21.83547840300102,21.052322805458665,21.290626365606812,21.494610304605366,21.485553932672836,20.961398785493646,20.732481201486962,20.180110396535046,20.805037237471574
EIF2B2,19.571519649326333,19.763850481364656,18.280116798413275,19.77975005746058,18.56909497536754,19.16667802454492,18.1518556282647,17.590552158601255,17.391278139032647,18.60990611376743
EIF2B4,19.99776363901286,18.888593331721893,19.564509978835623,19.334943848711617,18.674219986933768,19.50894516829905,19.122195721624976,19.511352280528662,19.816069850003718,19.426689349917424
EIF2A,22.20491690830673,22.202228604415968,22.12647790176997,21.639523902809202,22.054504756860126,22.291403435915512,22.329636286467036,22.10030011861753,22.075801512737605,22.00369880580095
EIF3B,22.641304061934527,22.76626276519317,22.634708960403913,22.50925346918393,22.667422430665646,22.73677419702333,22.21296439965151,22.105369574967135,22.39714334880623,21.979160418482962
EIF3C,21.504842716635125,21.653121517331005,21.673384252611495,21.538175805336476,21.720586941447607,21.708810762782974,21.324617639452025,21.47932499393123,21.520083232263097,21.19428622859403
EIF3D,20.62471148496089,21.48413110363739,20.531436320632245,20.60135116144079,20.74981609051169,21.00819949912443,20.349228381862613,20.70054389150824,20.759498740124684,20.31761056686969
EIF3E,21.425819871961203,22.219342477568205,21.620524413237924,21.788911994080813,22.099780326409793,21.950304826787864,21.784207729089765,21.88114063389605,21.625446006652368,21.763551798259925
EIF3F,23.369594911377817,23.157582026672223,22.601513232136135,22.832036175414622,22.87348411638729,23.072753394557463,22.840436426158288,23.366599894495586,23.133731970516926,22.640465709946536
EIF3H,20.202563797794703,20.762243174251267,20.212004072717107,20.43635619982752,19.971892022672154,20.286712440831785,20.34897951283008,20.227889657658917,20.159454483526325,19.885361627303954
EIF3I,21.964060902296374,21.852477775595993,21.57502146376917,21.477142382795293,21.19539942394229,21.589254631922678,20.55180111189859,21.108981858373333,21.44310920384357,21.345781816366898
EIF3J,21.5293276753235,21.46865385075356,22.29109876413939,23.39962229958596,22.244653844248933,22.12941078959029,23.363651800546595,21.966486061083934,21.482414631026348,22.631371938604353
EIF3K,19.785526794115945,20.287210956158482,20.544846563258947,20.59446366070476,20.544435033984914,19.865958445247838,20.642127423499865,19.95833182396332,21.088728135387846,20.26764781026567
EIF3L,21.37004448819107,21.884181602267013,21.257484486991906,21.37935814547751,21.103590354364158,21.550080294507858,20.925256648109986,21.10441833835462,21.575943147357226,21.300928344973663
EIF3M,21.499945859774996,21.340952241394444,21.884348326137292,21.006251552126745,20.866074123161738,21.646522090732894,21.25899470008319,20.911629329506297,21.755065386387447,21.331530370985647
ELAVL1,21.244753581109453,21.4660036683649,21.526062406965735,21.482796486796417,21.442571555258983,21.20753781545715,21.53485863176954,21.26322855075856,21.53250772193571,21.286534723014494
ELOB,20.18536685010771,20.770517572546012,21.030172968493474,21.273277716216555,20.59179252468297,20.695143394997842,21.59619639226353,21.117774379054968,21.523208469133095,20.471131974201143
ELOC,22.59210837507984,22.522907603017828,22.96971174397827,22.288277387585964,21.865277878807884,22.367245655128897,22.5735765090167,22.796191426377142,22.74205532776062,22.179363847837866
EML2,16.668385583525236,17.29417290029238,19.47676601961858,18.492642400960083,18.888242653159843,18.41238899109934,19.033297047763313,19.430406018077925,18.948242032731002,18.30380787833294
EMD,22.146540028275624,22.588401155506855,22.401694331428605,22.079433757189573,22.083201476737894,21.641846737777012,21.539880735771042,21.640749686479122,22.29117415628655,22.077198572140663
ENAH,21.791804810520734,19.72863970728897,19.370378510226708,18.649216815757786,18.84585809265998,18.953567628296355,18.485787243389623,18.17165660145037,19.223960098604344,18.898839888334695
ENO1,24.9776619892453,25.244284641475783,24.748475516214476,22.25330345908803,22.83867110062331,24.62427538790655,23.893273816225648,23.074786187105627,25.34520126989428,25.191182371606367
ENO3,27.49926957725596,27.774053950118425,26.946186620845776,27.07434521529683,26.608154763687644,26.992690087863963,26.02181768842342,27.036805942201774,26.804476639118818,26.546983941214812
ENO2,27.49926957725596,28.64018736937514,26.94888538124311,27.3791512987422,26.608154763687644,27.207645988427423,26.02181768842342,27.036805942201774,27.09853808606271,26.546983941214812
ENOPH1,20.958415588083355,22.595904810085464,21.73018607150695,21.71490636701646,21.30217816473189,20.98607130403915,21.573913637027132,21.540455990375914,20.812104008807996,19.7913726126542
