OMICS_ICL103_NS1_18hr_Protein_1_066,OMICS_ICL103_NS1_18hr_Protein_2_082,OMICS_ICL103_NS1_18hr_Protein_2_082.1,OMICS_ICL103_NS1_18hr_Protein_3_102,OMICS_ICL103_NS1_18hr_Protein_4_090,OMICS_ICL103_NS1_18hr_Protein_5_016,OMICS_ICL103_VN1203_18hr_Protein_1_111,OMICS_ICL103_VN1203_18hr_Protein_2_013,OMICS_ICL103_VN1203_18hr_Protein_3_038,OMICS_ICL103_VN1203_18hr_Protein_5_083
SERPINB8,22.85623145921216,24.308334040895275,23.384455573845074,23.20662945162203,23.020427978796526,22.87448440680579,21.7656302115656,22.294758262384107,22.4996953314431,22.823171937733825
SPC24,19.741139487385038,20.744477216294115,19.058771911892258,19.470097619082058,19.171650210036173,19.906192219863236,17.836689417410874,18.39495685378038,18.46203310395387,19.085483574246982
SPCS2,21.8138431473629,21.360799582269692,22.418748842938513,21.886989188533683,21.07274281213597,21.336708405967617,21.623608187431117,22.192700039015413,22.011371331774054,21.543398160576018
BCAS2,20.90890808146721,21.239158915740497,21.161306006048616,21.00650296850592,19.981638833729388,21.030681651519586,20.64037442350964,20.73856272231393,19.661812062895237,20.801313242495635
SPR,20.034892081040436,20.47297256630568,19.602395548778627,19.723323892586382,19.679943346728187,19.947282581905824,18.125000856184474,18.306197547386276,18.98475524117609,19.02739313450226
SEPHS1,19.05936067356107,20.86134597780905,19.650091770818822,19.80404071200731,19.755457979341166,19.7657292739058,19.980425394311265,19.668134885064713,19.96266028561689,19.524500424238102
SPATS2L,22.23784114720808,22.63763893271665,22.47547362255906,22.2470531918794,21.747724324408864,21.915364738297775,22.12668820807181,22.11092522534493,21.93433165084651,21.43839313197485
SMS,23.209438583881308,23.397332937312193,22.89748360925124,22.514870894794115,22.541932167068744,22.762174649769424,22.272852605651853,22.06409067733886,22.97998852306595,22.743627669019144
SPTB,23.178913468816354,23.169205139582985,22.795393894793765,23.084228878941136,22.89856677093477,22.993549811748043,23.256072132376076,22.90293626426421,23.077249971936528,22.88682605305605
SPTBN1,21.826331295335883,21.967085067686305,21.566788383400812,22.070500396569756,21.70712163622943,21.901451369672458,22.47136117798892,22.196945039567836,21.632659458765907,21.378333872840447
SPTAN1,21.16662703706361,20.971968834667575,20.84405057964711,21.249030653801697,20.872093950722466,21.14316283091046,20.83243350272307,21.002576830448895,20.965183228828728,20.875654655595294
SPTBN2,20.523004604389662,20.812655294010725,20.110171749277544,20.555445527280035,20.255224244631602,20.1406157303205,20.42782390095376,20.053868302509326,20.339353435680096,19.935349896533154
SPTBN4,24.994491288220914,25.691895449110454,26.234349590098073,26.028305652035765,26.534850068455828,25.16082573455498,27.08378164705976,25.668673814778515,25.842987522450834,26.642527389262188
SQSTM1,21.132755960748405,20.96215242625243,21.540745891595733,20.58480548507178,20.034470662751865,21.173578237436164,21.437321519096027,20.729221131857745,21.232212137386306,21.000870359029022
SRP9,20.964552605111376,21.66752870121813,21.856039868390585,22.170071524692702,21.660827425998335,21.890772110179565,22.18062677908592,22.400634043849962,20.963674085269044,21.48139211149153
SRP14,22.989111750344943,23.084505141411775,23.10757587412617,22.913316538204132,22.788831206769036,22.495910971535682,22.72673257029988,22.96230539371249,22.65419373869714,22.856718785787045
SRP54,18.87489374868311,19.84877641112173,19.259924152712784,18.60688176616759,19.085793220035857,19.35947156079157,18.764905775776924,19.97230364106469,19.518428240771218,18.666061034937055
SRP68,20.178284554997806,20.494549440638906,20.408142804742543,20.34981429835117,20.27013904086595,20.12241289144783,20.321730041543837,20.23278859012956,20.45670404851012,20.0185101241058
SRP72,19.538452246435725,19.55214922680865,19.76148012914676,19.1405926721031,19.604876318404205,19.823224216461572,19.584226784698636,18.82803533015876,19.510361055122672,19.507979634711045
SRRM2,20.84729781899309,21.50945776680338,21.316530148034595,21.351209091625158,21.179642280479882,20.96490228825681,21.285847222865666,21.202045872497255,21.57254550481876,21.109097605210426
SRRT,21.9810576368778,23.968432002968214,20.51255931735838,21.26456335551106,20.707435521621782,20.97266804391287,19.969210927892394,20.730181569471824,20.131514484857234,19.892145632138025
SRSF10,21.30768401286037,21.613577881780312,21.651531581384315,21.424712645991562,21.229020837733785,20.89070022971733,20.709912452211,21.218852003906974,21.75826144217754,21.43954066576836
SRSF11,20.4068748720967,20.44480276574307,20.711722944547382,21.462930139313865,20.432441677406555,20.322671501255165,21.181509206784497,20.421738831607186,20.237114711407518,19.89004089100129
SRSF1,23.36107178852697,23.09875196345307,23.156887844208313,22.988262519702502,23.626122451121283,23.057020899532056,23.826787333838936,23.653822609126042,23.378522592639523,23.22915393858679
SRSF2,25.019705030048097,24.767805245212447,25.03487419086866,24.898467747646325,24.919430987368205,24.670904971093226,24.82566923172119,25.215736017807924,24.999700460705668,24.653032841863897
SRSF3,25.093856776099162,25.618396476292673,25.438145348223692,25.715585393076342,25.341879486787885,25.65492108664529,25.94706746195009,25.425507632591998,26.000211226596367,25.376292412806094
SRSF4,25.37274708940143,24.988181117196024,25.457536409173095,25.676519685702093,25.585556066050057,25.595870593984685,25.765903381161507,25.08291533038898,25.598038172788264,25.73734955385934
SRSF5,25.128586122780234,24.988181117196024,25.424854323198787,25.312787418387394,24.878795079017756,24.50204168972475,25.549652601014763,24.82265919672114,25.242469829582884,25.693190959676862
SRSF7,22.97796522191638,23.354131781813706,23.22016120858615,23.804919754182574,23.600086775012457,22.994702358340465,23.60169766294825,23.202521568426583,22.957540165093455,23.01054462783177
SRSF8,24.622114135530154,24.71780958542438,24.50195296559768,25.290764380485008,24.919430987368205,24.572400700003453,25.431832494556893,25.40005436329868,24.83231197168802,24.215750703753386
SRSF9,23.928411726635968,23.954882656342484,23.700527195657575,24.303613702415788,24.593097515787086,23.90231581830826,24.64841646834889,24.293514198338343,24.212193888392648,24.212492671791345
SSBP1,23.96074389735871,23.340845128932383,23.82482321647442,23.954297198801143,23.70381045736009,23.524359827095417,23.48887378477849,23.473999849439355,23.44696070324136,23.904967880437233
ALDH5A1,23.769116095467343,24.244242004332172,24.06524003431864,24.46846092092342,24.706797411304613,24.129612530638354,24.636913269295917,23.70659938414659,24.281411209099375,24.377504452564335
SSR1,23.512247699407485,23.725786757856817,22.72591256123995,24.003155643806743,23.657146938188067,23.28173106108559,23.23256352754464,23.87317593952401,23.17631051985545,22.883591184193318
SSR4,21.704547708950365,22.5149740118588,22.024683508244607,21.609175085362587,21.75040173128349,21.961035811053698,21.645460326733016,22.362466825612437,22.290800463677037,21.998187122747517
SSRP1,21.506638378428832,22.00878183321984,21.962853699358057,22.1285038899409,21.747982601827125,21.821965438355935,21.547326827852565,22.0751999698044,21.41226536942754,21.560485822598483
ST13P4,24.52811688735008,23.930394393852282,24.047695120209085,24.684100490212984,24.6627593717325,23.96549583826033,24.903472554673304,24.708812396631473,24.014016962435036,24.024150633643806
STAT1,21.006050346150985,21.237058142801818,21.30171530759645,21.146898218002743,20.981890850489556,21.15104354895048,21.23052509151812,20.98202011604674,21.016576896358632,20.825605134886768
STAU1,19.7161766438359,20.495884534508235,20.001085900384208,19.292306234905638,19.526927585492,20.231596257252406,19.190133650037602,19.998699476181542,19.75839800192321,19.95651116902825
STIM2,20.456020640308218,20.324354133785334,20.492619958918887,20.19679195406339,20.02333832177036,19.986447590677304,20.08872242970187,20.695894557998592,20.412689885107834,19.642309335811742
STIP1,24.012472932118467,23.6510386269103,23.348098476204775,23.603104695857827,23.83618278443742,23.991760126323026,23.814742504031926,23.98678823465393,24.060863247248324,24.21669744618259
STK24,18.313854545899105,19.199343016090832,18.03057199230559,17.96831423006276,17.634946399054552,18.35434647481405,17.213164276356895,17.96315361441384,17.47568941900998,17.387986343978323
STK39,21.150491651699568,21.923017282496538,21.246044109913903,20.95604087802556,20.841244586382274,20.697846969821107,20.27905694843176,20.937896312385703,20.570988418585884,20.742704029948698
STK3,19.906341630243812,20.782959099477115,19.805403687109553,20.12655258177522,19.804207741135386,19.96961270541378,18.325379725052812,18.57747297463063,19.018356473869865,19.643243308992645
STOML2,22.234843421644356,22.49120700852911,22.148188722952533,22.152079120930054,22.27210096580239,22.72242049308371,22.0970448899814,21.981923834479026,22.201182280187822,21.812657795610583
STRAP,21.25694234960087,21.35183043034219,21.668289560548192,21.650016685528264,21.623246905903386,21.541464984895168,21.786104351647733,21.394600055858785,21.46740791491893,21.42149388274617
STRBP,22.541639236591546,23.14540619944,22.316148045697897,22.758574151175694,22.367278503744906,22.749301863962707,22.89927720686153,22.665998515404052,23.16894934613299,22.802129963730273
STT3B,21.428936938815315,21.426833148764096,21.01572163994419,21.18958587570291,20.250730247560632,21.082008373383744,20.730734949976696,21.65742742813064,21.409831853479623,20.879347710491633
SUCLG1,22.370951814526503,22.987055990527345,22.920083167967995,22.91729274900371,22.631217126132267,23.153263835945484,22.963913329565894,22.944041213884375,23.05346325936685,23.15999407320231
SUCLG2,22.164605173838815,22.363682909110146,22.426605059293593,22.514955947019658,22.317590019652112,22.625749027942334,22.666646106358073,22.458464658612677,22.34754274538412,22.656435107228905
SUMO2,25.533828297823323,25.01842702328498,25.92583208086182,25.296275528149316,25.204497566815114,25.422976871482145,25.168244399567424,26.354787856092074,26.082828486066862,25.48169010738662
SUMO3,25.533828297823323,25.01842702328498,25.92583208086182,25.296275528149316,25.051570596226806,25.318432264060238,25.168244399567424,26.232931233768138,26.082828486066862,25.48169010738662
SUN1,25.634709274910435,25.01842702328498,25.4384106492693,25.296275528149316,25.04100747103095,25.235745341485014,25.168244399567424,25.204442496435576,24.55056195988736,25.48169010738662
SURF4,20.993382238351263,21.112557731782257,21.154270496229138,20.252079643110456,19.92314525154388,20.978149028113076,20.247117893030225,20.617871610354623,20.843983205074252,21.25742253223273
AARS1,21.593893420167326,21.99486702035748,21.683218249182,21.83191083637753,21.66780860137998,21.755850770289456,21.690297530300434,21.581845222571385,21.82509379175488,21.61357426879616
CARS1,20.350909966169983,20.716775364942325,20.57742107296609,19.66283483487727,20.259712302719414,20.11998362833068,19.99112519850436,20.078048442090502,20.19461127577874,19.50343860837863
DARS1,22.48731591728742,22.57781544840259,22.964916409261793,22.915403901986636,22.763569252251845,22.533443270417965,23.021324393524175,22.978813452045472,22.556229395146794,22.776169547628868
DARS2,22.192733439572038,21.486704006775643,21.639413570114726,20.874770529903703,21.532435056301527,21.0775842019727,21.11428622152682,22.532389318947317,21.220881286019797,20.41192413552301
EPRS1,20.39747789080287,21.013355965972732,20.47726074651574,20.316119653166385,20.56209640234131,20.358671480851516,19.99968490449885,20.505996783435286,20.186927052536163,20.505529833468188
FARSA,20.56480693981043,20.602575706168622,20.34835964880144,20.210950594124995,20.35688018108304,20.049321113071827,19.982194423391665,20.13641897126147,20.10356392022814,19.757504748798993
FARSB,21.839281611663115,22.179242553560144,22.310882266599762,22.18157073804654,22.536892996277878,22.357733507360436,22.126630735079715,22.034288055558896,22.237743663963563,21.950352320051838
HARS2,22.084604516001384,21.30565458565731,21.436423144418917,19.813259181254544,21.783100383870206,21.262255341144698,22.154716084833858,22.16639264872049,21.678180631474337,21.68962092609034
IARS1,21.56951985933499,21.75597397519237,21.73486581582007,22.218795095162132,22.369549767267152,21.9957016225166,22.64015494706479,22.14931499096371,22.274743784663706,22.073182337164287
IARS2,19.759504275992985,19.733195230210647,19.842775664896024,19.916878502814903,20.354721022297966,19.674457567567238,19.916390162202347,19.935238571791018,19.911634845874538,20.34051617478069
KARS1,21.73528468940353,22.08566532195734,21.96531867812154,21.737669253608225,21.79773983258284,21.604167800628446,21.785775519097164,21.867485482233505,21.79153372167766,21.81623704275637
LARS1,20.756124099269165,21.358951863518588,20.46412119918211,20.722314252351662,20.364390632410927,20.36993930748339,20.43131101284778,20.440906391164532,20.377456752075364,20.370679093361634
MARS1,20.71059476370644,20.723410448607034,20.57216430563279,20.519714864530684,20.944488256772928,20.809647165859836,20.435582314998516,20.57446473971094,20.620046423085157,20.428089103359873
NARS1,23.56296991254257,23.53563506367793,23.41714076821063,23.666844857049156,23.522929178025905,23.50016224508904,23.68983139519733,23.481672742249515,23.7820012107859,23.6740857235214
QARS1,21.823414514563822,22.2020817227609,22.149087785895297,21.838634017472287,22.189788312394242,22.235145476628084,22.30117278403534,22.367661130376717,22.070258567465327,22.541419075252804
RARS1,23.0383933736801,22.891717425109924,23.09884979209034,22.848487905604884,23.122217669706817,23.198224429607375,23.12584352710907,22.90534324940817,22.98992524220057,22.838416786707256
SARS1,20.632206205459312,20.96931749202832,20.469050023594697,20.804860862891317,20.760356517735282,20.494595836904132,20.87580959006313,20.166466394222986,20.15821236041031,19.701134589576192
TARS1,21.174104148958662,21.4007058023753,21.281769938196458,21.28728420666181,21.168565543486658,21.476336096770495,20.60934888850047,20.79985565324862,21.370493842270548,21.191376268223337
VARS1,20.923124974242228,22.408218853947844,21.05150664448503,20.73763485457131,20.954481028149846,21.140560646226124,19.328592692789343,20.117086051717365,20.422271725818433,20.857913285420906
YARS1,21.10677236167941,21.84081328713401,21.88825265013279,21.039847886630444,21.704198864488614,21.833744174817465,21.770315535138742,21.546673168698053,21.71656323926426,21.672457333499725
YARS2,20.744418248464463,21.745317300524782,18.098744612354643,17.938565639363592,18.034684300593575,19.01506127618022,17.833913360261285,17.750476736163716,18.193753175475706,18.505328783008956
TACSTD2,20.8969038717586,21.093533979591733,21.228189387995762,20.76030630333218,21.457154908047436,20.824292251826176,21.77424805736304,21.175223019731177,21.258542389311213,21.589557099029996
TACO1,21.457755028123536,21.29967448730592,21.70528497627089,21.478926184461393,21.33736530683896,20.593590252705823,20.550343679079155,21.818051944309726,21.67902586761051,21.21826243865233
TARDBP,22.27531488714537,22.206933259334182,21.908318147933652,21.781904276913448,21.6109686290552,21.835659782663885,21.387134328315753,21.482204467595864,22.012899393928635,21.617308006808315
TAGLN2,25.638741048640405,26.119265655563794,25.888575085970672,25.159665125295,25.484930118048897,26.518921989403758,25.055902427026084,25.18150239068966,26.347610176340382,25.79117244940153
TAGLN3,25.678106897418676,25.465773426017662,25.906797878716624,25.33834135985107,25.45296948586971,25.513600089957524,25.447363826649198,25.989061690876344,25.902758954682994,25.263555866790455
TALDO1,25.957027165744414,25.81288802587244,25.830364044425476,25.44761854718697,25.80479676568676,25.656663244250943,25.22924610193656,25.44019214821067,26.038939913528758,26.18791106495741
TUBA1A,28.129442888156085,28.11075622206903,28.07106379783043,27.83481364339252,27.71440371011721,27.964712035521757,27.58191224507897,27.523062007729237,27.810911511393954,27.869381819739797
TUBA1B,28.12812181906504,28.082185537653253,28.07106379783043,27.84933864027321,27.76931033255091,27.938118022079962,27.53405488517065,27.573458255962407,27.787669765288037,27.869381819739797
TUBA1C,28.12812181906504,28.082185537653253,28.07106379783043,27.84933864027321,27.76931033255091,27.968388771241642,27.629769604987292,27.573458255962407,27.810911511393954,27.869381819739797
TUBA3C,25.789202009904006,25.655196617106604,25.646071489408293,25.52177938246045,25.323094827415513,25.56721916240887,25.26674764136678,25.190413644327933,25.516287270909253,25.51096470402353
TUBA3E,25.789202009904006,25.63924597168893,25.609554513552233,25.49643542737435,25.400673126706437,25.600908650077457,25.26674764136678,25.190413644327933,25.401615747647224,25.315311178027017
TUBA4A,25.74682287287923,25.901887667147143,25.682476191024513,25.50086439105004,25.328580549970738,25.959793980633183,25.157709382814133,25.028971062783803,25.584062091914593,25.3575597885229
TUBA4B,27.700244564154772,26.845679064035018,26.251843509584077,27.37865456075073,27.16445688387947,27.00584818123768,26.81309266995496,26.13598041483522,26.945594804212888,26.905226404164335
TUBA8,25.789202009904006,25.543467762486912,25.71888089264073,25.480162296750432,25.303572142861512,25.505115417536,25.24355971794263,24.951160678746824,25.492410174056968,25.51096470402353
TUBAL3,26.68153431420014,26.715558000243824,26.682129313441536,27.080041929222308,26.686210338217517,26.434642980773223,26.453617357754162,26.329163409319136,26.791843811945785,26.980968255842914
TUBB1,28.355308112206075,28.296155976838754,28.563929573969038,28.677189782848654,28.875670985311825,28.66845946724172,28.839174249245996,28.968384853207287,28.601268308308036,28.67880694283
TUBB2A,25.66226503279873,26.127824090792366,25.390718653521816,24.905616726497563,25.276229218802087,25.268332797571986,24.255091349581864,25.99263368557734,25.44538582406912,24.494705915721383
TUBB3,25.447910497794666,25.943066283141178,25.57705987934328,25.562636141503457,25.29095955745549,25.577031533739884,25.32325637576963,25.255503596065715,25.279674336400515,25.393062425764207
TUBB4A,25.955605348224783,25.64900865798789,25.377278848010217,25.489941289981687,25.42200151055213,25.674814952641277,25.14691500802296,25.216859655924466,25.238807701962315,25.040257472405308
TUBB4B,25.41911680269211,25.64900865798789,25.377278848010217,25.55334980236337,25.30415586955737,25.674814952641277,25.14691500802296,25.216859655924466,25.238807701962315,25.319785989965403
TUBB,28.629463286103338,28.65237248401711,28.62555358659668,28.535522200973745,28.600641065185208,28.57864226565986,28.443019808050323,28.536050977525164,28.490466340992334,28.424655430205227
TUBB6,20.973220503948554,20.928406258052973,19.149507101910245,19.683841496105273,19.888034986531885,19.842789897696875,19.47049708514964,20.153271463276205,19.860666574938968,19.097826694351383
TUBB8,28.69070783840518,28.340578388306906,28.563929573969038,28.66601471586869,28.676013362699575,28.66845946724172,28.765557168665808,28.85512894333186,28.601268308308036,28.879530509062494
TBCA,25.631133407655913,25.52854707822425,25.571613526062194,25.516237136112522,25.593510896108565,25.282245273176983,26.002073478536065,25.368676732724136,25.591982545924765,25.530288373113486
TBCB,21.21209844755169,21.669697209045495,20.97346202948229,22.051190579095607,21.65580038390864,21.24963675361316,21.52374952043388,21.381171155560057,21.91453605430778,21.24484730677156
TBCE,18.263366195242725,19.68098078021929,17.835560841813038,17.760588286070043,17.477210600574264,17.457659777502606,16.990551662749432,16.84740600805688,16.6006807342534,17.46530385365289
TBL1XR1,20.398097666109624,20.812781283068386,20.200719316240427,20.34620756718924,19.80040389182197,20.439348615098194,20.03560233397709,20.091780404374184,20.867340955854978,20.064226414456684
TBL1X,20.398097666109624,20.801553179255883,20.469147810568483,20.315299620320395,20.9450802488045,20.439348615098194,19.97057412137027,19.821413869330772,20.867340955854978,19.95332579676981
TBL1Y,20.398097666109624,20.812781283068386,20.469147810568483,20.257338712481697,19.80040389182197,20.590247408990738,19.97057412137027,20.091780404374184,20.867340955854978,19.842425179082937
TCOF1,21.5843635951964,22.164712636756434,22.489014332767155,22.61989292332099,22.40305132890815,21.916085931942707,22.328839376068267,22.29322299104125,22.18057902657068,22.120071764287488
TCP1,24.350124111661696,23.661033631369968,23.882487542002735,24.337756120466395,24.223857180485936,23.605170709098694,24.464504964007297,23.637630680987677,23.94517023283815,24.332596022221935
CCT2,24.609367625974755,24.797817863966625,24.7512285097038,24.913019585907154,24.90040492725166,24.75181107946863,24.778859027039765,24.764713646140446,24.774324664555653,24.766910457885484
CCT4,22.300068426242824,22.193213995202903,22.280386440779417,22.155250091039967,22.126138562714665,22.259920155448693,22.15136779931396,22.258020544894123,22.42246191853627,22.042025386725843
CCT5,22.827967437049175,22.76982529208422,22.88641182169384,23.0048299291444,23.039548892796876,23.114103324018245,23.017912673034616,22.73861411623231,22.8189481241881,22.908127903087284
CCT3,22.458790792886493,22.346053830789142,22.397536334429844,22.253349221464795,22.322692132996465,22.496907121912642,22.147829372299434,22.510274963504262,22.350530302340307,22.29234044083878
CCT7,23.269835975480753,23.28975087076069,23.428438860855707,23.43735189752949,23.22868483442949,23.541257459359187,23.48143772208273,23.716827263413343,22.962213406244846,23.800960904130584
CCT8,21.163949343994425,22.231696978822754,21.970708465880158,22.278357044013713,22.113110326318058,21.45180047482724,20.755143916065485,22.35899063088397,21.717164987150575,21.33344789524341
CCT6B,24.108737210866,24.096621577929408,24.50747069358542,24.989979933802047,24.819499212604292,24.78156262250951,25.422120696822503,25.272826468998975,24.884804663894116,24.66438961501384
CCT6A,24.42518543513379,24.267840799290198,24.83096105844156,24.339112099921508,24.78722929057282,24.363239513737515,24.5070692647471,24.369301288968877,24.69676094762152,24.24797522484377
TPT1,25.180276568717602,25.18177867994323,25.14658536178291,24.76880767683754,24.90208225533756,25.003066752084695,25.529535450033393,24.673985036910736,25.201612393048368,24.714592050061576
PTGES3,26.883314141110677,27.05629826119158,26.853586432508138,27.132970407479547,27.32081114416143,26.960422355339205,27.04249006814927,26.752579479143513,27.304911204932356,26.952309221906177
TECR,22.183082314861025,22.230505462266855,20.154866936321483,20.824924724867017,21.694179404139426,22.21080601123564,22.096320422811814,22.17610388680417,22.656585411709656,22.57337674345438
VCP,21.633992610129802,21.383608864507853,22.595227843835367,23.070288254709745,23.346731353510034,22.571625786035113,22.889288463359225,22.976594869037086,21.955864960163307,22.618244463666112
TES,21.051008747957013,21.87743787543854,21.462679862397074,21.86604955846983,21.49419312040566,21.797571015831256,21.355999098775698,21.579392658625842,21.509236062495543,21.193331338443535
GTF3C4,18.588836290211994,18.901504127562628,18.282380252619994,17.668486614470837,18.44962163363757,18.424854431282544,17.714755777336222,17.345755026759544,18.128913663575826,18.436431140640224
TFAM,22.028514871269138,22.535188262614962,22.07680724346686,22.76141416542327,22.441511957849755,22.263590028641584,21.0959735692436,22.482492567174358,22.379026022507666,21.886946039223268
TFB2M,22.210650497888448,21.931590055510558,21.937966743850048,21.581191454704875,22.168320577437683,22.591590193715238,22.24644641785629,21.754233395677847,21.92431383918664,21.77950162807537
TFRC,20.84866790202797,20.617383321860096,21.277378239597297,21.000613910482357,19.64768453848035,20.219505379946654,21.490605311294182,21.175839614962356,21.221302836404156,20.05843177239206
F3,23.072194057110394,23.45020572446691,22.573826861180127,22.33113834147459,22.068275319015008,22.10991964984032,20.75133793218182,20.669164927187435,21.866612575819335,22.08372734355599
TGM2,26.20556213928272,26.245920710832678,25.985014923616966,25.864673773356213,25.880064153139738,26.064697437344428,25.988970328638203,26.048121494160043,26.092651054100717,25.82510350283791
THEM6,22.717968615175195,22.25918412165783,22.586736599077184,22.672363020960805,22.388283927278568,22.38265542928051,22.696047443127146,22.45410761541575,22.808475848603962,22.349801150888236
ACAT2,23.42871454174991,23.77563642991398,23.482973121094048,23.4265436188032,22.942963417244652,23.29322307544874,23.301941708091938,23.381707926460948,23.760903624839283,23.262040018174602
ACAT1,20.265178417204787,20.18661546046997,20.272194552440652,20.677759131231255,20.589599721452664,20.28270121986019,20.41704997819941,20.602050789575017,20.481229572165034,20.24180172882091
ACAA2,20.206329351273602,20.905450904207996,20.80120367017325,21.07737409531849,20.736123904384858,20.804975805747063,21.41261925987497,20.83753924020217,20.848300500639148,20.72507375778515
TXN,25.7575051430901,25.607912002608803,25.83107810870453,25.92645011665533,25.715004868266263,25.647727781433254,25.868694870863024,25.954724496984383,25.838342035028262,24.974084215256866
THOC2,19.201838870236596,20.484985356492018,19.49829686413607,18.53715426275061,18.196698686755006,19.26841774760701,18.595040601509325,16.91245017113871,17.659954428304214,17.954768958658377
THOC3,19.771825851247193,20.674923579570244,19.837051731656757,20.525227196340694,20.378860736761077,20.082739294589494,20.43196325354551,20.401635839719916,20.43746363302959,18.874462824893357
ALYREF,24.960415957828328,25.008571414434314,24.733336634048825,23.77918088487911,23.953200193918363,24.540574145389982,23.3988838509934,25.15058115297775,24.683259320818678,24.544411383779728
TST,18.875744535231426,19.685900422056942,19.67486907268817,18.714261567976777,18.856213174659615,19.66895616387091,19.157256717352933,19.439226980935917,19.36568716116436,18.14285396082474
TIA1,22.136448906950065,21.7380353692353,22.852615587391305,21.990129671112157,21.994376353316227,22.229023849100212,22.51949023533171,21.942391314726862,21.828331508633024,21.870892495307206
TIAL1,22.375671748380327,22.907457080032252,21.761027041190886,21.990129671112157,21.994376353316227,22.450254461970655,22.679774467860764,21.942391314726862,22.15402266282581,21.870892495307206
TRIM28,23.464961807997472,23.089035348374324,23.505031174678855,23.44624786159414,23.24467000687413,23.287269440773876,23.313056778070354,23.330048856843092,23.488368164641408,23.334599939679336
TIMM23,20.537772716477416,20.867585242489927,19.86980558529209,19.170074974844184,19.944940042000603,19.7288407670687,18.259805392050126,18.684678990101386,18.30401800881734,19.05055415699552
TIMM50,19.658570865644666,18.604833788455476,19.007643896377008,19.555133242294016,18.93611111469348,18.757031004773946,18.872891919707484,19.01583696650333,18.87119295885308,18.576048933761882
TKT,24.53677678749694,24.900645100853154,24.601726830195446,24.331133120052762,24.781906752041174,24.497361566827646,24.33297147333726,23.775346428426197,23.940366349347478,24.899581689547322
TLN1,22.221677127809784,21.90264732796912,22.21392743844365,21.91083236190878,22.2080155633208,21.83549954943829,22.394684431234793,22.70253464786157,22.12164516319069,22.213574374239347
TLN2,22.183963875401066,22.262252587582978,22.179451847964515,22.646539524809217,22.07815861655466,21.83549954943829,21.9988991723976,22.319496345434658,22.123525468306543,22.4732437031234
TMEM109,23.54847586929372,23.663067199329483,23.841521863831108,22.910024833341904,23.709234814563594,23.70054052285309,23.644267318737086,23.701638634856728,22.831540475635194,23.11451802926105
TMEM205,20.44420456018272,20.467739902337353,20.397557119278975,19.930856952794198,20.492904296269547,21.57012260427091,20.131035588087,20.599773095315435,20.106718402805647,20.671314722052866
TM9SF3,20.355307872062752,20.428802485972216,21.04229417669592,20.791241897078486,20.097779115759966,20.791269297237257,20.208555020770397,21.106032233566477,20.52032612118297,20.955886685144815
TM9SF4,20.59088433527198,21.710363712840596,21.306539665582285,21.270158938785166,20.864824622439386,20.878594977133382,21.118344115035434,21.339567888988093,21.134907378783897,20.907362408433805
TMCO1,21.914686622553884,21.33670181275877,22.290271875622587,21.578391849514578,21.106403431357162,22.1828474279604,21.371092522059516,21.38195312188436,21.424901655729244,22.260113740454923
TMED2,19.77823956181281,20.287825327347853,19.18621762797239,18.273542288651814,18.57753431057354,19.525784883873033,18.3338476471651,18.745083670872226,19.112972637407083,19.48676538631949
TMED4,21.26686992710417,21.944499754719054,21.989777377571595,22.146116561153413,21.79367329286488,22.459402848778808,21.93997942378236,21.11607402577992,21.846992327579827,22.455652098711454
TMED7,21.858093128352294,21.8984920309015,22.417773456469234,22.230243330937736,22.417771727674644,22.479652815189308,22.5012173191509,22.088323597774966,22.223045676174813,22.620663038750926
TMED9,21.82469203652233,22.244958917429955,22.015877182230568,22.439671883451986,21.881730982897892,22.14210370357546,21.822057187361565,22.431919592648857,21.647227227488685,22.396059885281907
TMED10,22.16972639921062,22.11216173206893,22.520954604799407,22.364487729927006,22.22673603682791,22.1403121247636,22.873989876595587,22.303473331583472,21.83685919408998,22.77326798618354
TMEM33,21.885025683205537,22.156120645850876,23.322670211561014,22.410202213648372,22.308278437702228,21.901987862947873,22.41251025783807,22.309907709970254,22.297508532762308,23.090486643972678
TMEM43,21.553745146589783,21.945625499434353,21.776077600010915,21.556601448159423,21.025401245903147,21.066988875367542,21.043016796050274,21.541872540689447,21.381987069166883,21.128037020440146
TMX1,22.845724518657697,22.74901238747229,22.757848712429094,22.373380068154503,22.70054099446063,22.89408673036822,23.05117403133675,22.871126402631486,22.493822302707507,22.275690680210886
TMX3,20.60119975830856,21.067342236844524,21.35991863570939,21.62446127027037,21.1755027034308,21.24366648533654,20.007401754985807,20.283932342933056,21.07840867425997,21.328870601552907
TNPO1,22.8214311375715,23.50127552230016,22.398349819554387,22.08396256652079,22.286117205419405,22.747007133446047,21.89708765359175,21.991584644526505,22.403734978311448,22.04614851565921
TNPO2,20.914726799522697,21.12356572035644,20.759949267587885,20.542740888394853,20.569267462537994,20.855513540696855,19.881421028453907,20.569748150058864,20.50752654273807,20.316142935280965
TNPO3,20.730769886968723,20.746963437146576,19.299437804332694,18.69247157418252,19.413391129337256,19.564724046410465,16.3990177720391,16.449867494689443,18.591783736023146,19.184287487384267
TOR1AIP1,21.00055803252286,21.733079813970214,21.675737855874832,21.690925384161673,21.43337829950127,21.28627479971265,21.468722109082726,21.814956156480072,21.474458763195116,20.817616697820945
