OMICS_ICL103_NS1_24hr_Protein_1_029,OMICS_ICL103_NS1_24hr_Protein_2_084,OMICS_ICL103_NS1_24hr_Protein_3_051,OMICS_ICL103_NS1_24hr_Protein_4_071,OMICS_ICL103_NS1_24hr_Protein_5_011,OMICS_ICL103_VN1203_24hr_Protein_1_117,OMICS_ICL103_VN1203_24hr_Protein_1_117.1,OMICS_ICL103_VN1203_24hr_Protein_2_095,OMICS_ICL103_VN1203_24hr_Protein_3_113
BANF1,23.56822126360123,24.33644600151026,23.700630615514697,23.7580990272778,23.832070840085947,24.626928026408027,23.970274980066197,24.286249428699605,24.322922049396205
BAG2,20.31804099604917,20.540643992752287,19.924158564917743,20.07320619996785,19.643979885433865,20.06075176386143,20.42209831342401,20.897571811390357,19.525591940701062
BAG3,23.345043701187606,23.217984687206183,21.998804729246984,21.58330621449547,21.61617376118984,23.235033250671727,23.311780349420662,23.417984479109986,22.03813459561066
BCAP31,22.980888469979796,22.79811703299198,21.857152400079176,22.249923490805436,23.124106280641378,23.120290989490606,23.0753617456399,23.031356638562826,22.01047610290663
BCAT2,21.867085610023576,20.94524884579874,22.13536929346468,22.184274078879547,21.329281683549084,21.476308647672568,21.37471235738026,21.824139080054316,21.735408542891918
BCCIP,19.11698447178592,19.21199787527935,18.43354245356381,18.839939783377584,18.713455783633055,18.974931529112144,19.077832219317294,19.526172555237054,17.69882366952659
GLB1,19.265477065848692,19.374782471526473,19.35013308124681,19.458562661949262,18.939980218725122,19.27359168569454,19.546454186943553,19.24281210450352,19.122652092221653
BID,19.190592167356655,19.770059185174095,19.008443642962117,19.758055035322972,19.722508197638668,19.452251703491214,19.865843348719338,19.914804097945584,19.497250707408593
BLVRA,21.666907038583965,21.65377196433148,21.66141973371584,20.929874830943614,21.46509391550896,22.006724422633425,21.51260738475195,21.777560986469936,21.595358221558456
BLMH,21.91120437138766,21.7363559893652,21.81586654683386,22.01862508207735,21.878369878250943,21.84012579285406,21.6270014582999,21.65921850647605,21.02645036196055
BOP1,19.047905912443436,19.0034747240978,19.030676307341103,19.344796696523172,18.47699535678232,19.206151866664783,18.95609349193059,19.962727120481922,18.772320833217996
BPNT1,21.561796078194703,22.01839871074923,21.668244629282853,22.3001381821863,22.69936705721096,21.028478709330088,20.813301582207878,21.404795845409662,21.580946544544283
BRK1,19.43765901521186,20.328839730196222,19.859678302129996,19.308646023055687,20.094210664045917,19.979790258790917,21.076833951593496,20.493791655316922,20.259350497851848
BRIX1,21.907984368921202,21.910747242916138,21.08482168186036,21.602815938478315,21.434081318804964,21.336034924996063,21.79680880514332,21.554406878376078,21.10911934514214
BTF3L4,21.197084998660863,21.449115528834625,20.908221425034874,20.47650085289937,19.971094607918708,20.72746282024448,20.480953364045888,20.6460933584508,20.194538795923215
BTF3,23.20210742653441,23.62764338366379,23.30149941378892,23.81486051553999,23.74458279149383,23.161513655938926,23.71938621078869,23.657900850585584,23.401610814945197
BUB3,21.992697254376832,21.599221764486707,21.984185237233156,21.826241157797885,22.53649352811057,21.612579601504265,21.54203348673166,21.82648774805489,21.90706706675391
BZW1,20.924834311882847,20.93665469106815,21.016967478937154,20.92128944353844,20.334467563579615,21.402352231712307,21.238665135376596,21.294738166488365,20.149191041599938
BZW2,21.38877637423505,21.869322780796892,21.1142639081047,21.77898668730722,21.546000818098275,21.604610012044084,21.862272971176292,21.789747543388053,20.744579641455733
C1QBP,23.039816134118574,23.054278637576086,22.75923222350429,22.69036684065696,22.52729675846577,23.012236683666533,22.926487622066247,22.839268366806557,20.933277599370413
MTHFD1,20.403984047515365,19.814320600558602,20.243895083872985,20.27952111666264,20.43175024261523,19.560426588280354,20.34511836838477,19.739360251458198,20.6965370352941
CAB39,19.692537390985606,19.769995838219447,20.34138833532387,19.851487346024832,19.901754751043725,19.876311463913883,20.396480636110603,20.09092265191672,18.195808932802294
SDF4,18.780786057107466,19.959480648573148,21.48888172456567,19.464158270391522,17.373047780442466,21.549771466566536,19.86321339724997,20.223475260128367,18.216580413842113
CDH1,21.68459939849133,21.61015839151495,21.631366051386422,22.35975068922346,21.99811979662975,21.225533859680567,21.368040906157773,21.77048082141469,21.84547624867906
CALB2,21.47102255213118,21.53504793267144,21.65276775030174,21.483384532240134,21.921363285758787,21.633723420627543,21.883958739236228,22.36483231662767,21.50400366016443
CALR,20.787343220047788,21.681923998999995,22.330051596772368,22.578244393826374,20.51917164001923,21.749189474167675,22.021960596151743,22.092825405475672,21.005450196462277
CALU,19.464585434613277,19.18427312784437,19.48198511200426,18.12512754509605,18.056180819416983,17.894435151613067,18.466074856755714,18.71304630887054,18.52768271672631
CANX,21.902812547137827,21.90041581222251,21.84019318855134,21.64094014625914,21.806266971176672,21.97056055366101,21.986183677978037,22.132932194099958,21.87638807294271
CAPN1,22.094053203629933,22.311171029416997,21.98998772202773,22.26113503046483,22.016642625747743,22.252546468431678,22.426081424291393,22.24705682366008,21.735043659277913
CAPN2,17.238101355040776,20.58609689375882,20.099064005287193,19.58184624232095,17.019224432612887,20.492816064539735,20.747352410943478,20.66603951876782,18.37350220319314
CAND1,21.259094108972917,21.470936137662193,21.245194032004065,21.87961829169938,21.29562124203599,21.743702671947204,21.86893915008779,21.91388868444217,21.169011661749515
CAND2,21.8284638717246,21.999762791895755,19.820583878990853,20.42948158246348,21.625768700358073,21.468271027220215,22.20703526051905,22.086674742426766,20.926974986103353
CAP1,21.000186783102116,23.109183343046016,22.773030589083273,20.934192007194405,21.51338657327141,23.74811904767195,23.285330879958323,23.30928012916056,21.419404780914448
CAPG,23.44810463147651,23.633372323221067,23.501140174865984,23.31363044930213,23.25629513508827,23.348683231951824,23.614963206240354,23.67266007670256,23.188910627405335
CAPRIN1,20.305678497491858,21.062175574577793,20.997061501005444,21.652106543389248,20.96368214083585,20.769475436279038,20.600193469522267,20.99554177838624,20.433583060954383
CAPZB,22.42238223146323,22.093310187315847,22.552749719001156,22.603495268792596,22.578013155219438,22.22586862477825,22.485781761203857,22.38892265805632,22.28139845671756
CAT,19.32485366756261,20.061411460292987,19.47355403948399,19.653331873088252,19.618771524704407,19.65904347029744,19.59935546488509,19.9611382269594,19.201578260505446
CTSB,23.064667342995186,23.108982238071125,22.90076118690543,23.24720417474873,23.433089183856147,23.069630363562304,23.294693395219753,22.87185409781448,22.868022942421423
CTSC,25.121488573645813,25.099471456646423,25.210456088611302,25.22960149685832,25.2065802039286,24.94813077417351,25.386762639898883,25.301922945115926,24.451515694364726
CTSD,23.958835271324958,24.168037855624803,24.322321838215906,24.831484758776178,25.057650890661172,24.318501902648244,24.390615468723887,24.1159866484669,24.488618658961535
CTSH,18.932637512242962,18.19222943988933,18.010719101555697,18.82466681723004,18.987162009600098,18.69464184597913,18.04080965574271,18.515551515193298,16.153083420859886
CTSZ,21.353911945137483,21.38564542336351,21.514663456927543,22.430382635268906,21.963459245780523,21.268053949222477,21.801593040840924,21.977735122030403,21.59172644679091
CAPZA1,25.17271586162972,25.155524586235273,25.089049028612493,24.814342737200555,24.744177717238422,24.988651997526503,25.202459205790454,24.81203565784783,24.940959886946565
CAPZA2,25.368993293420814,24.895796629098083,24.84884178173683,24.099380731039275,24.89116039793467,24.91089984327379,25.123893850518918,25.065839389002914,25.21248490729992
CBR1,22.85348211902933,22.356181910170314,22.354960443226503,23.409886481512913,23.036497633873473,22.30773253106022,22.287713707991088,21.478556803522977,23.181290144101013
CBR3,23.40512604036054,22.356181910170314,23.145266798723544,23.523982878457804,23.56384256529844,22.30773253106022,22.287713707991088,22.70808964615354,22.5760706903418
CBX1,23.67737255151383,23.512970723778167,23.540939863230022,23.296007837971047,23.673457109732784,23.408262550708386,23.164900889380704,23.72122887102767,23.331043491812054
CBX3,24.319675200149106,24.45476597624026,24.24535127356168,24.204870074591643,23.967074034161392,24.60713223123346,24.916631553182853,24.679881655906307,24.07007037428155
CBX5,25.280430633366862,25.428929586213115,25.375860227022486,25.3296847145291,25.132787605161255,25.37430419479105,25.689693702371468,25.6806192622306,25.67214845749195
CCDC47,20.006180873516847,20.387834793868407,20.633581869501313,20.425451323876267,19.745785101020587,20.32379296994558,20.65932377024026,21.02642048768797,20.31590383659556
CCDC6,20.414764479514663,20.713432563294138,20.11836083427354,20.520214235276864,20.360854457158773,20.32307700914034,20.138879351829296,20.587661097536298,20.230078949388318
CD151,23.19828195447587,22.885143669777587,21.520016610777567,23.074854005837615,23.060369050084667,23.253950273277905,23.031602566208498,22.71449098517419,22.07607006912451
ALCAM,21.958173949564642,21.89481857872861,22.14007137224328,22.599876297267297,22.265220245147553,22.116517758004182,22.164367579954916,22.17129782654522,21.96169642754186
CD2AP,22.535620431645615,21.733847738363256,22.569820585527218,22.169290121964814,22.40957193950532,22.138806379726105,22.156462963084664,21.920789179519254,21.896160735639327
CD59,23.394145367800306,23.07256548849334,22.95278904195867,22.476325086047613,23.30612106770431,23.230048500685584,23.287909701385512,23.865611470708505,23.158826013986094
CD9,22.299123540569703,22.688269974921567,22.091026580513354,23.250887094188293,23.13171629661214,22.204109594678126,22.724389647610842,22.55582296441218,22.394366423058585
CDC37,21.337468754355314,21.63701444873801,21.76592695312398,21.772744887690614,21.269434892455894,21.535926065676314,21.705523178061807,21.470125709683526,21.484912325064215
CDC42,22.938874903692223,23.257776213203464,22.839697198712628,22.63044621408548,22.631242532602506,22.99315147620316,22.966813401628414,23.027694104630417,22.206793567610912
CDC5L,23.139686912556872,23.44325250719327,22.43229660185636,22.693066033764683,23.42370711557773,22.673445033548013,22.414739671164938,22.79856727385546,22.82833516725899
CDK1,22.424523410036016,21.68767613077687,21.254681863515202,21.667540654235026,22.514801246104312,21.66957709561111,21.94518566661141,21.647875630624323,21.82067371474732
CDK2,22.098487511100988,22.04714239153172,22.001589170218285,22.377303775799277,22.57978698128479,22.29389576067535,22.520770793472863,22.585219523312386,22.057255584563492
CDV3,23.001920548737733,23.426319586835582,23.57456850722771,23.416940486605405,23.189972251952945,21.989133782276788,22.76355171048016,22.936144024435297,23.598284943040806
CEP112,23.580190344362865,23.069838081239308,23.14562928375013,22.81518033546793,23.35875244479512,23.10366036423468,23.231461085135283,23.2370504495574,23.211138923171568
C7orf50,21.711179862292493,21.60066730645204,21.81915891001707,20.764462641010834,21.593019006213776,21.404536394972524,20.861446658574486,20.952213359569427,21.176586336530082
CTH,20.174843744327134,22.00307298200532,21.63984092610632,20.285073356229884,19.86329325047135,21.34837634583718,21.44780894577235,20.39020419547859,19.973859767028657
C8orf33,16.136709520031246,17.512337079726493,17.279190628043324,17.7842365603591,16.578532572640373,18.041540573161537,18.438190469322077,18.130211116799998,15.65334453195021
HSPE1,27.00643861824829,26.661065245886167,26.73695804934843,26.694783988068863,26.75583437531493,26.77603243761842,26.762064098456058,26.749136616258347,27.127740544986363
HSPD1,26.544650713577873,25.992496950032873,25.934244402592867,26.233962517973346,26.24356442953942,25.985146628316087,26.101333233591433,26.217884544801393,26.017263787936074
CHCHD2,20.862301401810655,21.46453784920446,19.695948958638834,23.134754628022495,23.433623282045716,21.34901247997908,21.925192778752425,21.733154243653743,21.291535080195025
CHD3,18.30507951099638,19.125157941412375,17.99268063730838,18.56762879412772,18.452281107041422,17.7914919741194,19.33385821939946,19.01877635156738,18.024576707656905
CHD5,17.892884694104072,19.103955770605978,17.99268063730838,18.56762879412772,18.452281107041422,17.595814733890336,19.293092746527172,18.656479458882835,18.747606478344373
CHMP4B,23.640693851851914,22.933189306590307,22.651171861869766,23.17421792691983,23.40010384635993,22.864971288925958,23.150924542636115,23.445642895020427,23.32060062169674
CHORDC1,19.93708135129448,19.2814896514164,19.90977845937698,19.49519291089721,19.738517123137278,20.18165540003889,19.660378494585387,20.18177136362808,19.54323049496475
TRIP10,19.45948179616308,20.05922889239434,19.897429287728887,20.061106671302554,19.43978555568073,19.480936743217548,19.363311290133094,20.14980416905805,19.48865740383246
CS,23.662920630193266,23.651099846337704,22.893590845270868,23.93491425200029,23.79007143852985,23.788692987492524,23.592425035072598,23.708805392672154,23.597029594643654
CKAP4,23.43200711401945,23.32792671204261,23.23681483631145,22.794029438499614,22.94976261735631,23.219470742814842,23.48401265431039,23.212519196510655,23.202691845616865
CKAP5,19.27602592639488,19.293709228685245,19.002153573310316,19.607896098711997,19.129461429311554,18.798381518727815,19.455478315355297,19.577763113258797,18.783570298175704
CKS2,20.49682136840117,20.49664517714472,19.452557699326405,20.876508569642173,20.892080998240665,19.40258232444771,20.657828418335,20.478541606516682,19.76788342664968
C12orf29,21.948987404947182,21.957676934484507,21.81076137555954,21.26259966461632,20.657941686882545,20.69364853246924,21.123231524482062,21.48237222858041,21.32442713287719
CLTC,22.678410102622163,22.975772908727382,22.79284900563513,22.81749408078177,22.794640947786625,23.18738781573877,23.026723324240884,22.727749340671977,21.651752637664572
CLTCL1,23.965122257893324,24.209436005362548,23.995695502361272,23.853030850348993,23.954365400457327,23.92471136888923,24.104217251170567,24.121619031747645,23.79873953096901
CLIC1,25.846018263374503,25.669651668388823,25.618007118075944,26.104051786780396,26.482473860242006,25.3271142196295,25.511585936614715,25.67573771485291,26.0154980868328
CLIC4,25.50251300357565,26.06644561762869,26.41043591954309,26.25288291820005,25.78471818247337,25.370504249963204,25.943574328671566,25.423417031602007,26.1997597447787
CLIC6,25.49055891870141,25.562578569541515,25.358282939740228,26.045641266074334,26.461230025761665,24.977390785083607,25.347550812052724,25.37082810188731,26.068564420381858
CNP,19.7460551187431,20.144478999858748,19.52785893822849,19.577539767231855,18.93897342075413,19.752979704676555,19.858654915220114,19.864027627935762,19.047128534524383
CNBP,21.590984449248296,21.227616687402666,20.59796760852342,21.543642031743527,21.245326694404692,21.603930172295478,21.464878866762675,21.4644362819622,20.162960961732672
NCAPD2,18.32158244915585,19.479009018337536,18.92391316965009,20.059558530100066,18.285329073014204,19.151089554973574,18.882921451194733,19.268223208900807,17.591165589985728
NCAPH,17.19641186261044,17.151863221743554,17.659646605678184,18.16395661567386,17.021210066303453,18.02688952759573,17.715670060437198,18.244100276172183,17.27474916554858
CNDP2,20.422752566334225,20.266035812376984,20.23295960952399,21.466064138191395,19.329043630839582,20.48922057485933,20.96881756488437,20.451369247159676,20.30195405854407
CNN2,22.111189378370593,21.865343957683372,22.084711867858587,21.8510110984474,22.94660170461021,22.22583622605272,22.879100196575397,22.369118039873328,21.814929243787482
CNN3,22.998812506523556,23.161923772607896,23.262353374328498,22.95965762734264,22.64647619362361,22.810807110578548,23.111676241696284,23.139462817198236,23.22928069400272
CNPY2,22.67139382592901,23.371614813381363,22.980010080896584,23.027752254207037,22.699494929549676,22.336353899806497,22.93536000908835,22.82394275768894,22.437839504169798
