OMICS_ICL103_NS1_24hr_Protein_1_029,OMICS_ICL103_NS1_24hr_Protein_2_084,OMICS_ICL103_NS1_24hr_Protein_3_051,OMICS_ICL103_NS1_24hr_Protein_4_071,OMICS_ICL103_NS1_24hr_Protein_5_011,OMICS_ICL103_VN1203_24hr_Protein_1_117,OMICS_ICL103_VN1203_24hr_Protein_1_117.1,OMICS_ICL103_VN1203_24hr_Protein_2_095,OMICS_ICL103_VN1203_24hr_Protein_3_113
DHX36,17.330043465262182,18.396247567692857,17.63717287309669,17.573397830624224,16.160019835281258,18.141929670489493,18.505434379804328,17.871258824697293,14.967215326412052
DHX8,22.138235757403212,22.073597426689226,22.152077167393138,22.56069021963447,22.394259838959407,22.5530640185643,22.150087947367417,22.433747281914048,22.242520510283963
DHX9,24.320154312988173,23.878767589517,23.74292362731299,23.91178107740275,23.931342869001305,24.069110655885005,24.26353418475901,23.992557133979744,24.1877022751993
DIAPH1,22.514240215366016,22.918304890132323,22.509176864692353,22.302126902493093,22.026578848683624,22.873226614344958,22.76244662483773,22.565508902741996,22.07187673041969
SLC25A10,21.487096983308284,21.24614192035688,21.41096562618038,21.411366918193977,21.63764054057814,21.60977428018372,21.618875154437767,22.087181889581608,21.120628629176586
DNAJB11,21.915361054143396,22.460342000022333,22.14484391032186,22.693905641120217,22.066215173508713,22.269871394029963,22.63974668057605,22.825266948018275,22.56750927405055
DKC1,20.06618780725062,19.791694541761633,20.179063943288003,20.287087899030574,20.2098427203441,19.87744647815332,20.563794950525548,20.019315724536554,20.03550529456311
DLD,20.867996408820833,21.113310600986807,21.44382354217826,21.489797796290773,20.613249541573005,20.867151648139412,21.16981863994474,21.26609065051007,21.003293384801943
DYNLRB1,21.31722573595173,21.70652096343756,21.842260477439694,21.81110310478516,21.8606515454475,20.89377007465118,20.705188533074825,20.831653946007417,21.465751958932934
DMAP1,22.853716869050608,22.836388687448725,22.906466870118113,22.802993916277252,22.728086169635866,21.34543800442155,21.611701290139578,21.592453548358872,22.442313037185272
DNAJA1,22.930854875201362,23.08317202706033,22.373289778852904,22.197713092957365,22.508109080659008,22.71890342384698,22.5663893822682,22.66724627093712,21.820779058382435
DNAJA2,21.686167647354253,21.832366715923534,21.607830651226614,21.851407374266465,21.37735582095076,21.93394895330141,21.888246800039436,22.019588245548803,20.824072118341018
DNAJA3,15.847610731562511,15.930132461924853,16.013649322626105,18.830047209274362,17.388351013799454,19.503149336093756,19.29010741473902,19.204113311401258,18.767510662444728
DNAJB1,21.975526200336187,21.557010323660837,21.48755848402511,21.19262384807989,21.126003118436245,20.644895201627996,20.816801322084956,21.25155301011968,21.183489570470698
DNAJC7,20.860857816320085,20.63104275840769,21.486925525567585,21.3747743285751,21.205567294689324,20.040964687752474,20.482124714007686,20.3960993031962,20.54987080905107
DNAJC8,20.530266212530115,20.721007542917953,21.227210786471982,20.931636436394005,19.93232124735549,20.15802971309317,20.61041793886968,20.156594199062503,20.48016667525785
DNAJC9,20.25981617489297,20.69587062908242,21.1094673455284,20.763304189940893,19.992408854655,20.015098940190306,20.358496355672386,20.13813618444483,20.845821614535637
LIG1,20.89859882961044,20.066790744344537,20.888388471258487,21.550645679172586,20.76922425103135,21.742771361571403,21.06034170960883,20.558265676817395,20.921239046749555
DNPEP,19.067301559305072,19.386359320143022,19.343951999113536,19.651905501984423,18.680373664363067,19.158405765215186,19.507769017402502,19.51417943632736,19.77589134363192
DNPH1,23.110623500076613,23.393872086196225,23.98292992239444,23.81943609053497,23.73068347304156,22.96356584401169,23.12195093876664,22.800195899975662,23.335400857147825
DDT,23.59408189702021,23.685296300287163,23.650909997666652,23.777839306470494,23.671856975970442,23.009239072644263,23.075643801693843,23.208564597212963,23.01635308718026
DOLPP1,23.993895602618917,23.354688396420773,23.073039064729134,22.86725531488006,23.71188291069724,23.359620098218688,23.400281960583133,23.588523560268612,22.97264546482252
DPY30,19.633605607587313,20.337811385967772,20.39710895706748,15.972864531691219,18.116541177391703,20.228899502554384,19.7559078495186,21.473557114249076,20.14349862032174
CRMP1,21.734362017133655,21.359025117696753,20.615964070196952,21.632914630958552,22.24376148406595,21.45773716436028,21.633880022362778,22.41741334492653,21.411386164421902
DPYSL2,21.399682183637772,21.783876942590098,21.750262031865052,21.91271397740825,21.72635386802829,21.43406093261889,21.7820784762995,21.802733461764113,21.464349180669924
DBN1,23.20234198256436,22.60769139607563,23.176590746199007,23.19703295176882,23.208197832974918,23.525755511935827,23.556979823558304,23.636787669349253,22.962079991345647
DRG1,20.10562099456442,21.68571639639581,20.91062711781192,21.016064626704907,20.188062027245344,21.48687539010045,21.360537514035848,21.072268172885728,19.76411363354294
DRG2,24.078392083161063,24.13913806971816,22.6878714598002,22.830564329093512,23.470453951411525,23.334825578071047,23.42048303272072,23.288039181444407,23.183156115025486
DSG2,20.920231169253142,20.795105021633205,20.773078353612775,21.167371196057594,21.053277033911627,20.73624192882017,21.06243408572336,20.639737479643998,21.33902940582925
ADAR,18.632877615057804,18.910540947230217,18.9510742671301,18.77618011856245,17.486099987639562,18.99488635018455,18.766729093932835,18.89523028917524,18.602135002425275
DUT,23.048807917744796,23.29291615316916,23.293468364522635,23.727080364328312,23.21402991043704,22.96051220843816,22.966257865416676,23.02553664132163,23.23162960988178
DDX39A,25.000075689204206,25.009617780312805,24.994800554119127,24.84504624134522,24.634329739882585,24.83723877511008,24.72391026957437,24.78062877205454,24.987059745915253
DDX39B,24.08604877357663,24.2582387180757,24.18651135645886,24.039601552659004,23.613683931769767,24.113575405755867,23.999158485723147,24.056762883973654,24.048779441928477
DYNC1H1,21.879204011547824,21.59764615653245,21.793949185701543,21.40682696340924,21.78865370229316,22.275875786049664,22.00480652980379,22.047293780279034,21.452288923341257
DYNLT1,20.18034509112103,20.948887297108328,20.78668722109328,20.43110529265191,20.02177581766447,20.88404566070257,21.13326020539475,20.98740600477462,18.826603015249994
DNM2,18.227104602501626,18.432195472167805,18.323198057912432,18.124921926787994,17.48082761733939,18.59051005021385,18.323782633878142,18.374529143972584,17.998262853174904
DHFR,22.045070557883243,22.030601748289847,21.195180580661866,22.145587904053883,22.229824566901133,21.862921304231012,21.734623953672877,21.75385827012511,21.613165064093586
DST,19.431761263752705,19.483935139071807,19.695628857031615,19.20950561744694,19.91800363218419,19.581363853108655,20.10294092433766,20.866129018670556,19.52921412510376
EIF2AK2,20.78987404221872,21.09754090034152,20.891970543227583,21.030335242208736,20.64085299230511,21.64527838531763,21.33175400028479,21.39498516634906,20.46482420038964
EPB41L1,20.163916166627068,20.63024133368269,20.747660664979165,21.255717493206372,21.78294706953278,21.70169778580121,20.404626348185634,20.28757885426078,20.584935907568095
EPB41L2,22.984447223785253,22.952680677680426,22.868238094009435,23.285832863357356,23.36245804230357,22.881761025646448,23.032761226955557,23.250849563130785,23.11283568734671
EBNA1BP2,20.818243954489077,20.90394066763408,20.170717125057095,20.12744514455888,20.37233292046956,20.561391938587825,20.657438794346433,20.405858587602534,20.40636674424502
ECH1,21.30317405608327,21.16434415534382,21.45486960446823,21.30924987594448,20.86541751622594,21.358886460534258,21.329580580526496,21.260838167910943,21.397388545485175
HADHA,22.240192890615184,22.266968328954285,22.469038512037343,22.32491632807528,22.04084419031213,22.507963368931318,22.494692298355062,22.357752769396413,22.604380150068586
HADHB,22.57304358422417,22.46854784369407,22.636186792986916,22.68100212966551,22.60910969091956,22.55734562040775,22.721261810370947,22.81799979455686,23.010418232877186
ECHS1,20.31632370706648,20.60429109137469,20.570019751206168,20.70613153794272,20.176867909923203,20.280035345787972,20.32513083127987,20.683059676606533,20.65776021527405
ECI1,19.09595633974878,19.764641915347344,19.701894008491564,20.749058325275936,19.386693328736122,19.286527139863022,20.20630046200789,19.858540638263587,20.05146430842552
ECPAS,18.20112293151569,19.51299458978381,19.003900500523418,19.13968635515513,18.371759388612613,19.054303994291594,19.465927685795933,19.28432389052422,18.20604959936975
EDC4,20.47567278886584,20.141885828312354,20.77259920660493,20.518247147661086,20.37810625357548,20.33736132183681,20.78071104664283,20.606718215452076,20.51486238251953
EDF1,18.228005988340783,17.930465681421758,17.59562675567231,17.439977078644716,17.537522716391347,18.158252030565166,18.132679557786552,17.96918202942755,18.049130576161822
EEF1A1,23.70551653888305,24.887235751786122,24.86063697761051,24.43792704386029,23.772047911910207,23.35653816564814,24.503377022531946,26.313827103829894,24.422178521906815
EEF1A2,25.533084484682476,25.93985005821164,25.717719920942827,25.63934394038243,25.52102829005343,25.647876675995015,25.79214412116839,25.923079199517364,25.43712395155093
EEF1A1P5,30.169545242037554,29.863217312964974,29.987374375603146,30.108793290672644,30.110032088390682,30.054416996408932,29.67628334023618,29.812449249928218,30.35802886326598
EEF1B2,25.24808640193927,26.29212803372785,26.166047983637814,26.089060982832855,25.703248108038146,26.260063048438475,26.096133808821058,26.17424045168649,25.999088212196845
EEF1D,21.80411835289277,22.914917683172987,23.73977538194034,23.79866125791167,22.77052828862515,23.14355783041605,23.35658887947816,23.354013435851734,23.82646327533176
EEF1G,24.585305603554055,24.87942267663227,24.484161514747377,24.611209459203945,24.49506100541189,24.76754479441713,24.798482224265413,24.83570972403687,24.443452135235013
EEF2,23.65995943490359,23.583792573682246,23.5968172873269,23.550968013479363,23.243196583928142,23.43960435946594,23.19743540576458,23.399107199959786,23.531215648104165
GFM1,21.091921660217363,21.50819437471494,21.451939890205622,21.43232981983409,21.173753034354068,20.865012496029692,21.181115573500442,21.167822046463066,21.14728893391193
EFHD2,21.779546238085967,21.024700684786886,19.951950155846905,20.303113731321908,21.126469189952257,20.910749738606807,20.48197584301426,20.937321407024974,20.261375127588995
TUFM,24.097759898564775,23.43193410809674,23.848119440557134,23.486127192094326,23.96394209439989,24.03507319788001,24.032584688333834,23.85822772637489,24.163337649016885
EHD1,21.73669776326957,21.83398984375463,21.784648688638477,21.577670636587115,21.676407500292495,21.513652283158045,21.540440814992365,21.77325189148618,21.55816167653952
EHD3,21.258625014184418,21.09601144827024,20.87607277973531,21.171918198714533,21.35558093120803,21.145630660156375,21.10969701308642,21.638302979143763,20.416122014034755
EHD4,21.18996779681966,21.633999522520288,20.908392745343136,21.375252000757783,21.340226105329187,21.340366369742583,21.095845563504806,21.22707958204905,20.35186863686993
EIF2B1,22.954231323252635,21.92225720894567,18.689877359533988,20.27190961232992,22.383188247919584,21.425078895787127,21.606005923932866,21.7916526282334,17.951738477831928
EIF2B2,17.065876128942126,19.818096721242767,19.102298594037954,19.927574984623714,17.630564569790664,19.456390028391958,19.074205491230387,19.224076125570072,17.28620835097341
EIF2B3,15.59445269404857,16.50417549448992,17.209055882909908,16.95964160241426,16.469200441119625,18.101708647851083,16.48739036180836,17.48881338760327,15.927651578694881
EIF2A,22.17750624345586,22.327736043205338,22.33950979922586,22.116777527424485,21.749662753686017,21.99803679304574,22.40224238073839,22.223380830304045,21.85983161794375
EIF3B,22.220311070903055,22.695231506785486,22.831110678852866,22.677231621016396,22.0567820666963,22.683956277691834,22.563107574304382,22.394445038254634,22.365768351570843
EIF3C,21.67772492172859,21.478242677830384,21.25397529913667,21.346072048004583,21.499689212670688,21.498275138447323,21.60362078042482,21.385913337067393,21.78702523050339
EIF3D,20.897638384526527,21.00368102196549,21.164271408394228,20.813357219549196,20.27037893602404,20.389210700417397,21.063110184731947,21.056797075366248,21.12036647214082
EIF3E,21.79442779604865,21.94008700638795,21.638941044440898,21.57251796170874,21.78015593116451,22.04670883751118,21.96066957464116,21.91095468718709,21.653268298572158
EIF3F,23.022885886708917,23.119080939981256,22.887595589588734,22.670026492502124,22.823612715742065,23.103328377201336,23.13741248789144,22.97223691817465,22.808637517069812
EIF3H,19.626554236621427,20.24705001610019,20.087157516637397,20.28405909902392,19.839083668920352,20.23014389508998,20.328698809347202,20.549497079175644,19.940443618094204
EIF3I,21.37578728375557,21.8298525871766,21.449413919930855,21.41801331284347,21.139488642610825,21.528321415829033,21.466237651740965,21.754368997931607,21.104465141630392
EIF3J,22.14153647627269,21.685341967045616,22.479859539670052,22.110478364401665,22.808713749806323,21.83236302591647,21.598197623431542,21.76409165046111,22.58403279267374
EIF3K,20.58826087772045,20.718220042601406,20.876377969803062,20.13392373093238,20.771284515533175,20.56350425703892,20.303488207279912,20.350210301254172,20.918165139037956
EIF3L,21.50913180537682,21.576712462137568,21.62281685489832,21.27986042077572,21.509808323209093,21.710026094153985,21.51839260700984,21.784994342160598,21.155486143119724
EIF3M,21.444886474994135,21.96106108527387,20.769483779520545,20.84879629585344,21.27032976203732,22.025017201279265,21.74040413569572,21.76373393579245,20.77053662270615
EIF3CL,21.67772492172859,21.478242677830384,21.25397529913667,21.365324948020792,21.499689212670688,21.498275138447323,21.60362078042482,21.385913337067393,21.78702523050339
ELAVL1,21.22727995063835,21.359049890696156,21.308438550508896,20.948447698846202,21.185762385080636,21.548403721564462,21.322340531890376,21.370390586916617,21.47574111168604
ELOB,20.707844166729817,21.212563367064135,21.192308451796166,21.254156764972855,20.284394474303937,20.000320222686664,20.3175037216687,19.704620239763578,20.775840379163842
ELOC,22.54752946985817,22.395542148915148,22.25155572052857,22.21247019711022,22.133442980775797,21.972577423100613,21.81555599857476,22.07404462778431,22.2231373994435
EML2,18.917988941606495,18.07057504798588,19.136017322768822,18.604171723438018,18.602239372436483,19.22996003312578,17.578646657200196,18.162224258455844,19.292249920382375
EMD,21.753627184565737,21.84773773042031,21.18853511568781,21.54130205168787,22.00893913986821,20.905026020614375,22.275667358340986,22.501838735274564,21.616052258366793
ENAH,19.23467412191812,19.20114929837319,19.270575680724413,18.74587511906963,18.908709443901834,18.76909766338185,18.723103349362535,19.140242371556077,18.676225909085495
ENO1,25.441440822053462,25.684176159586674,22.681740583891994,23.181626549608463,24.89142675005873,24.468536383132562,24.43079202098696,24.147068284232347,22.89289992460495
ENO3,26.753866880106088,27.097456529561804,27.53013856064527,27.19922084821525,26.159837918420465,27.170869782957414,27.239637023871865,27.45930584892546,26.46949763858422
ENO2,26.753866880106088,27.410822459995558,27.342982636851115,27.19922084821525,26.9777662848809,27.170869782957414,27.239637023871865,27.45930584892546,26.99461667048685
ENOPH1,21.419852511342807,21.88874982395742,21.983758063744624,21.842794221996513,21.543643442261615,20.977814451764623,21.118082481863773,21.389516869677653,20.55935515797376
HSP90B2P,26.746040817457637,26.052326417989423,26.47529706455878,26.714506063497186,26.280496382045463,26.404532008975668,26.24436783091094,26.339700413299692,26.891705965839435
HSP90B1,26.160678606724602,26.157741266795096,25.904220964213312,26.237446437016917,25.823642780503363,26.404487163360805,25.74885199894888,26.074726582314668,26.04730689794806
ENSA,20.745335607890077,21.690999587620333,20.254875104480618,21.091440824254946,21.576159484755024,21.216504497032886,20.64839834179762,21.67913279951771,20.976715950217933
EPCAM,21.426002639225857,22.0352974578615,20.028681145978613,21.397052085904512,21.04279449751903,22.14153555514427,21.972395855495815,21.681863708323608,19.43638463325171
EPHA2,18.314059299400768,19.79578377169565,19.222472024065315,19.661053401186976,18.931553963037082,19.2568404179372,19.27562235122465,19.115563216929175,17.535321463308374
EPPK1,22.846685749074666,23.22449892230055,23.038689426613885,23.1551844424089,23.00089522405346,23.345931497047182,23.10577302134194,22.98664025631821,23.51956417515443
ERAP2,20.846718908387484,20.167460509680442,19.8825013483272,20.530681327078113,20.585481109081,20.646493776139202,20.62120960801803,20.920110814746966,19.94407675764208
ERBB2,25.66247735147899,25.39262514229084,25.260441905806452,25.625683617630063,25.657445428987494,25.504535951717216,25.844355130742578,25.396129097213965,25.451145197221315
ERBB4,25.673387784306144,25.25956313862188,25.56689903893717,25.702116343946066,25.99767268853487,25.791494534754722,25.452112437838522,25.449310017412266,25.702819704244888
ETF1,24.026489328147623,23.89704977873507,23.970663499169163,23.74802286115642,23.650985110702386,24.09208264238827,24.127251263017254,23.996903941979134,23.794728230906614
GSPT1,23.711349867240664,23.803530801731263,23.833635680322814,23.916347133008166,23.33313833730084,23.556656889800813,23.464749815511624,23.525566573862303,23.304067110857076
GSPT2,23.711349867240664,23.45066251381496,23.924152170824296,23.767400310611173,23.33313833730084,23.64367854312956,23.3388396670278,23.507699532894904,23.639879327075565
ERGIC1,22.669940446020625,22.832113034585042,21.82234936765463,22.425019729069653,22.650464293074418,22.732679114808928,23.21493514144177,23.31609677900208,22.282891448956285
ERH,21.470915566207402,21.96497314496792,21.658462101783066,21.984068264093683,21.469696068196487,21.095427761560714,21.503323190653372,21.862747731390655,21.79644081419529
ERLIN1,22.244828621860755,21.78097558477252,21.68723417315121,21.6343748144254,21.93766436507896,21.77342750169122,22.024431011049206,22.112297586341796,22.089014268931972
ERLIN2,22.133662274619837,21.844022552142544,21.937657208686204,21.7283017083735,21.896201097904104,21.702768629335928,21.830128485671203,22.15456164647756,21.8495527161765
ERO1A,23.163348449972702,22.96889917452195,22.83071958932169,23.130400591215015,22.7127219001752,22.7699452496718,22.877423839877466,22.729145730251744,22.616633113378825
ERP29,24.60810907559796,24.360013943731268,24.38471428059647,24.756211778888485,24.492565145336158,24.500237522877818,24.444496792069707,24.454298393282826,24.637364956905728
ERP44,21.57437419001885,21.608195594021478,21.68758493584352,21.383339682403594,21.358398526658647,21.2825797819481,21.423081140567668,21.402230991902186,20.94621077660355
EPS8L2,17.847942353707968,18.501454060050737,18.54595321073036,18.436118322710062,17.49218917888628,17.81315252558303,18.300550890385196,18.3944485136132,17.697726464780136
ESRP1,18.909917208670258,19.495873811727048,19.628717372723067,19.18612799250331,19.028197954839705,19.744879707914397,19.613601839146845,19.71954766940282,18.96153010946182
ESD,20.524817556012714,21.45494540432979,21.278281784349552,21.559590213395552,20.99671049877818,20.33128113799723,20.939541143219046,21.00130773628143,20.470602166358507
ESYT1,18.949829906337058,19.406387289456653,19.147265467947065,18.80167267849657,18.452142757512622,19.31835132876146,19.54661116992733,19.293722838041656,18.712314426241257
ETFA,22.36126266388083,22.28071117987141,22.40362162541761,22.485958765533752,21.6322063294655,22.47043966890704,22.726404610678028,22.653055611453915,22.29517709278574
ETFB,24.008136798932306,23.68870472749581,23.684414320321878,24.145276679205395,24.132701714334615,23.963661604062967,23.639823302072543,23.724473904803833,24.19980692282768
EVPL,24.001799858409207,23.01503860161888,21.71098080354644,21.74926405553844,23.47391715260545,23.33230643222911,22.30487301010063,22.2805282740866,22.6847031997983
EWSR1,23.122005641105158,22.221743097318026,22.31923573354193,22.011500626741014,22.000228429799822,22.599658271064015,22.317924639353908,22.358287405908392,22.846308619409484
EZR,25.065956481861672,25.21332335228842,25.630126259881372,25.94241308281771,25.16427423647776,25.336451294788905,25.746481135914603,25.402123343950947,25.560528859063457
ST13,24.251395108713204,24.017657203199633,24.303240298989508,24.448207016257985,24.44363890058395,24.05428334971382,24.076399320386226,24.04296142552025,24.666089669649672
ST13P5,23.56014023640047,23.311178252308274,23.965014133541956,24.131649797407213,23.7199800978789,23.609569491652483,23.444312724158085,23.21591317795603,24.27377324705862
FAM98B,17.6977426441956,19.822301528684136,19.23655740993943,19.443192442402314,18.473709464110005,19.957050820304733,19.657646125505863,19.63326413394107,16.621487861896284
FAH,18.390923170924324,18.650697330141423,19.131018754410796,19.168107398144375,18.41935600395042,18.741917057684578,18.230766406508295,18.60384080490341,18.676881156222976
FABP5,23.758057510772055,23.51461387812844,24.009955936429687,24.147848439392,23.85054971989651,23.749238122521703,23.17967452989636,23.71662880769148,23.36483586272902
ZMPSTE24,18.438128694002202,20.3475011617121,20.746045278119823,19.046762711044817,17.352382272403176,20.755053731728005,20.40749164783896,20.707028585067704,18.064131447724005
FAF2,21.20754605568764,21.062560467178187,21.706897089710225,21.041453063258963,21.10922271360069,21.77955335049751,21.637076344914682,21.54824606017093,21.266096225773268
FAM3C,22.031923965493554,21.880397939405086,21.96270338291331,22.323413227190112,22.26094914091006,21.906643250599014,22.33302548736355,22.035698400586416,22.262270860524133
FANCI,18.136524133715376,18.244211426470763,17.519638030441307,18.367595165904753,17.95852725587224,18.761969283260072,18.344383915998066,18.596569567959154,17.899884368649474
FASN,21.858405635594572,21.743823157818753,21.61773863100915,21.862580415481016,21.50053372393551,22.06210423874891,21.765059452358113,21.642302272952403,21.556614080888565
FBN2,24.841282964067897,24.125667545250646,24.653850471376362,24.29496158872319,24.833756624317356,24.988303794972836,23.58364906428868,23.37423584883991,24.875412232476204
FBL,23.258138049503454,23.49737234580782,23.301353988026065,23.056173668562188,22.83611624788039,23.974172288085732,23.397105175197296,23.265285363190454,22.34673020876277
FBXO21,22.66202615030712,22.884061998271335,22.268260982309734,22.40998072363867,22.456870922855078,22.51863453301611,22.82067128342633,22.461070965319635,22.592489412324912
FDFT1,21.77707478951233,22.493877748250583,21.96386231748265,22.394723006789636,22.01368351488925,22.44209754821287,22.481157919733594,22.48054090021844,22.27114891417493
FEN1,21.106602924239326,21.123903041794687,21.626494206329973,21.517356227375572,20.642266941061617,21.005058195716305,21.384039455154763,21.21316096466208,21.69762607126281
FERMT2,22.312259315610362,22.927076363088226,23.443965859192062,23.124830506721352,22.071896093008192,22.589510740665887,23.13291192178333,22.720997342214012,23.20444742077613
FIGNL1,22.17235791028221,21.759651518584263,22.108521340771773,22.019958541352906,22.437254850488316,21.877963908733307,22.04171478217698,21.675924473255847,21.791605602928364
FKBP1A,22.54484048789049,22.97167431477923,23.247541309068943,23.509453015923526,23.01491319525914,22.495681084027133,21.685107379648286,22.095224795843766,22.5228857487028
FKBP2,21.046123523053176,20.671696070655575,21.02454270541545,20.8181071121719,20.83168294333843,20.426873979318646,20.098960453783693,20.706014911085155,20.907625144956334
FKBP3,23.42873581814562,22.956739034033625,22.72863816398811,22.64910266447086,23.56641671546706,23.253731114675997,23.434010324777866,23.419166686051433,23.186310514383457
FKBP4,23.089083479369716,23.12795327267071,22.59726807269955,22.77125405139645,23.041402565935634,24.14513400731045,22.818186511052446,23.290949127462117,23.277526998032364
WTAP,22.415801244346913,22.342936735071067,21.30524111128922,21.692487453076062,23.206671494612497,22.047416863788367,22.157083316707073,22.464072630998604,21.38069170783923
FLII,21.07489116688255,21.1339669211781,20.786134466977337,20.70413282267884,21.066902668069396,20.888973710996254,21.259270575841143,21.399784929117132,20.770364139618216
FLNA,25.599052546459532,25.489454025376027,25.653109316571207,25.831061695524657,25.77123021579289,25.649169996575665,25.729393581446438,25.803197166751232,26.080991619242425
FLNB,24.294659220610328,24.096566895498718,23.892772930728718,23.74236869119558,24.133913501610557,23.888260110472434,24.269202060010393,24.340130023611234,24.138614742710427
FLNC,24.2026555018327,24.30410814209219,23.959070971956447,24.24114520091978,24.330452211618027,24.195672298174333,24.705751020806886,24.434872442098957,24.01987482000031
FLOT1,21.69310162198294,22.325277751884027,22.127317671938904,21.857580758818067,22.292238727931206,22.2041024302423,22.202591414611124,22.53128926667737,21.464838211344873
FLOT2,19.32528345344338,20.105854575230993,18.716164494576493,19.582194924023497,19.869136036053888,20.07685278166584,20.192121386425335,19.425067403793182,19.061466213717168
FMR1,23.528487388552016,23.22711215552373,23.18557859877619,23.24820949354371,23.77387232515982,23.22174251461007,23.552372206491253,23.983100838787063,23.694013849905318
FDPS,21.482016377993173,22.037345849424472,22.065340244686332,22.444769737214806,21.821907834585602,21.780123377059823,21.763569495876986,21.793260991218137,20.603183356673362
FRG1,21.793949156322796,21.557731223375253,21.350644460458877,21.64708391589955,23.05820230982175,21.697835479372454,22.41044688723168,21.70789721884169,22.581859256689594
FUBP1,20.700360403598097,20.4348489463658,20.645871284773687,21.263802776294796,20.203715924012865,19.68235634756353,21.406582887761843,20.712790839097078,21.17757952850638
KHSRP,23.84161719427799,23.693230095305033,23.54298310077692,23.275512206380355,23.79766609826617,23.51482292840881,23.60842896396183,23.51106609622923,23.682752548168004
FH,22.47485200870212,22.55854163787899,22.67813030585719,22.930524257773772,22.281345300088287,22.526432257735372,22.65577079501407,22.65305261664718,22.59076977492375
FUS,23.678831211629422,23.332469558150063,24.039198457703506,23.673718685700347,23.57300099800077,23.592015185593553,23.94711360235236,23.721137441325705,23.83252006971651
FXR1,23.343429120537312,23.723124642871326,23.08706085760732,23.75489663486865,23.611176899160338,23.639439603332743,23.683359132778804,23.594482557619358,23.487408834723396
FXR2,23.419889165380738,22.994522167316642,23.475471130499745,23.40162559930544,23.57881310053387,23.166017841861894,23.806521242359743,23.594482557619358,23.757695965338083
G3BP1,23.61289753308804,23.777517685105977,23.64628786359424,24.528590867643892,24.00415679058804,23.435810679299546,23.302384871832103,23.942846673590278,23.33602869445263
G3BP2,20.27525001536041,20.308377017790228,20.053202758448695,20.47713429836228,20.662335085611385,20.25350040519365,20.166242505096484,20.505358566552385,20.048594861564276
GAPDH,27.610325152703112,27.57053874279175,27.508746215638595,27.473104048518515,27.360812906907213,27.84819315578478,27.49026268378036,27.71589390274573,27.66670445971026
G6PD,22.004677512015945,22.10204513873929,21.867652644192205,22.36661021148004,22.160407355769372,22.053114181981385,21.98544239805818,22.045432399830517,21.945292069978244
GPI,23.811271653719892,24.287680707608732,23.947782958250087,24.261455821955884,23.857133298931995,24.379185098279088,23.89158388753429,23.850202316169455,23.835043940592982
GALE,18.35406170987407,19.717727125022147,19.41335630435068,20.11734368310999,19.30498462551843,19.569809123908367,19.16082054772885,19.258590262113223,18.98088505147149
GALK1,16.41678294271293,18.497270920726315,18.06533258745636,18.416199982653744,18.46539741262407,18.63345918018627,18.142408521894033,17.48349293300886,17.67375028706615
GALNT2,19.558375767100543,19.785211178018187,19.42110052232773,19.847826270348047,19.16247614118602,19.78819569997414,19.68545817977511,19.357776227447495,19.81095573443251
GALNT3,19.851081404452014,18.781931551675253,19.270829197784106,18.06703778625201,19.17813750559442,19.494747709955014,19.79556373591155,20.004360042813666,18.447911139314147
GANAB,22.293615015710426,22.235823769819387,22.22673996521444,22.822095940422848,22.545269326901924,22.117234059156473,22.0131473807021,21.643908915132855,22.53598946013024
GNB1,20.775473827338793,20.966364146975806,20.63719601894187,20.960426155777064,21.734044868679703,20.160730156860303,20.836752696094926,21.14905624657716,20.475613652573777
GNB2,22.97841242251195,22.8969896736772,22.864329180570348,22.70426392520605,23.234373521659325,22.791207240542832,23.168265916807933,22.898382844171387,22.667070933451086
GNB4,22.78950197036957,22.477735543818525,23.001645019989056,22.705505262765023,21.326096186800783,22.851723914101353,22.90466054566126,23.325070033996013,22.50238836254416
GNG5,21.9603679746059,21.82981251813049,20.320506198852183,21.11300101486473,20.316833333775033,21.72928206996962,21.28495129054242,21.290073873779384,21.36356639401128
GCSH,21.825293417618575,22.330517869407224,22.316911660022228,22.101140728390163,22.310767657489134,20.962888154192406,21.745410653739093,21.51286137089353,21.0993449331123
GDI1,23.631155541681053,23.761984766116687,23.72096237947816,23.926456878678472,23.661490269148857,23.685138414442477,23.536706458294198,23.915820658350725,23.552623441469077
GDI2,20.328943080663027,20.47607796315645,20.169562359317943,20.91695798871035,21.24800249493966,19.962698251901152,20.850815836055233,20.73630843071381,20.308224061326612
ARHGDIA,24.36758642910873,24.767986791115533,24.300183660505308,24.640416565198596,24.86710984669996,24.326498949216386,24.336747346163044,24.551700816349207,24.383843445978673
ARHGDIB,21.283251268369856,21.10329721079081,20.7737552303984,21.2781833537019,20.12428528303772,20.2133713454309,20.918857226066507,20.759521031899084,20.37719051088532
GSN,23.957312770094966,24.139546153669286,24.100683063022707,24.07748167191061,23.97751660780686,24.096937057722506,24.198222733209768,24.245835611183118,23.93380814757269
GFAP,26.681771978077418,26.93208321463619,26.238329920623002,26.525085286418474,26.4189602995672,27.026428982254203,26.796023492897987,26.818583402166105,26.625568733699176
GFPT2,22.551678920061057,22.740871119301687,22.48251268803326,23.36437405990265,22.941882604798092,22.78446129551933,22.66604611822438,22.677176895543965,21.677023631629197
GGH,20.17337472273198,20.792060832772282,20.887949569549505,21.38578720904532,21.06024604964709,20.809276037752866,20.87123347229461,21.159530913091462,20.614238877215726
