OMICS_ICL103_Mock_24hr_Protein_1_072,OMICS_ICL103_Mock_24hr_Protein_2_046,OMICS_ICL103_Mock_24hr_Protein_4_001,OMICS_ICL103_Mock_24hr_Protein_5_107,OMICS_ICL103_Mock_24hr_Protein_5_107.1,OMICS_ICL103_VN1203_24hr_Protein_1_117,OMICS_ICL103_VN1203_24hr_Protein_1_117.1,OMICS_ICL103_VN1203_24hr_Protein_2_095,OMICS_ICL103_VN1203_24hr_Protein_3_113
COX4I1,23.96452916886767,24.90490431174959,24.288187875345955,24.267269345103095,24.198187102873906,24.378365541859203,24.177635004546275,24.04862049100829,24.608912089256716
COX5A,21.32128117031439,20.374898640546974,20.87402473888645,20.196511944338617,20.880909329839064,20.78656024402255,21.290193719015683,21.54344405062338,21.24715494221705
COX6C,20.786742525878033,20.983842427548304,21.34492122483668,20.4705906633119,21.284899946739664,21.09182413260968,20.994144104280906,20.967588879857004,20.57835606276812
CIAPIN1,19.18741980896949,19.027687259743352,19.305045548741766,19.932459099025174,20.125230502346,19.669656927199455,19.317982246963993,19.90752027448904,17.140762241661136
CPNE1,22.45861890967596,22.181704879090603,22.562637661675126,22.796081964001516,22.78550007041642,22.56938192539273,22.480606349789397,22.785272352241854,22.45894617588723
CPNE3,21.38794225906498,21.359113719554447,21.384890455043283,20.783331584068698,21.101155819042937,21.084624998892334,21.242998930885925,21.28342203912677,21.35856482747911
CAPNS1,23.476238848526958,22.885466221559817,23.27275529198388,23.19380434096808,23.20902188987373,23.261982031139304,23.236826350261456,23.52017820257204,23.292911849537052
CPSF1,22.965620918573315,24.636318621831467,23.824533527322856,24.64727281535071,24.230348753031667,24.960942731516905,21.677766403184005,23.330648826185723,24.793988050898463
CPSF3,19.66349320132982,19.370867168147235,19.519274120753657,19.411054009443053,19.42178961449916,19.520929898641207,23.1377265372666,19.631406037095125,21.98302990750618
NUDT21,20.892504660579185,20.77215431502951,20.872238172731905,20.343253059184054,20.920182075961293,20.32616723102475,20.921848505805528,21.196199547094487,20.400001732699664
CPSF6,22.276130841531653,21.97663725737531,21.871686853665885,21.727182836069492,22.159387321558178,22.17750904529612,22.58138924233139,22.40907320899237,21.710632684923862
CPSF7,18.211949407278283,17.591322418355357,18.486050507204776,18.06787063886603,19.036395299639977,19.24010987349554,19.081101838621034,19.12110195509467,16.219962504815115
CRIP2,22.44599397909453,21.545659526670217,21.72191723796672,21.578015721094665,22.456019820351415,21.275556746575358,22.027506770233032,22.06152922639341,21.906934826355446
CSDE1,21.054402716824868,19.931801889950297,21.472388304921814,21.709928378183562,21.546259281348835,21.497577896850906,21.669658731942086,21.354057412336456,21.225357281928442
CSNK2A1,21.350588180284753,21.28362997784955,21.75647697827915,21.33874859659099,21.57622501398232,21.410246529858572,21.129206920820444,21.500371295236572,21.303773980342022
CSNK2A2,20.12183147333029,20.311813104375265,20.141244385049614,20.104156704670913,20.01790316606734,20.388915081725862,20.61715653649481,20.318106102383908,19.962968315245934
CSNK2A3,21.31169611264245,21.555184573131946,21.672328343804352,21.41257349311374,21.57622501398232,21.49478709188894,21.66389838216998,21.509132881197228,21.06206843532786
CSK,18.617264431409765,18.58548529068997,19.072793164464766,18.74908939492108,18.635498070985385,18.754423421093733,19.119932599257368,18.694846302960165,17.18126141520105
COPS2,19.30395178616765,18.818249960444785,19.746844562099355,19.461901935709555,19.847129952062645,19.6985775960447,19.910235290246355,19.770634871821738,18.802727142542043
COPS3,19.555929336793678,19.6241305933631,20.72826468938663,20.681568903943514,19.517754030442816,20.32003921997513,19.68284218059252,19.596679148769592,19.051179668825704
COPS4,21.456055629686354,20.763662720513224,21.296147726683376,20.94294718436487,21.108467304820365,21.40126866742433,21.39688633600285,21.219952783318746,20.96155580430287
CSRP1,21.87822826076949,21.812146907347994,21.659524577353004,21.234787025734924,21.41192906402814,22.38089374710482,22.030724080526536,22.205878567773617,22.512662661531
CSTF2,19.83538104360777,19.389770860718322,20.082175116501816,19.615242345249275,20.311636160979855,20.08233023642769,20.118408462828153,20.239706465661893,19.599057533974502
CSTF2T,18.780531672616767,18.688104467648863,19.26542426783675,18.980536240760216,19.68155304454268,19.5389806120071,19.309088121992254,19.204361340149582,17.7150546862341
CTNNBL1,20.921932548283138,20.596453705130955,21.5749049009734,21.206510316589863,21.468353389500468,21.726728571084386,21.327098428417,21.540309789935314,19.29177725675282
CTNNA1,22.403328439049034,22.54642381573064,22.289699359875662,21.96857607021498,22.34047282863795,21.78372686683348,22.070173428068657,21.95699121050174,21.894314712052825
CTNNA2,18.56441439177472,18.985003611656467,19.247068512179197,19.063603195341138,18.676359800999485,18.71396686417028,18.70076261619503,18.93793963568153,17.925750605142575
CTNNB1,21.685467080176878,21.780084991705138,22.51709428608786,21.533245015694778,20.636114909667754,20.745943188082563,21.3869678693227,21.3441319267863,20.783516830086217
CTNND1,23.475273238592564,23.336663198862205,23.616091685477564,23.237644486854542,23.29142150998107,23.185041751411447,23.36558224819573,23.450163151402933,22.975975888483905
CUL2,22.248069211728456,22.578096011754248,21.35384638032944,21.88293784642767,22.31415242582,22.05743500815114,22.205123933179635,22.61466028415409,22.151207834050542
CUL4B,19.020136235152737,18.759876822151654,19.72610461596863,19.924684614752543,19.738444643376383,20.271603806707713,20.119948708110158,20.284453431817084,17.897034831882365
CUTA,20.637146191551757,19.645919793138013,19.6228838243281,20.61621934076213,21.123171419571513,20.423725757790656,20.87383539489734,21.34968210220808,20.983280721981508
CYC1,22.60674902403018,22.80419389625932,23.075098097906203,22.69267688483035,22.641580630274355,22.964355241986468,22.896077247995898,22.61637828255852,22.3792722763551
CYB5B,23.34524563150674,22.78291765386841,23.329931609602145,22.673321953859677,22.807603495487992,22.705740606663525,22.999006151890736,22.942099621930083,22.528829485868236
CYB5A,21.73934997590017,22.834964575626543,22.25807847835927,22.339414832429483,20.867795244167738,23.373303943269423,21.657478194216395,22.28906306458216,23.085264403925542
CACYBP,23.29639168573261,23.74603600422084,23.2265951906357,23.88943510438048,23.781362869047083,23.492560278181802,23.084141233724342,23.187819824158787,23.1321716530083
CYCS,23.845796154692252,23.43785941624011,23.897885699056005,24.302282382508338,24.02149375178874,24.251587194702914,23.968386260984445,23.804091438425782,23.034884267834617
CYFIP1,21.56392781080499,20.70047760997307,20.99159479971309,20.531617325641847,21.59290263585983,20.34019705253028,21.948186670656252,22.261237957410607,20.55225183579847
CYFIP2,21.833146966109087,20.70047760997307,20.99159479971309,20.531617325641847,22.13914900870195,20.05490152379064,22.102665843799794,22.551263669019676,20.64821092703172
SPECC1,23.254144131278228,23.66459137267926,22.312342618571307,23.555563259212494,23.08466241447345,22.34218513196719,21.956225803254057,21.72182405247851,21.76579519215224
DAZAP1,21.622700041187947,21.308663218194727,21.447326244307263,21.357504869971898,21.449280326925322,21.545350860220978,21.84206381515358,21.509405302163948,21.929385862303583
DBNL,22.08816699960964,21.801292274980405,22.442644242709502,22.542124306278666,22.643894040974146,21.757197608171374,22.535089064812084,22.431016865717513,22.21219989555313
DYNC1I2,21.27379984059888,21.047617533803873,20.870612311291246,20.318604218675986,21.06702691760004,20.79574424842664,20.65516833065533,21.22177394482263,20.516308433095002
DYNC1LI1,20.489166436900206,20.36826991322587,20.486254897935126,20.397412099765205,20.855587064908065,20.450789774971245,20.59180134431673,21.104215849520017,19.863371508305832
DYNC1LI2,20.59632508211954,20.355982254689337,20.457354941520308,20.52432099556691,20.12739785159035,20.12476680006659,20.59354300061363,20.506545180789963,19.86347884533823
DCUN1D1,21.37877597823774,21.08310774792877,20.862372984961823,21.246382760018612,21.217445772720584,20.981027089358385,21.724020157094273,21.744923514653962,21.695135205562867
DCTN2,21.54785835338236,20.693703912176282,21.259329824033614,20.575729307405084,20.990748895523424,20.399212302671582,21.089489352913404,20.635085991240743,21.211743399298577
DCTPP1,22.695060838435573,22.43395198239002,22.073338008806207,22.964135447235574,22.544093933848576,22.51975005303005,22.058778661674854,22.125270112961644,22.883815297984818
DCXR,17.83461362592108,16.948637630588248,17.166843461032965,18.675344852847925,18.96422296819635,19.321368981336178,18.76733208711488,19.05252428050987,17.272514454817014
DDX19A,21.52211342448183,20.812097401850288,21.784479543603865,21.149229540949143,21.398046257741694,21.116520287004132,21.609042609219053,21.29335156298589,21.019804816255885
DDX19B,21.701580991985914,20.842661077691332,21.802570915182432,21.149229540949143,21.057024932531647,21.08666467428648,21.22441548542461,21.330194321942358,20.75001340785371
DDAH1,21.98255545269518,22.65845582448749,21.59277158876866,23.21814805516466,22.410879072113307,22.426696250007566,22.235550935244255,21.889635854636968,22.096685059125964
DDAH2,22.413844130148036,22.161163140781756,22.193199123907252,22.423833512603462,22.59997451350919,21.792207131217502,22.468662252150114,22.52544246342309,22.495784473582233
DDB1,21.500300910604786,21.843262882791898,21.357470214676436,21.489004430444297,20.633129363813005,20.959414703189196,21.491486830339657,20.81239773796064,20.71157406046523
DDRGK1,18.528973875048916,17.958425246970474,17.915353508770494,17.69890278828317,18.322493882514266,18.42441839860689,18.376233494942596,18.680063210544766,17.76823709844063
DDTL,22.43982403630327,23.50961519770792,22.73665233927089,23.948413913745064,23.452457888109265,23.00872913719558,22.851113650359174,23.24741719462478,23.14600094645156
DDX17,24.707532686100556,23.994586896460667,24.523030762850706,24.208268668170785,24.157212912582217,23.9032594443158,24.36556832607775,24.294833469355304,23.961707359316144
DDX18,21.365141361478035,20.522221264117675,21.40921109895406,20.840918026258343,21.069608152267953,21.614522563812663,21.460490851402522,21.65339505055941,21.030469817902492
DDX1,20.815816068640522,20.11157144381154,19.889854736077957,20.203409035451184,20.568909861175765,20.296527270993778,20.846705355378358,20.737774347882926,20.482795991592575
DDX21,22.973658285400283,22.83004305831386,22.582314134805948,22.213667983867474,22.846887847778575,22.55246898947167,22.792240669592104,23.28447314531127,22.878518704653274
DDX24,18.33343970034343,18.177793177984498,17.580171403243785,18.646901815906816,18.37365860725994,18.058597874865082,17.856818065323036,18.83164923160252,17.900482265453284
DDX3X,22.950929506956246,22.939875772277265,23.107146492890884,22.5722229840856,22.67485132682238,22.2373338385552,22.423353373142184,22.248699501158654,22.371313695970976
DDX3Y,22.18018619932348,22.374428496138023,22.290382196790567,22.135692006901735,22.1972959913024,21.926994562145588,21.86992735565217,21.895092408705487,21.861826599150962
DDX41,22.673592344322465,22.662538609643484,22.749563178394943,22.283178563862812,22.3975141641886,22.441850412384902,22.04825065230735,21.849851733064757,22.03118401050115
DDX46,22.09054230006167,22.10633716054653,21.822404996977212,21.404091257990842,22.020517073768378,21.469606986987934,21.452664760168158,21.72451007983226,21.535822162423425
DDX5,22.41241142319616,22.825421459211547,21.608389594277167,22.395223902041117,22.950199029396416,22.504429593998672,23.1752648766292,23.059492595423375,23.1374794981247
DDX6,20.67232016861773,20.716514347514654,20.8892036321516,20.367806660589245,21.174158445545757,21.033250426811115,20.945447001367647,20.939033923824503,20.003542440202896
DECR1,21.71008244801191,21.37965335297698,21.370430062776634,20.81499505548478,21.878064078684094,21.111214925099347,21.726338585760796,21.40672802692086,21.289025004813155
DEK,22.92001464266323,23.081105483388864,22.912587599461364,22.726493484769527,22.702671183115616,22.589016631925873,22.968162826366342,22.67680078228708,23.20309815506424
DENR,19.60583995342401,19.185934285851964,19.728899266228595,20.122743816879105,20.090908108321095,19.549048019421765,19.792794775489938,19.93517268114728,20.32533351239349
DES,26.995262701378866,26.392566904670524,26.976861991822176,26.5165481844557,26.377074752452206,26.548179040358587,26.979006124147595,26.95969071837361,27.033005936804994
DSP,18.876482565168544,18.716338555377497,18.894423924577858,18.02292902981905,18.791165198579417,17.57181798089708,18.749001232695477,18.94415056963136,18.52386710800351
DSTN,22.16401040137474,22.064718089127247,22.33709860842358,22.081025779516228,22.49450995827511,22.27347460558469,22.369633547763783,22.159646134311625,21.929257718112535
DFFA,19.463150771694565,20.74734749246416,19.968540943384212,20.268424039351185,20.862203035952945,20.46337901178888,20.462546031480535,20.55670786824561,19.0196318734828
HSD17B11,19.403321337741783,18.170972176478635,19.460726626630063,18.64286150253371,19.509604040700406,19.144249547639898,19.823054069081522,19.531590435907372,18.07736290656283
HSD17B12,23.15845567190585,22.283417777331213,23.17022184635963,22.842613492900227,22.903391958254083,23.13941168128492,23.29117425314651,22.945303148139303,22.40445532952674
HSD17B4,21.51599519900537,21.523231935275074,21.684841665476934,21.382627737736605,21.39620598402042,21.29021463858493,21.59675669458224,21.93305825596313,21.282925307557267
DHCR7,22.652383435080225,21.446481617860847,22.66389572647912,22.18727474339861,22.42786795760179,22.730643237441917,22.751853435835773,22.895639267442206,21.777483402271194
GLUD1,21.05296170535092,21.442539397827915,21.30537727541114,21.013676158737905,21.263213286009893,21.320506617504947,21.55462243913321,21.176982920946887,21.38513859114163
GLUD2,21.333945712424907,22.01935648924246,21.476504957253308,21.31105339173691,21.32759329669997,21.599384395656678,21.647421600193567,21.306994884891903,21.656826115610386
DHRS7,17.762577293213678,17.53575504530346,18.353518134131413,17.62600303863588,18.857180760294483,19.027681132551557,18.783834907530213,19.36826410315912,16.736263487329065
SORD,21.739189730520817,21.792210616066107,21.50912243075373,22.432592570624923,22.269619228168942,21.69753846036297,21.777844780806095,21.831011660993717,21.934448819632514
DHX15,22.510222326971512,21.85153416396873,22.42528636586476,22.29914511372172,22.2354133355473,22.5530640185643,22.150087947367417,22.433747281914048,22.242520510283963
DHX16,22.37785620417739,21.71690504904334,22.14080457224734,22.364833313187976,22.2354133355473,22.597803223875744,22.150087947367417,22.393674225308935,22.242520510283963
DHX36,17.869763727421827,16.60239125231049,18.35795571671691,17.737926631369128,17.737184281533054,18.141929670489493,18.505434379804328,17.871258824697293,14.967215326412052
DHX8,22.182058655181105,21.71690504904334,22.250100508226435,22.364833313187976,22.2354133355473,22.5530640185643,22.150087947367417,22.433747281914048,22.242520510283963
DHX9,24.336210861619307,24.034094047903583,24.637387106079327,23.905776547586132,23.838165249914983,24.069110655885005,24.26353418475901,23.992557133979744,24.1877022751993
DIAPH1,22.40148211749488,22.335304251816602,22.898836315101484,22.72389244101999,22.49649505919224,22.873226614344958,22.76244662483773,22.565508902741996,22.07187673041969
SLC25A10,21.613461564421044,20.912898702101536,21.562254699166154,21.40327629446817,20.918624217947432,21.60977428018372,21.618875154437767,22.087181889581608,21.120628629176586
DNAJB11,22.59798970041213,22.67307249126884,22.19027187569304,21.61709132408088,22.518373705255947,22.269871394029963,22.63974668057605,22.825266948018275,22.56750927405055
DKC1,20.527099201160425,20.44427502966412,20.350887430618585,20.451179154131697,20.01269826501001,19.87744647815332,20.563794950525548,20.019315724536554,20.03550529456311
DLD,21.296230441731154,20.754594500890853,20.692190387801624,20.665152701275424,20.88800387178435,20.867151648139412,21.16981863994474,21.26609065051007,21.003293384801943
DYNLRB1,21.61614746676189,19.811694505198485,20.221889958856934,21.883427649064355,22.02685663119904,20.89377007465118,20.705188533074825,20.831653946007417,21.465751958932934
DNAJA1,22.722142198647486,22.611301641546547,22.668624748488575,22.551106903565493,22.552681252027313,22.71890342384698,22.5663893822682,22.66724627093712,21.820779058382435
DNAJA2,21.810872062410482,21.209517799506454,21.74037471428366,21.12207828433929,21.566097892837412,21.93394895330141,21.888246800039436,22.019588245548803,20.824072118341018
DNAJB1,21.14960610999977,20.420456388988708,21.550748438646426,21.531536949900104,21.105734393195554,20.644895201627996,20.816801322084956,21.25155301011968,21.183489570470698
DNAJC7,20.59464564283314,20.891676121789345,20.79120074211961,20.500769810770763,20.891184448566882,20.040964687752474,20.482124714007686,20.3960993031962,20.54987080905107
DNAJC9,20.652184668402008,20.163094853498606,20.82889663463079,20.128246885781422,20.719229648799576,20.015098940190306,20.358496355672386,20.13813618444483,20.845821614535637
LIG1,20.76686108054104,21.123204530984843,21.283162649057402,21.463501009631937,20.630340800092426,21.742771361571403,21.06034170960883,20.558265676817395,20.921239046749555
DNPEP,19.479485259751833,19.018658741027195,18.019422949710854,19.463347855548005,19.511092430700955,19.158405765215186,19.507769017402502,19.51417943632736,19.77589134363192
DNPH1,22.848813966487928,23.13464329980164,22.30837326759597,23.425971345453917,23.719867358517988,22.96356584401169,23.12195093876664,22.800195899975662,23.335400857147825
DDT,22.878978305245454,23.314984919032796,22.7631709929702,23.978599438375205,23.597583268616823,23.009239072644263,23.075643801693843,23.208564597212963,23.01635308718026
DOLPP1,23.25708721245185,22.705763142601548,23.743023945062703,22.16526774571367,22.899226229487113,23.359620098218688,23.400281960583133,23.588523560268612,22.97264546482252
DPY30,20.05431671645846,19.37869975039829,19.921244078097484,18.764044287796942,20.23796970439385,20.228899502554384,19.7559078495186,21.473557114249076,20.14349862032174
CRMP1,21.610704283627943,21.497388165254307,21.34109875901289,21.36378927982711,21.42292784903626,21.45773716436028,21.633880022362778,22.41741334492653,21.411386164421902
DPYSL2,21.735547095383925,21.497388165254307,21.130177294907735,21.534438624447038,21.255798015101696,21.43406093261889,21.7820784762995,21.802733461764113,21.464349180669924
DBN1,23.35055164571544,23.65274679423991,23.313379246293707,22.967328475087832,23.13888709497045,23.525755511935827,23.556979823558304,23.636787669349253,22.962079991345647
DRG1,20.572498201179833,20.260663675797726,21.276780352821,20.736615527879216,21.2594011398544,21.48687539010045,21.360537514035848,21.072268172885728,19.76411363354294
DRG2,23.278756047790402,22.142619102439262,23.231796546111205,22.966897220557616,23.435721650899232,23.334825578071047,23.42048303272072,23.288039181444407,23.183156115025486
DSG2,21.421332583312925,21.68399401494126,21.163362465220672,21.597239876136136,21.252204273367635,20.73624192882017,21.06243408572336,20.639737479643998,21.33902940582925
ADAR,18.845578136021928,18.476808297317323,18.89808147949885,18.614243335546405,18.55477852472966,18.99488635018455,18.766729093932835,18.89523028917524,18.602135002425275
DUT,22.77516396599797,22.86593629541489,22.80052914889884,23.825316700176742,23.549401502710534,22.96051220843816,22.966257865416676,23.02553664132163,23.23162960988178
DDX39A,24.5945042367832,24.70870112782964,24.78375799402128,24.805289201977356,24.21076101312476,24.83723877511008,24.72391026957437,24.78062877205454,24.987059745915253
DDX39B,23.911462414770426,23.849798212475307,24.005015318735374,24.096598347360015,23.693360903539787,24.113575405755867,23.999158485723147,24.056762883973654,24.048779441928477
DNAH10,17.268500327767466,19.463700771895795,19.264636632821677,19.566068167696802,19.440691780479728,20.81975192124563,20.185361641620695,20.037075646004052,18.42930493996809
DYNC1H1,22.42830317455028,21.717562253361017,21.98019349906528,21.745465307247443,21.925004261935406,22.275875786049664,22.00480652980379,22.047293780279034,21.452288923341257
DYNLL1,22.765328280502125,21.558376785009976,23.411201755525383,23.317064491423558,23.066995527468794,23.909849886899323,22.921939440565406,23.201429420430415,21.665446179524615
DYNLT1,20.835346322699436,19.5087378627214,19.87196992888078,20.35600051361005,21.029118696136756,20.88404566070257,21.13326020539475,20.98740600477462,18.826603015249994
DNM2,17.976584304114937,18.287595875302618,18.58650370201116,18.373498467982458,17.65093977538099,18.59051005021385,18.323782633878142,18.374529143972584,17.998262853174904
DHFR,22.07480227238949,21.45098735105743,21.463763673202905,22.547891807453407,22.16849857721129,21.862921304231012,21.734623953672877,21.75385827012511,21.613165064093586
DST,20.21829508601143,19.52330353891387,19.809601512070657,19.76358408932399,19.215782142702594,19.581363853108655,20.10294092433766,20.866129018670556,19.52921412510376
EIF2AK2,20.735143213867794,21.18029723208212,21.150173819011677,21.229349501074914,21.16124146279774,21.64527838531763,21.33175400028479,21.39498516634906,20.46482420038964
EPB41L1,20.759138550718088,20.67215536975249,21.058829423440958,21.515281210380056,20.78766586385352,21.70169778580121,20.404626348185634,20.28757885426078,20.584935907568095
EPB41L2,23.15697198992755,23.084453974370884,23.42165913263358,23.366478292044516,23.22585351607583,22.881761025646448,23.032761226955557,23.250849563130785,23.11283568734671
EBNA1BP2,20.594212299143308,20.37129065809503,20.44081702018818,20.266033088950188,20.050281035209345,20.561391938587825,20.657438794346433,20.405858587602534,20.40636674424502
ECH1,21.324767027735767,21.314571098466793,21.58141944985432,21.058208100339655,21.070503048584477,21.358886460534258,21.329580580526496,21.260838167910943,21.397388545485175
HADHA,22.437421291028066,22.500381226378465,22.466049204442058,22.275122867500947,22.238735385167132,22.507963368931318,22.494692298355062,22.357752769396413,22.604380150068586
HADHB,22.69335181626305,22.632720493189453,22.550787065211853,22.398618001652622,22.437381453485607,22.55734562040775,22.721261810370947,22.81799979455686,23.010418232877186
ECHS1,20.16829503954391,20.652179076931034,20.179790142090653,19.975238190288955,20.161937378057807,20.280035345787972,20.32513083127987,20.683059676606533,20.65776021527405
ECI1,19.486716256705318,20.944394735207318,19.365855517066166,19.18264308342025,20.056559467720344,19.286527139863022,20.20630046200789,19.858540638263587,20.05146430842552
ECI2,17.04054953635599,15.622850533700916,19.180808498972134,18.90156882348094,19.650828661764898,20.416317293572877,19.005311000362735,19.492510022621296,15.898416372166032
ECPAS,18.709713788559533,18.125088371326843,18.898380642978474,18.2370293915914,18.997172428044767,19.054303994291594,19.465927685795933,19.28432389052422,18.20604959936975
EDC4,20.89740691085521,20.7642491265592,20.98059614676964,20.186319606661353,20.25516008639671,20.33736132183681,20.78071104664283,20.606718215452076,20.51486238251953
EDF1,16.81351000616077,18.088251296619415,18.27146319430254,17.7860923636268,17.896257918342656,18.158252030565166,18.132679557786552,17.96918202942755,18.049130576161822
EEF1A1,24.689601463276805,25.01124253775029,23.83094946445621,25.173995315355622,24.780750995394353,23.35653816564814,24.503377022531946,26.313827103829894,24.422178521906815
EEF1A2,25.57266420814917,25.425239880480156,25.624267661037774,25.967050335682345,25.761105354462643,25.647876675995015,25.79214412116839,25.923079199517364,25.43712395155093
EEF1A1P5,29.7945979455224,29.961205710386004,29.805968244909998,30.393566138117862,29.670470498816314,30.054416996408932,29.67628334023618,29.812449249928218,30.35802886326598
EEF1B2,25.874556466556307,25.5007365356146,25.61283885885549,25.819938073432517,25.69649918535235,26.260063048438475,26.096133808821058,26.17424045168649,25.999088212196845
EEF1D,23.228880588326042,23.381337685993827,23.200078524917764,22.45501116558036,23.39342259070729,23.14355783041605,23.35658887947816,23.354013435851734,23.82646327533176
EEF1G,24.46534388159349,24.034981844564022,24.67331816062456,24.589412558293944,24.65821922731722,24.76754479441713,24.798482224265413,24.83570972403687,24.443452135235013
EEF2,23.19826479133573,23.138114309115704,23.351310336162307,23.5161441849974,23.763576860854553,23.43960435946594,23.19743540576458,23.399107199959786,23.531215648104165
GFM1,21.19795090016607,21.297247459944444,21.375124968084947,21.250035169214627,21.162862620365242,20.865012496029692,21.181115573500442,21.167822046463066,21.14728893391193
EFHD2,21.091377475261936,19.787772607814915,21.31408125072641,21.765485320973895,20.797989561590352,20.910749738606807,20.48197584301426,20.937321407024974,20.261375127588995
EFR3A,17.60272305335906,16.819221398763116,17.82550732703192,17.604573709210833,17.439978294503028,17.157739414321842,17.355149962116013,17.536258168604387,17.09934950295656
EHD1,21.84578938844226,21.23164250104967,21.715654302771128,21.708692094191647,21.828297094676245,21.513652283158045,21.540440814992365,21.77325189148618,21.55816167653952
EHD2,17.995899108177355,18.23875832033298,19.736356760318408,19.786491166787158,19.71969765069784,20.732264489198272,18.790689110803413,19.66589901351088,17.518138905296563
EHD3,21.9160634599274,20.95133170405186,21.29608662198615,21.165839804477905,21.49830107282268,21.145630660156375,21.10969701308642,21.638302979143763,20.416122014034755
EHD4,20.443677242799836,21.187123163848245,21.0825756701552,21.165839804477905,21.338706870384236,21.340366369742583,21.095845563504806,21.22707958204905,20.35186863686993
EIF2B1,20.34256103442057,20.67906294465548,21.88409724853736,21.613670568986183,21.36783318939599,21.425078895787127,21.606005923932866,21.7916526282334,17.951738477831928
EIF2B2,18.190576924251197,18.25159294506054,17.99299752080607,19.122517034306938,19.665023543320448,19.456390028391958,19.074205491230387,19.224076125570072,17.28620835097341
EIF2A,22.266384101902403,22.192954316585336,22.321591354193885,21.81455500961572,22.04517864972071,21.99803679304574,22.40224238073839,22.223380830304045,21.85983161794375
EIF3B,22.33298838908098,22.614161158562244,22.595440639017625,22.53224557456751,22.602721665933043,22.683956277691834,22.563107574304382,22.394445038254634,22.365768351570843
EIF3C,21.570960260037115,21.760400867769448,21.626776320229826,21.615173993728753,21.478614175098585,21.498275138447323,21.60362078042482,21.385913337067393,21.78702523050339
EIF3D,21.098864627931192,20.68209778609461,20.838199654612644,20.61877542936346,21.037764221741952,20.389210700417397,21.063110184731947,21.056797075366248,21.12036647214082
EIF3E,21.670673346043703,21.138510940993072,21.96317072364985,21.442469639314073,21.84599651369812,22.04670883751118,21.96066957464116,21.91095468718709,21.653268298572158
EIF3F,23.133160895797815,22.825170219125557,22.425035993602638,22.839264396778525,23.19705868451546,23.103328377201336,23.13741248789144,22.97223691817465,22.808637517069812
EIF3G,19.35305779239117,19.973080877328773,19.509471145686238,19.72555822177079,19.526497829029385,19.172886949763747,19.90441640101853,20.038390988903494,20.402455853761982
EIF3H,20.25938803862608,19.858671537548386,20.069642014302758,20.238823564133398,20.536340540737577,20.23014389508998,20.328698809347202,20.549497079175644,19.940443618094204
EIF3I,21.2210626472803,21.511965419877153,21.661931147900827,21.35784550173993,21.67583406154845,21.528321415829033,21.466237651740965,21.754368997931607,21.104465141630392
EIF3J,21.61076983269874,22.40777013517567,21.79968291542951,21.917396999718196,21.99194152875168,21.83236302591647,21.598197623431542,21.76409165046111,22.58403279267374
EIF3K,19.70652695122751,21.102857522317997,20.634083531487633,20.57962545355885,20.104637434320185,20.56350425703892,20.303488207279912,20.350210301254172,20.918165139037956
EIF3L,21.326973048835555,20.838403043632894,21.151321106384863,21.065911307467942,21.118400790198763,21.710026094153985,21.51839260700984,21.784994342160598,21.155486143119724
EIF3M,22.002429406099733,20.53550125305589,21.546465981955162,21.826080225573673,21.447670973473258,22.025017201279265,21.74040413569572,21.76373393579245,20.77053662270615
EIF3CL,21.570960260037115,21.760400867769448,21.583132092015937,21.615173993728753,21.478614175098585,21.498275138447323,21.60362078042482,21.385913337067393,21.78702523050339
ELAVL1,21.440400246323662,21.707512811145197,21.60032847339899,21.048931999192234,21.36503870096318,21.548403721564462,21.322340531890376,21.370390586916617,21.47574111168604
ELOC,22.191801921635196,21.84071847241041,22.258785201174422,22.454024208987022,22.571276572491737,21.972577423100613,21.81555599857476,22.07404462778431,22.2231373994435
ELOVL1,21.847636246638586,20.988275399264346,22.846672080052695,21.92823304438254,21.607975413516527,21.56520596837953,21.971634723081838,21.671599485689892,21.22368547897498
EMD,22.419092763091705,22.627217483589426,22.88149806251981,21.819732423295314,21.902191294727935,20.905026020614375,22.275667358340986,22.501838735274564,21.616052258366793
ENAH,19.43194837724497,19.763030627700186,19.07415821957241,19.128725692360316,19.82504145080977,18.76909766338185,18.723103349362535,19.140242371556077,18.676225909085495
ENO1,24.523673555356357,23.7028361261742,25.161063751132254,24.941406590883755,24.77089730687225,24.468536383132562,24.43079202098696,24.147068284232347,22.89289992460495
ENO3,26.992195750606736,26.75028616228494,26.451653729007546,27.513338078342457,27.41016407825704,27.170869782957414,27.239637023871865,27.45930584892546,26.46949763858422
ENO2,26.992195750606736,26.4121373847025,26.451653729007546,27.288050268100143,27.683009453358064,27.170869782957414,27.239637023871865,27.45930584892546,26.99461667048685
ENOPH1,20.803299563331745,21.052472301526237,21.397197657378914,21.632974909624004,22.26622418152017,20.977814451764623,21.118082481863773,21.389516869677653,20.55935515797376
HSP90B2P,26.21377404158627,26.32922886467084,26.98957183499725,26.12366277108385,26.09485636750155,26.404532008975668,26.24436783091094,26.339700413299692,26.891705965839435
HSP90B1,25.882116501779777,25.725289159447865,26.292242676613498,26.138270177881292,25.712485348423463,26.404487163360805,25.74885199894888,26.074726582314668,26.04730689794806
ENSA,21.781689047000587,20.945737763166093,20.813679917062366,21.84344494749113,20.94450356720155,21.216504497032886,20.64839834179762,21.67913279951771,20.976715950217933
