OMICS_ICL103_Mock_24hr_Protein_1_072,OMICS_ICL103_Mock_24hr_Protein_2_046,OMICS_ICL103_Mock_24hr_Protein_4_001,OMICS_ICL103_Mock_24hr_Protein_5_107,OMICS_ICL103_Mock_24hr_Protein_5_107.1,OMICS_ICL103_VN1203_24hr_Protein_1_117,OMICS_ICL103_VN1203_24hr_Protein_1_117.1,OMICS_ICL103_VN1203_24hr_Protein_2_095,OMICS_ICL103_VN1203_24hr_Protein_3_113
EPCAM,22.48580572405163,20.758112252933252,21.655862241098337,21.32328760989018,21.99067513967063,22.14153555514427,21.972395855495815,21.681863708323608,19.43638463325171
EPHA2,18.435806040263383,19.03030209652128,19.178433865236194,19.12457181529274,19.446803043573606,19.2568404179372,19.27562235122465,19.115563216929175,17.535321463308374
EPPK1,23.227206076086652,23.778599084531486,22.98691924534326,22.440891823052525,22.33419754028186,23.345931497047182,23.10577302134194,22.98664025631821,23.51956417515443
ERAP2,20.642955229973737,19.797742385945313,20.570891713545127,20.351690422562935,20.356153042169296,20.646493776139202,20.62120960801803,20.920110814746966,19.94407675764208
ERBB2,26.395205955621265,26.269457335862285,26.4846647314854,25.978763151738555,25.608804200566304,25.504535951717216,25.844355130742578,25.396129097213965,25.451145197221315
ERBB4,25.749341551622933,25.644804414879175,26.21521403765916,26.030790557853493,25.654565783058217,25.791494534754722,25.452112437838522,25.449310017412266,25.702819704244888
ETF1,23.876377834523307,23.81734105702367,24.060432542466607,23.5795986027847,23.73248854159941,24.09208264238827,24.127251263017254,23.996903941979134,23.794728230906614
GSPT1,23.306095447685095,23.7888478378471,23.228544374075053,24.037215231950597,23.719581842967145,23.556656889800813,23.464749815511624,23.525566573862303,23.304067110857076
GSPT2,23.55884042384114,23.75900281678594,22.914210075601112,24.037215231950597,23.119592980245198,23.64367854312956,23.3388396670278,23.507699532894904,23.639879327075565
ERGIC1,22.825771610071676,22.307385878063336,22.78555652223036,22.670175478126694,22.745939369694717,22.732679114808928,23.21493514144177,23.31609677900208,22.282891448956285
ERH,21.209777089596873,22.1449873091302,21.63820894637933,20.613468986885387,21.78907909981608,21.095427761560714,21.503323190653372,21.862747731390655,21.79644081419529
ERLIN1,21.996339207563327,21.27561542704892,22.796523296432518,21.931199340365083,21.783809683551535,21.77342750169122,22.024431011049206,22.112297586341796,22.089014268931972
ERLIN2,21.99634697627426,21.638209642198593,22.49044480022267,21.501842102817907,21.867973976631074,21.702768629335928,21.830128485671203,22.15456164647756,21.8495527161765
ERO1A,22.84739224365044,21.731453852245178,22.453696414601104,22.41081906370789,22.695770372629628,22.7699452496718,22.877423839877466,22.729145730251744,22.616633113378825
ERP29,24.599433532772792,24.013017204650772,24.20335655981819,24.604007817831544,24.374690351052212,24.500237522877818,24.444496792069707,24.454298393282826,24.637364956905728
ERP44,21.33114294339805,20.997053840488803,21.528714344257182,21.70193356964917,21.50563553506025,21.2825797819481,21.423081140567668,21.402230991902186,20.94621077660355
EPS8L2,17.978825265512633,17.322398214557023,17.940810531140215,17.382337396405347,18.5098454623484,17.81315252558303,18.300550890385196,18.3944485136132,17.697726464780136
ESRP1,19.975648308504574,19.444788825691884,19.724156879668204,19.654468800132694,20.014192190688068,19.744879707914397,19.613601839146845,19.71954766940282,18.96153010946182
ESD,20.915682724272813,19.871029933148723,20.378928130600574,21.519958143258677,21.46572366666704,20.33128113799723,20.939541143219046,21.00130773628143,20.470602166358507
ESYT1,19.512051748455853,18.479453746053977,19.415222297529183,18.985652814705688,19.075430563055395,19.31835132876146,19.54661116992733,19.293722838041656,18.712314426241257
ETFA,21.967834721297752,22.609599711725124,22.6738252809906,22.90569016625397,22.7358493047573,22.47043966890704,22.726404610678028,22.653055611453915,22.29517709278574
ETFB,23.71772137302199,23.760956532602744,23.508637281943084,23.84052481925538,23.76708353173969,23.963661604062967,23.639823302072543,23.724473904803833,24.19980692282768
EWSR1,22.53818458765616,22.345942686834732,22.320209329206953,23.027154036227824,21.964999525920845,22.599658271064015,22.317924639353908,22.358287405908392,22.846308619409484
EXOC3,18.090765687713123,17.133117389499425,18.04844801086888,18.05730884293012,18.331248820733418,18.355091681948224,18.416146775291597,18.33869596806578,17.68933517939587
EZR,25.203568293495362,25.24751874575947,25.522639180050607,25.91117018858562,25.44615063681672,25.336451294788905,25.746481135914603,25.402123343950947,25.560528859063457
ST13,24.002529386927055,24.465633921668175,23.940582076558833,24.883906408719117,24.23633964084238,24.05428334971382,24.076399320386226,24.04296142552025,24.666089669649672
ST13P5,23.630294678888433,24.280590133684505,23.30610967777044,23.87243221915926,23.498437410025172,23.609569491652483,23.444312724158085,23.21591317795603,24.27377324705862
FAM136A,26.012219378345215,25.620440916115175,25.915510492874947,20.041311488903645,25.812189603993012,25.626436616915882,25.666091738949454,25.514073719060082,25.8094807302122
FAM186A,22.716528863386426,23.553046473555945,23.518122183486494,23.07074465019298,23.397690561482847,22.8975481753482,22.547371319830855,23.77392350853326,24.4038632563079
FAM98B,18.766599128842017,18.074771863070847,19.274677731843152,18.714438445587017,19.425800811457744,19.957050820304733,19.657646125505863,19.63326413394107,16.621487861896284
FAH,19.15207916922441,18.43204579094516,18.299499290957616,19.47542897868049,19.247781815193672,18.741917057684578,18.230766406508295,18.60384080490341,18.676881156222976
FABP5,23.346481141774586,23.06835338795565,23.412656533142695,24.317782775940486,24.132960213991126,23.749238122521703,23.17967452989636,23.71662880769148,23.36483586272902
ZMPSTE24,19.564566926737527,19.67668620516903,20.22621939965147,19.329381320655628,20.27247247081675,20.755053731728005,20.40749164783896,20.707028585067704,18.064131447724005
FAF2,20.837789800642565,20.764028813638173,21.70016946804608,20.802529603213472,21.270605084803204,21.77955335049751,21.637076344914682,21.54824606017093,21.266096225773268
FAM3C,22.924590727501847,21.981664347438247,22.597739621823685,21.718595611489043,22.01430608794506,21.906643250599014,22.33302548736355,22.035698400586416,22.262270860524133
FANCI,18.2392943498828,17.052714390402414,18.359969119558375,18.194967922325436,18.59085545625883,18.761969283260072,18.344383915998066,18.596569567959154,17.899884368649474
FASN,21.595118718233437,21.815359548762665,21.71209359464081,21.726747473019437,21.685814259423413,22.06210423874891,21.765059452358113,21.642302272952403,21.556614080888565
FBN2,23.678834719446847,24.23889445119884,25.091536775645636,24.530582753469094,24.297127241085455,24.988303794972836,23.58364906428868,23.37423584883991,24.875412232476204
FBL,22.787172581824233,23.14048312049875,23.091586817534235,22.810338406515278,22.67866458785393,23.974172288085732,23.397105175197296,23.265285363190454,22.34673020876277
FBXO21,22.28363932617529,23.044660782441365,22.797377594949783,22.537156561336932,22.428641440122295,22.51863453301611,22.82067128342633,22.461070965319635,22.592489412324912
FDFT1,23.15564845330048,23.76908778601142,23.31332367816837,23.063889624372973,22.896972496403254,22.44209754821287,22.481157919733594,22.48054090021844,22.27114891417493
FEN1,21.21639110155354,21.198813015361786,21.26619606503207,21.076640305448727,21.284182834027018,21.005058195716305,21.384039455154763,21.21316096466208,21.69762607126281
FERMT2,23.257547986727765,22.7716973185691,22.74693123092324,22.259515336696243,22.71384868264525,22.589510740665887,23.13291192178333,22.720997342214012,23.20444742077613
FIGNL1,22.281516221027573,21.633640688975287,22.402879791118576,22.14280124705777,22.034088571775857,21.877963908733307,22.04171478217698,21.675924473255847,21.791605602928364
FKBP1A,22.02440781317053,21.588561863381553,21.5232203975671,23.61812474191578,22.957559630709053,22.495681084027133,21.685107379648286,22.095224795843766,22.5228857487028
FKBP2,20.054419464264768,21.45659212066974,20.251011783305053,20.606335905387542,20.656466451567116,20.426873979318646,20.098960453783693,20.706014911085155,20.907625144956334
FKBP3,23.354660360181526,23.049070886075345,23.1427759641225,22.760465059494894,23.235537591689486,23.253731114675997,23.434010324777866,23.419166686051433,23.186310514383457
FKBP4,21.97767500317059,22.422373924621038,23.638071935492867,23.81536681444276,23.113646846040538,24.14513400731045,22.818186511052446,23.290949127462117,23.277526998032364
WTAP,21.359038060827807,20.504677568636577,21.67878854077774,22.720163147134862,21.76572701911514,22.047416863788367,22.157083316707073,22.464072630998604,21.38069170783923
FLII,21.076435809476216,21.045958854746328,20.633831721011795,20.672206277363223,20.88556311525221,20.888973710996254,21.259270575841143,21.399784929117132,20.770364139618216
FLNA,25.93198693774483,26.046136709133137,25.62792245765731,25.695956632284716,25.695994221646846,25.649169996575665,25.729393581446438,25.803197166751232,26.080991619242425
FLNB,24.246198028826708,24.031450753533353,24.251540905903326,23.802381517111208,24.270502832469873,23.888260110472434,24.269202060010393,24.340130023611234,24.138614742710427
FLNC,24.25230087642068,23.903284780254754,24.52242234151225,24.271025193755136,24.377598264899106,24.195672298174333,24.705751020806886,24.434872442098957,24.01987482000031
FLOT1,22.079467071895746,22.180299719831684,22.742011850409796,21.878039770637322,22.272891958106225,22.2041024302423,22.202591414611124,22.53128926667737,21.464838211344873
FMR1,23.98564713624467,23.97071173420769,23.745765125677686,23.472194887002374,23.61675690957105,23.22174251461007,23.552372206491253,23.983100838787063,23.694013849905318
FDPS,21.21657536672821,21.402745766760276,21.909919785258623,22.343161068763525,21.99968767202597,21.780123377059823,21.763569495876986,21.793260991218137,20.603183356673362
FRG1,22.627501951421365,23.256411307477077,23.126219782254235,22.74291230255714,22.254838503883278,21.697835479372454,22.41044688723168,21.70789721884169,22.581859256689594
FUBP1,21.088505202447976,21.832300344295447,21.13556460997111,20.378615689606953,20.218060027828827,19.68235634756353,21.406582887761843,20.712790839097078,21.17757952850638
KHSRP,23.8876112053278,23.324712643765686,23.93939902197136,23.46642482748839,23.540122266897605,23.51482292840881,23.60842896396183,23.51106609622923,23.682752548168004
FH,22.60113298201602,22.13169184084952,22.049903308302582,22.42965149650243,22.88788651590054,22.526432257735372,22.65577079501407,22.65305261664718,22.59076977492375
FUS,23.54974296349537,24.586068999792456,23.472416194158548,23.41537147876827,23.563809973726045,23.592015185593553,23.94711360235236,23.721137441325705,23.83252006971651
FXR1,23.576136134229078,23.558717268770955,23.88612309045559,23.4230621525757,23.74252511576197,23.639439603332743,23.683359132778804,23.594482557619358,23.487408834723396
FXR2,23.98564713624467,23.83223273579828,23.19262567722084,23.149991388517243,23.23930818184334,23.166017841861894,23.806521242359743,23.594482557619358,23.757695965338083
G3BP1,24.19553127390585,24.476197078312147,24.27424738185067,23.930924421153545,24.59426251866998,23.435810679299546,23.302384871832103,23.942846673590278,23.33602869445263
G3BP2,20.13229621449147,21.022534649185552,19.943840455631502,20.93724885741436,20.48104576592774,20.25350040519365,20.166242505096484,20.505358566552385,20.048594861564276
GAPDH,27.48852876624344,27.350788807854183,27.130756835347192,28.088663244488266,27.63391988842854,27.84819315578478,27.49026268378036,27.71589390274573,27.66670445971026
G6PD,21.928773579650304,21.84231163343688,21.938564080666588,22.521255157046923,22.287038345488522,22.053114181981385,21.98544239805818,22.045432399830517,21.945292069978244
GPI,23.98662013183072,23.878446679534836,23.99970878645496,24.487873941582535,24.16025864978339,24.379185098279088,23.89158388753429,23.850202316169455,23.835043940592982
GALE,19.46385763849409,18.454444448500297,18.59976586788244,19.89475019561693,19.58756473347197,19.569809123908367,19.16082054772885,19.258590262113223,18.98088505147149
GALK1,17.69051831267766,18.69548815452213,18.741033975473528,18.114564558311372,18.112133849960667,18.63345918018627,18.142408521894033,17.48349293300886,17.67375028706615
GALNT2,19.77253187746267,19.46613132249662,19.54277272579518,18.874950754554245,19.43647180435539,19.78819569997414,19.68545817977511,19.357776227447495,19.81095573443251
GALNT3,19.793956742903895,18.76876674305612,20.02426466007235,18.821321608195674,19.54599610159993,19.494747709955014,19.79556373591155,20.004360042813666,18.447911139314147
GANAB,21.968168484591825,22.94452088510883,22.533179509058044,22.44992511435457,22.050436295481195,22.117234059156473,22.0131473807021,21.643908915132855,22.53598946013024
GNB1,21.271199200877188,20.778415196009277,21.398004928312634,20.499168548403183,21.051034559674324,20.160730156860303,20.836752696094926,21.14905624657716,20.475613652573777
GNB2,23.066152346058658,22.990317534999352,23.195888619337417,22.947412471187594,23.053488886530996,22.791207240542832,23.168265916807933,22.898382844171387,22.667070933451086
GNB4,22.396296028139652,22.861448885519366,22.71287118588826,22.870841997743696,22.92462023705101,22.851723914101353,22.90466054566126,23.325070033996013,22.50238836254416
GNG12,21.314694160839153,22.22656201682116,21.749452579758366,21.352637389984928,21.148605918145314,20.979620776216564,20.687081879880264,21.55858457780313,21.23453708032801
GNG5,21.236473785091768,21.35433565512331,22.108811499040698,21.276250767173828,21.463200825955926,21.72928206996962,21.28495129054242,21.290073873779384,21.36356639401128
GCSH,20.741666581772726,20.854073201910072,20.961992134374334,21.643397283239093,21.64257115484291,20.962888154192406,21.745410653739093,21.51286137089353,21.0993449331123
GDI1,23.657436494992805,23.48442628231967,23.823817492445286,23.603481667071737,23.691585192706874,23.685138414442477,23.536706458294198,23.915820658350725,23.552623441469077
ARHGDIA,24.291680254729442,23.83565407626155,24.135258657686812,24.51274825171932,24.867912682070568,24.326498949216386,24.336747346163044,24.551700816349207,24.383843445978673
ARHGDIB,20.707639887409698,19.849637196120323,20.24818662153244,20.881345038715853,21.079014771742575,20.2133713454309,20.918857226066507,20.759521031899084,20.37719051088532
GSN,24.176025294239814,24.028197173941543,24.27204927411299,24.05695295265023,24.30399045829866,24.096937057722506,24.198222733209768,24.245835611183118,23.93380814757269
GFAP,26.17306194469604,27.063653385548164,26.94133137729795,26.536918342699455,26.3830952362779,27.026428982254203,26.796023492897987,26.818583402166105,26.625568733699176
