OMICS_ICL103_Mock_3hr_Protein_1_079,OMICS_ICL103_Mock_3hr_Protein_2_027,OMICS_ICL103_Mock_3hr_Protein_3_025,OMICS_ICL103_Mock_3hr_Protein_4_007,OMICS_ICL103_Mock_3hr_Protein_5_063,OMICS_ICL103_NS1_3hr_Protein_1_059,OMICS_ICL103_NS1_3hr_Protein_2_044,OMICS_ICL103_NS1_3hr_Protein_3_014,OMICS_ICL103_NS1_3hr_Protein_4_033,OMICS_ICL103_NS1_3hr_Protein_5_081,OMICS_ICL103_VN1203_3hr_Protein_1_085,OMICS_ICL103_VN1203_3hr_Protein_2_058,OMICS_ICL103_VN1203_3hr_Protein_3_076,OMICS_ICL103_VN1203_3hr_Protein_4_087,OMICS_ICL103_VN1203_3hr_Protein_5_008
CLIC6,25.574957480267326,25.193058442977513,25.61146351549348,25.119566035078655,25.293932701517008,25.838630564841903,25.289339066487177,25.67424525241847,25.572526818684693,25.80954438991974,24.276575997072985,24.847404266632882,25.961487414173472,25.68086786526201,26.26404937450385
CNP,19.559677817908593,19.4694270045265,19.48186002613324,19.65122516620547,19.991171455171024,19.669804260578672,19.646076955818316,19.811565317610878,19.96532157757347,19.42061369641346,20.284229753275465,19.898751614047594,19.72886020624023,19.929894364140843,19.571238343276747
NCAPD2,19.305914528266143,19.393973144220144,18.09569326103144,19.610439554242,19.41621905691966,19.080106496383316,18.96965587858373,18.8832875744426,19.151840210724053,18.70671736999606,19.771948173969903,19.34187908376446,18.973324814023595,19.296234077809704,18.97429730109699
NCAPH,18.15004932099255,18.09895262468504,16.65439910863244,18.41737333265217,18.418824576565633,17.971957318797166,17.806246353234428,17.67733676108464,17.439707981950328,18.03615088592064,18.15562221163059,17.796188416049915,18.17930574724579,17.688397357368572,17.58087673636417
CNN2,22.034670610562024,21.75194991291555,22.195985629856263,21.887654365408793,21.842497779911085,22.217887712589857,23.140614960293057,22.054962065167647,21.81046563967891,21.87857222341439,21.724299407480675,22.45665007224909,21.915928843265213,22.836812189014935,22.534623717777137
CNN3,22.722846982037936,22.744120492513222,22.646339930207866,22.873613274631843,22.926885962525482,23.054071584975766,22.884901570713524,23.37012270044612,23.24769297398201,23.060056706590824,23.370828948595207,22.857992714081774,22.615471352945214,23.142560497362375,23.033262781425126
CNPY2,22.521097752521204,22.45076510033758,21.97387786679859,22.212307008340172,22.68872414051777,22.124739257289747,22.972453246484847,22.791419285997534,22.947222959060205,22.868028520762135,22.366700060553846,22.076347176200212,22.471619287818264,22.657509489619052,22.427416188330227
COASY,20.452554219630255,20.676536167644894,19.279481577443587,20.088025349965342,20.74532343513936,20.215831649556808,20.47531210988428,20.62951435748207,20.63493216877746,20.0987256272281,20.618371233967494,20.137609724823985,20.37929982909973,20.575127187831686,19.988938647659367
CFL1,27.065714119339084,27.16724438168786,26.517811170720208,27.12871566664429,27.028648297635065,27.17311175882415,27.032492819593443,26.860970282576368,27.306283403472015,27.453844268664085,27.331751450782352,27.51456385046427,26.86229660969641,27.659824034685265,27.04113629164713
CFL2,27.400074252188276,27.39298964568587,26.953062460052614,27.398299298984394,27.461891377846637,27.151940860023668,27.02150968419493,27.400872019931338,27.431536091247438,27.591037567618965,27.280800749841326,27.526715493979754,27.422369430136918,27.482324024256968,27.34106537089061
COIL,19.586623477205073,19.79675666432612,18.433001965345568,19.445433774187627,19.5414901328488,19.286500156294952,19.467106191298143,19.50392451476653,19.47025028373419,19.06225105136805,19.790347146617055,19.204446878649573,19.635787202307597,19.247135026207925,19.262993067069555
COMT,22.221985810368132,22.11739954741525,22.104898103631978,22.21041340734483,22.304583573567896,22.11141567165071,22.53851392307597,21.995487465020034,22.612446619840583,22.32935072526357,22.533994397303786,22.162348104758347,21.7636948841863,22.6400228896257,22.15827403724889
COPA,21.98461467721703,21.900525817900252,22.148284290150578,21.947835963238532,22.079175129626996,22.059313889101805,21.673327749426655,21.765835236750007,22.024920380304216,21.695219048782803,22.43758396520322,22.178808274847444,22.086908174410127,22.02759724250422,21.995910015915733
COPB1,21.981595334500746,22.2178835124706,22.42502715997363,22.277955995287527,21.81520268795824,21.985730502297535,22.19826036323849,22.103301773231173,22.069761061154704,22.188222025611918,22.185563727749187,22.161279815028564,22.1341846678243,22.071508437554165,21.872286608166604
ARCN1,21.86817888626156,21.344564517236293,21.59180978712997,21.590900210058535,21.62803959876046,21.486982338924854,21.356947694882184,21.314877447077208,21.44985639040894,21.583509735110866,21.52926706032114,21.59256982685269,21.84638111141934,21.922346611413438,21.59029180167824
COPE,20.60853160018214,21.023168261357753,20.34893749361948,20.727047352942044,21.1690250425999,20.595730995141746,21.248545014643412,20.517420118472803,20.734251465954678,20.715774800460615,21.183616388352554,20.99720525535749,20.706333943988867,20.849538797019182,20.9230763829078
COPG1,21.318447262871885,20.710045993541186,20.797072435977604,20.806744941021734,21.19339497363199,20.142206981956743,20.65400276992705,21.06301441352845,21.34324428363761,20.74950137484127,21.597538967153078,21.176730375069077,20.702279032465903,21.205617955630025,21.203353834093
COPG2,22.428634429220214,22.380659725869638,21.90838040377818,22.51924974591038,22.533391474067567,22.490925252458986,22.629762866006125,22.18441256235859,22.603148303185836,22.966283455164657,22.927546301339586,22.60105615997716,23.142552602570408,23.08824541437662,22.453284807529457
COPZ1,21.10551728012026,21.652374661155058,20.738316149252274,21.125425303817227,21.672814260239946,21.53034641314526,21.178801354317145,21.735350820922136,21.597459633458886,22.106766431885074,21.718356231292645,21.320487511131255,21.628040894514008,22.065603384513615,21.463573505340154
CORO1A,17.644766433223317,17.875059353178052,17.608202417233493,18.61336266550442,19.19391828793739,18.218871361455804,17.64420055523299,18.0551445987619,18.95576276747037,18.300183154751696,18.994411967173587,18.98756930492013,18.722256422688847,19.809179716156606,18.191533030569154
CORO1B,20.716556831034815,21.25463950445902,20.995404170260887,21.328314020961294,20.73376949856827,21.225394864814653,21.12159864310919,21.043172563084376,21.32541892227178,21.033769898906968,21.409395963577488,21.173671468430474,20.66881838689217,21.156493379574222,21.151245072508203
CORO1C,23.238431110692865,23.39107309918282,23.514137924186684,23.536683408887146,23.50262435848732,23.396879126557234,23.431397132887298,23.426433262659945,23.345663158253377,23.479577334286333,23.28536601908231,23.47657829374628,23.55487258072082,23.618601875478177,23.423730640310737
CORO7,22.617486550671394,24.41710224793063,23.04246171220057,23.905830450816815,22.99026456576256,23.590052268069922,23.53046335117638,22.375995700385484,24.317186108412688,23.427262580107367,24.388248488190154,24.11672242305361,23.100382531560758,24.056112864300022,23.000061898185276
COTL1,25.408632154588148,25.564035133436192,25.723705427490245,25.754119108062724,25.572964769375186,25.42095066023198,25.510578161529857,25.43242575557411,25.72792532144579,25.786589301273004,25.49616262891643,25.847112597117473,25.32924063280265,26.000390033549557,25.830286097543333
MT-CO2,22.289815775229467,22.484108084667096,22.286004015759673,22.33702334339027,22.84892639218403,22.237170471021823,22.48999916042844,22.124438042017204,22.613994021197623,22.073339615460103,22.87281655892569,22.552225348148752,22.298874357705753,22.50108093456946,22.118863761513254
COX4I1,24.31163779082701,24.395836896573208,24.656427509494947,24.618247463663906,23.822688687736438,24.77513840716925,24.619597456787112,24.669477789304835,24.168186024751517,24.760213322837252,24.146587216156767,24.053754107899174,24.850548999155578,24.063146409822316,24.33603432762161
COX5A,21.04844891343197,21.00589719814805,21.248057265106112,20.76569782905146,21.04725715378681,20.697019132899218,20.525351621796354,20.62683105761134,20.97571651009354,20.63092588232651,21.12975041599962,20.735322866480765,20.858217465015574,20.439212055798876,19.718438957235165
COX6C,21.42505522831505,20.057566607058448,20.616181519548967,20.995675870672958,20.70076614598782,21.104970395602376,20.715835481550045,20.856231266621826,20.634326423789663,20.618364940951643,20.842797377965717,21.211903591895478,20.687493685782655,20.984589123260456,20.897237306663744
CYP24A1,20.40252120564291,20.191891803887838,20.263603689716952,20.16986024222181,20.307161516523436,20.161373992150423,19.91910302988648,20.063394824736264,19.733887974812433,18.960090117264823,20.06568189984886,20.540971106506667,20.51812539386332,19.760196150580917,19.16463407974949
CYP51A1,19.783636853372155,19.034669459153697,18.475391029572826,18.155781696254266,19.345378347440843,18.667968240079524,19.01845763151753,19.55011022700017,19.73701641196236,18.464557958052943,19.94152816272748,19.289885062496893,18.73861327711086,19.110774653701547,18.781780663136658
CIAPIN1,20.116088696672996,19.909805929837624,19.484371572529298,17.845190063906152,19.88307474996596,18.461100016617458,19.42879349527094,19.392106975550995,19.867432400865074,19.291241574128698,19.5803420439437,19.116311327583453,19.27183225148297,20.080297576128963,19.65203761010308
CPNE1,22.512356503306982,22.604548043717553,22.40735380309801,22.639132076790425,22.728428322451066,22.459512760990712,22.53286816361372,22.557695373049345,23.088442065354833,22.880338622935238,22.963075080289435,22.656504413174098,22.177322459513608,22.911209534554338,22.423132360762814
CPNE3,21.08763461118961,21.47291296700007,21.20240633674294,21.151942044703596,21.497414707853142,21.61511792344095,20.99969408761681,21.38248747559843,21.702336491245237,20.846212892968772,21.5155277847451,21.25845478605527,21.283638928683168,21.190647745479996,21.23719996254721
CAPNS1,23.142684543878666,23.483089967569263,23.174496389249494,23.000428582597408,23.31432510787419,23.061310715904032,23.512331598466588,23.082219300568717,23.45712221575881,23.37281835488919,23.441727451346306,23.21959833259157,23.28062612923361,23.634013085429913,22.833951169827657
CPSF1,23.70912576855278,24.320076753752577,23.861786991348822,23.665101331009758,23.009709006389425,23.610096659426798,24.298196260267922,24.214759535004834,24.255297721952292,24.689036670143242,23.95831463889106,24.414654269724018,23.70056893376377,24.255740950929393,23.16428587130824
CPSF2,17.98488251185102,17.40153937119579,17.238314880206893,18.179644185668074,18.545338717816744,17.704308074170488,18.144001538326943,17.518772885819995,18.545513182353076,17.87687905666966,18.496711287622304,17.881402878948276,18.4612871087196,18.216198167432964,17.762275927772485
CPSF3,19.950693767426763,19.67364109869547,20.292552003929373,19.928271088120496,19.522145131396687,19.38637198522803,19.063152912001165,19.590249179551,19.35795747293621,19.14375266324148,19.742022777353732,19.136926091329293,19.801254330712574,19.116221350097362,19.397429061764733
NUDT21,20.76896414617879,21.27475881192211,20.452447713726578,21.068374043269447,20.95612957535847,20.86150696663873,21.011292645630192,20.829746030852583,20.326693393705447,20.660088883980436,21.159992652730445,20.385657099277566,21.33369722357396,20.810625637518577,20.454509442713878
CPSF6,21.871134506432874,21.97212204765252,21.841433113363657,22.09928346117313,22.04195242654955,21.935960894105868,21.76738181876787,22.15276341012206,21.820467554639563,21.98468677043968,21.954894950117854,22.389287126419102,22.06701369768919,22.39998051994767,21.83703147788298
CSDE1,21.374106985133917,21.542762534055534,21.386590323482544,21.570732982456008,21.15741774002732,21.79344765383349,21.569934793318257,21.348734378398937,21.436644276838535,21.09958075399733,21.389814785539293,21.67542096645734,21.300355493450407,21.54849191480062,21.660272318531025
CSNK2A1,21.389473536336492,21.475059103725957,21.27165725514844,21.27394106698393,21.759271457267563,21.565545169243038,21.295307773102508,21.654262593212326,21.685215875892524,21.58650681315242,21.498262986395755,21.668125734671445,21.36367040359004,21.662943108687575,21.440214306275475
CSNK2A2,20.665687669490026,20.27620631657799,19.84889184938264,19.450190397757417,20.324646930258467,19.59504155727297,20.0237235906113,20.374841024602368,20.798690313351322,19.56248815790415,20.576608590194326,20.278204069222298,20.18737495663513,20.59879741115909,20.41633393385597
CSNK2A3,21.42865249083625,21.68919078190255,21.251570160604356,21.50164789042628,21.591561915892065,21.838957778663783,21.370781470781772,21.654262593212326,21.685215875892524,21.579540446002035,21.330640470456043,22.02203404404726,21.36367040359004,21.662943108687575,21.528128168549646
COPS2,19.49888259695791,19.022580037717006,19.47766871649565,19.710288465820604,20.249823833917944,19.491523229896263,19.675782596737143,19.647723359055025,19.50542120524838,19.540857978043547,19.996820205740942,19.794814059926605,19.811133540782805,19.716745598909093,19.088981159691055
COPS3,19.5547791874429,20.186593065706706,19.571887453564194,17.763576943108834,20.09971343646695,19.687483151778938,19.872257572403186,19.348121291751468,19.98514711032132,19.120609678278925,20.01396735728147,19.70445670421568,19.783839679649475,19.790631308468186,19.786893161804713
COPS4,21.222389318464387,21.269723555110346,21.267969014247257,21.208869464544577,21.192295013077327,21.10108800967995,20.95395586119962,21.08682666129297,21.034792891792875,21.17545652505197,21.04210815883631,21.43799804470096,21.425478673425847,21.13802665602892,21.0467391526323
COPS7A,19.587494731487133,19.617830917974693,18.889742079147812,20.23232061789835,19.90033045787402,18.93132363693539,19.26213133874679,19.371404350302228,19.255594681965654,20.165796198952336,19.526061920490832,19.61454186171584,20.04633911784638,20.10259691358231,19.52837859332028
CSRP1,21.568237862407706,22.577725857825182,22.088444936989045,21.89003764278305,21.904499410717992,22.00531422786714,22.205339678863947,22.333783405087583,21.962798875202527,21.78674886219175,21.896717548360837,22.05544568236267,21.809457665007454,21.82704192429626,21.902956518222755
CSTF2,20.013075231986978,19.98535122046225,19.131378620983856,19.90752894748728,20.142016795059927,20.015526949022373,20.094419747022236,20.28136217269934,20.317108878002035,20.221671057646546,20.365144764171987,19.96125688668111,20.292331613326596,19.642919982964084,19.761668192530188
CSTF2T,19.400353818784257,18.924597279732794,17.82655396865548,18.966186761384513,19.503691260521897,19.307154674653873,19.360285895526868,19.482589045246698,19.700157768760057,19.8344510140948,19.456436474485415,19.15288244095369,19.46967280653887,19.004913847246947,18.867892309055375
CTNNBL1,21.904309545364832,20.46993200474975,19.064047877091816,21.379983564121396,21.46008441580572,20.61938799223933,20.220433817252612,21.209341507178348,20.861315038335444,20.04906981468246,21.676916564284966,21.71902531819787,20.810088561856567,21.732199337898862,21.150200941975214
CTBP1,22.392936500941815,22.359094599575872,22.13076428597027,22.146578197191964,22.015966915655053,21.849014989440164,22.55194585974664,21.770560039575074,21.500582310117537,21.847227096973498,22.453913909297317,19.954548056692406,22.30919484825648,21.512577742997763,22.39390297302234
SLC44A2,20.706823785658187,20.7486653350352,20.998062568560286,20.120126864933734,19.40087750242984,21.49664376690248,20.52450225554579,20.870784137339964,20.704203748944128,20.63259583111934,20.994335602512294,20.21439357245832,21.3121665116762,20.09151665470503,22.130295353247423
CTNNA1,22.250180080236767,22.235598944318284,22.5653549329082,22.05355533267972,22.3337014463906,22.480522216666373,22.49771294927701,22.412377284036396,22.104343866662035,21.97565458806431,22.114745754041117,22.49315811384244,22.637365144989918,22.072539809014835,21.977146479348995
CTNNA2,19.31165265516723,18.94916419227044,19.026461260094713,18.83657519733373,19.33926913060225,18.770741829136547,18.163096905624666,19.168086282215135,18.783733169435816,18.516932346085934,18.727842244217992,19.99025456690687,19.05665155531279,19.35202489684365,19.634444879936787
CTNNB1,20.502560852439338,21.280860189914584,20.578711338206766,21.763612371909552,20.700756531225572,21.714490510692407,21.49175506103341,21.326741666403432,20.960451075768,21.744895718620896,22.129177871760994,22.07729354797935,20.54560937999035,21.445115289443716,21.208810159206145
CTNND1,23.56416812773721,23.39416821532772,23.557073702743132,23.5335887621832,23.58599411150174,23.234783299052395,23.44786537721339,23.33149133590402,23.152963321825172,23.2083449085442,23.721473726061312,23.641983717459382,23.615400690134642,23.404530229066392,23.413422724243688
CUL2,21.9826649902211,19.952954832156195,22.443343550657573,20.98887423291797,22.286030251460584,21.416346938787342,21.55856636041618,22.43004358871328,22.0404478708802,21.460341985066357,22.44341239124272,22.422948814380433,22.036743516753077,20.99163828177717,22.11370395641378
CUL4B,20.461981081534088,19.531007770314172,16.715930082427256,19.635856362682254,20.179354658041422,19.509244437770977,19.40829578867313,19.322915925756345,19.590624628151456,20.074862637302537,19.945766523541117,19.433669755754988,19.913442167032567,19.07784518665611,19.400394131178874
CUTA,19.73098660279988,20.636816726982566,20.255472507708415,20.308125099829923,20.946356797948987,19.6984855330998,20.991435687751753,20.325437549267058,21.151421479766213,20.993184595489595,20.613011921760897,19.805466127812558,20.434020116554084,20.822338971584124,20.264056428494328
CXCL5,19.728142781821994,20.150259392143475,20.08171736238038,20.341486596230485,19.99049417273859,20.219070273935575,20.41826962704204,20.388852961474008,20.337987140767865,20.376578492515343,20.336637992932197,20.139957237647984,20.283006239515988,19.966017248900773,19.16340875541826
CYC1,22.510766164855003,22.979743929225837,22.28800841070086,22.684447204606215,22.329033322902777,22.35690400319956,22.451703599038957,22.296269486242558,22.743894064354237,22.396122687813097,22.863079769008266,22.746517016873415,22.537277969108914,22.843456512243208,22.655387399351447
CYB5B,22.85081490718805,22.3842090143651,22.73369971666418,22.352497112558236,23.09687128683289,22.587097089800842,22.82972662962911,22.58519203995741,22.643254163000353,22.842920374453627,23.181540245054226,23.16555152682332,22.419709736124293,23.365654925576905,21.687155231706605
CYB5A,21.439194947416212,22.594445070383053,22.36924832028165,23.134249577891378,21.306365852858722,23.269079450128878,22.67169566053516,21.357861482629307,22.896766191886684,22.623247556743156,22.827027157191033,22.441570449701363,22.345794724484087,22.489139875019095,22.603571616815863
CACYBP,23.25224253666549,23.253923330273135,23.353769091036863,23.298287519231806,23.29579933179175,23.09130096434688,23.46487197601226,23.532772781440684,23.36689093086272,23.35701831267669,23.443865509192918,23.432661748600268,23.48254633558858,23.27093808326485,23.23148344617993
CYCS,23.768199569493763,23.45260827168478,23.179313433121926,23.549113617420083,23.89270175347361,23.205930856108488,23.169240061854918,24.12064811595188,23.951678120520768,23.300925674812007,24.141971365208683,24.074765720680276,23.26133670902899,24.012427442342222,23.426313684021046
CYFIP1,21.260273006435973,20.687915826299168,21.389244382431905,21.767222734305633,21.839388466278795,21.709147603319845,21.48547014570394,21.6485494782108,21.088633268214757,20.972665062367447,21.178582259021173,21.308206885747122,20.786839634184112,21.33058142312522,20.984582699839045
CYFIP2,21.290697109281428,20.73599048845679,21.389244382431905,21.767222734305633,22.009072723472016,21.709147603319845,21.48547014570394,21.6485494782108,21.150213892627477,20.972665062367447,21.891186704408753,21.308206885747122,20.736422512576144,20.955907978128074,20.99495888506125
DAZAP1,21.415241015780666,21.153584941048745,21.580742380536254,21.678642601861732,21.44074606783977,21.819407895656248,21.59953840764034,21.69503651203883,21.38731755903156,21.753106278593982,21.319600793798283,21.592306653074843,21.993512514515345,21.72280816466712,21.59455781752273
DBNL,22.342897473998534,22.493117639281508,22.69444202121265,22.667059322008406,22.66532033301788,22.69761893434049,22.366264039297402,22.562618382905463,22.64875087522157,22.30555481822658,22.809214419153722,22.53687071891699,22.58382285159878,22.767699386001947,22.588603604515846
DYNC1I2,21.022833028007987,20.688152908577145,21.01324649701891,20.672742073189603,21.054207840753374,20.525482402713294,20.663732873013835,21.253591595358813,20.83747664588746,20.338914553575272,20.59761579956974,21.13993203291561,20.733527885548412,21.139592652070977,20.80269601364553
DYNC1LI1,20.330903975786594,19.92656355907743,19.812881088360704,20.98558074260083,20.737475147062803,20.325321972117056,20.04429307618076,20.775778292736724,20.326205832577003,20.298764509007313,20.932192784539822,20.48506613148949,20.513811813925575,20.450380977449942,20.560723012096172
DYNC1LI2,20.173678060580393,19.948729982589676,19.77031876464647,20.31238319323311,20.370706232632806,20.457629553249326,20.358026519920923,20.474486245034853,20.323874283268026,20.268266027152197,20.3413872915808,20.623759444994676,20.33265411625172,20.717389623572142,20.351001074923722
DCTN1,21.645770919888758,22.346599386238232,21.915578340807812,22.300385250085302,22.08925502972201,21.415066661163408,21.744765969929304,22.117096612016404,22.726454467175408,21.827141661372575,22.49819420426821,22.441513264438758,22.146452337183053,22.376478479532512,21.80432461991283
DCTN2,20.77645664681399,20.897251137158598,21.172609964906705,21.35147399409194,21.25302784438815,21.617845633558076,21.114230874846818,21.4268235811157,21.170074950111474,20.931268355251152,21.27153870736457,21.111454733238762,21.36203177519497,21.191716682824445,20.67629522136371
DCTPP1,22.077000185920696,22.68737805843723,22.286015289528223,22.618592854708236,22.679880537058875,22.482333741859787,22.514927251120312,22.30327984418949,22.889728510538895,23.239101607723107,22.884982206306475,22.28320628994432,22.733734968027928,22.36080511949298,22.540131596786402
DDX19A,21.25854746279126,21.636661342650857,21.34520602928726,21.703267067318414,21.535184454172338,20.96467501762544,21.47731732740941,21.900286046094788,21.593370071933556,21.249109345988042,22.02741648172299,21.6958261473238,21.262134909982162,22.079531695315453,21.651184375013525
DDX19B,21.223104977452433,21.4567905936512,21.34520602928726,21.74007865709481,21.390284731124403,20.96467501762544,21.50043263010305,21.749089263977808,21.483173912352285,21.249109345988042,21.4727679587936,21.74121243834864,21.262134909982162,22.125114746349706,21.651184375013525
DDAH1,22.02964207310702,22.129087031231183,21.70642409883349,21.5437805597341,21.866466465345685,21.780028877040877,22.572537132117077,22.244606803240025,21.97650856855841,22.12682940071098,21.853413111366724,22.055023753829904,22.023380973066168,21.80054628800484,22.495987320163024
DDAH2,22.101050837195256,22.24260958863543,22.113734539266687,21.77128727846799,22.453924901262877,21.867644671836384,22.896528622545766,22.8579436584266,22.23047640701521,22.25101210007486,22.59409352203584,22.247275050735617,22.141832816601134,22.352252256647322,22.489049546565987
DDB1,21.624369420564395,21.466007981481937,21.444129313158083,22.32670833459985,21.543118157204425,22.1309077674004,21.365792502033223,21.508703194435697,21.62505650870152,21.10811858894627,21.63900917066499,21.697100953451212,21.95057327747406,21.209851661853218,21.357459972899512
DDTL,23.26044752552955,23.040371968028744,22.275008108265787,22.631018043578408,22.555758482142608,22.77577659291253,23.60208743345501,22.697844779597865,24.06718247804468,23.48106743681067,22.405587635819714,22.54136349209481,22.45862220809963,23.448420665736286,24.07750711466864
DDX17,24.498806167478904,23.9998983693838,24.831021995556732,23.998818888475572,24.484839620327925,24.385683909903,24.325002218324936,24.476059776086952,24.34645490851129,23.89139101520754,24.20318101072125,24.885998051658845,24.107036312600584,24.845241568918148,24.91128729347958
DDX18,21.223820083236493,21.042524954854635,20.99658467838453,21.06970082680293,21.266869317421886,21.150181054131885,20.89363073538076,21.065261169391395,21.3371115186119,21.00409586663976,21.56502288658335,21.3857559848986,21.13349868141777,21.65691836255307,21.25941837479645
DDX1,20.253810437165846,20.47640729504827,20.522385911842655,20.598845962693314,20.5448509915067,20.42637878843417,20.449891212192593,20.73176167923636,20.174870408693824,19.809884128794437,20.501942369190054,20.453335771254842,19.81058681356951,20.16822148594294,20.2215306821225
DDX21,23.161438424265025,23.31307173118846,22.765577764038817,23.389398710660636,23.049883352981396,22.512202131012913,23.10495503688971,22.810990707885658,22.79089561180131,22.97603222395899,22.977068862734065,22.637229222161267,23.18338756983802,22.990798287249874,22.98728171850238
DDX24,18.6091083989032,19.04041574794687,18.914405035352896,19.0504843510912,19.27522950730539,18.177663147257597,19.140908332646383,18.734062111958895,19.188738772979143,18.75290928371189,18.926489884499496,19.19969546289407,18.966066236697504,18.639670038858146,18.144383141782345
DDX27,20.08776661430263,20.344084277094005,19.83333841069141,19.931281358617174,20.287168979495945,20.3606132979994,20.267192895052787,20.90374702065445,20.617166835676603,20.403811370602092,20.647032809220683,20.622133618185266,20.63551486035815,20.874230698763917,20.568813983998787
DDX3X,22.3233140141083,22.559005451318605,22.56199533815684,22.669043999696584,22.735839954376573,22.67399971765154,23.219038652949223,22.62371446879024,22.615344321965274,22.655872875818726,22.640683811751888,22.711840930031364,22.341429374308635,23.079609020836962,22.347975083335847
DDX3Y,22.259473993669204,22.102757065527385,22.15668178025758,22.249460945034386,21.97832236149398,22.296006782534135,22.174513596483074,22.074192554700456,22.141466499751072,22.18393126573998,22.323975069204646,22.27932203330006,22.429175497203698,22.500731451183746,22.44179707503637
DDX46,22.03440509624929,21.81101189744598,21.98570632934259,21.592763229063678,22.061860649324206,21.62444471910241,21.493116303810783,21.98996872813393,21.635771474736785,21.792012781009426,21.5769400929602,21.937967880402997,22.285544239067146,22.059828560788535,22.096456361436303
DDX4,21.182538171559106,21.414134367746122,21.111523932657434,20.295326559779735,21.016433775669526,21.54018999621496,21.060358992204733,21.114652547141134,21.900005196849374,21.108134513860808,21.578459068446776,22.489362949443866,21.57143241917848,22.082365655872614,21.7282994769088
DDX5,22.961752544836475,22.989622449392893,22.688368340005738,22.319462134876126,23.308065984486127,22.96734351333579,22.823370680202487,22.97857488457734,23.160152678185213,22.659815123539737,23.333281802925804,22.9292440418769,22.791053252301644,23.224425464140552,23.327472203622165
DDX6,21.033738436846036,21.128000697002555,20.596652549908455,21.040673719456642,20.777841455861843,20.591939491899385,20.148192611183553,20.732544962186722,21.13277830287614,20.962452743814392,21.776620761806868,20.938464240249868,20.85533996961115,21.08924893133011,20.591533913395665
DECR1,21.362985353403985,21.53597356549241,21.42132661246996,21.263940630921333,21.325242320247774,21.549049896772853,21.386592531847164,21.498235102892757,21.38019546530822,21.40681029085908,21.19722279429015,20.68443368675585,21.33889876733376,21.21645041548755,20.807091862073015
DEK,22.77101004486913,22.664344162675746,22.726919616512394,22.80071974163001,22.41978171256357,22.771670747294873,22.78782192732665,22.744182684241572,23.318775447430653,22.535786280346347,23.005224871973,23.05185000128042,22.837744403464256,23.086937894156698,22.883131434308627
DENR,19.42985212321301,20.366674518285755,19.75483324584686,19.850575938511476,19.709917411387934,19.537230878587557,20.07599017314083,19.56072244184888,19.801349682769732,20.06953432069614,19.81357203727055,19.82713802400986,19.96770474383631,19.955345512626337,19.15942949158546
DES,26.578012890107807,26.63344544607832,26.651935326333174,26.841356695188495,26.759906959520386,26.719394043976827,26.509658247533658,26.704484828722045,26.38727222630277,26.566499553370484,26.33422636062015,26.80405374099796,26.798988179928912,25.99178357211097,26.87278047424858
DSP,18.318801523337655,18.142253809173162,18.42960653753455,18.334825292198403,18.012563265781488,17.850873236111457,17.90467363898835,18.588631299622705,18.077404782744704,18.315267807444272,18.29041424693247,18.54024338058629,18.708916499460948,18.494820174613025,18.307205047692683
DSTN,22.177791010910084,22.082138239692362,21.757781857894564,22.353894037407258,21.91881878999166,22.11644925851833,21.69927991627202,21.97724456635295,22.218168132385927,22.429729103200994,21.75114520824286,22.402858465883785,21.99639521776273,22.296234013936935,22.367459701392452
DFFA,20.749570239701036,20.850477298544863,18.99917673880244,20.631482011937987,21.128683607942975,20.83560853445296,20.122871475386052,21.019539617950162,20.6108764161077,21.295218961579682,20.489556745615353,19.734473340009764,20.776742794272714,20.09933209958644,20.61113669442752
HSD17B11,18.870178508364152,18.622622471190272,17.879725410291037,19.128871115466556,19.301516378519022,18.93327709080394,18.79979816545284,18.82753544954977,19.305783013413798,19.23929258827434,18.80312413539158,19.276211224565795,18.284359121751248,19.652170407570853,18.82599981474357
HSD17B12,23.32037884120055,22.793919111035056,22.635217870244986,22.658751458713326,23.18398178563379,22.254660006296668,22.689384908385353,22.69340315910155,22.585187279218008,22.90617190392809,22.962324586555784,23.13469208057559,22.73589604632985,23.222101448289695,22.83113007172049
HSD17B4,21.3003955716043,21.21542524690713,21.867172732153435,21.551571303053176,21.815418297754782,21.95024327516794,21.31008931659089,21.151968084332825,21.526220199675638,21.460949905601655,21.91031029682557,21.942003552594016,21.671164553978763,21.48869317488087,21.115105092454193
DHCR24,21.439153837552553,20.6069671275801,20.38290969199948,20.409661882648418,20.955723353610658,20.371186330004413,20.374192143326926,20.71660486954104,20.499841916048638,20.49090596995152,21.368250939996802,21.277265822866212,20.86202348833026,21.021278181883563,20.815195121959917
DHCR7,22.719205727593064,21.669823811146493,22.078511999854022,22.048754775280685,22.456463232721998,21.96894506363322,22.072820697750608,22.194287939821375,22.33165625737631,22.236407073106093,22.111706983079102,22.624322878781268,21.990841519183586,22.693069752444433,22.221463805254558
GLUD1,21.01113028708432,21.21392287090524,21.083113518183275,21.132683878485302,21.096764846011894,21.26097913346028,21.29107737852842,21.197912849341563,21.32564422376391,20.9781781986239,20.893162268810602,21.37069691423808,21.128223697684685,21.18696701594274,21.125989355110026
GLUD2,21.481964854220656,21.484747370836132,21.259055446502515,21.598504197629182,21.49800961523733,21.894272157603577,21.679346497442467,21.43073037220855,21.568450242162548,21.261999943263397,21.02964770739175,21.3773146603908,21.32680905697421,21.40258908321254,21.360233798963684
